Bin_Center,mean_of_means,sd_of_means,n_datasets,se_of_means
820000.0,10.33035834402085,7.237893510400161,86,0.7804821293776193
830000.0,9.55955847022074,6.1188898627755774,86,0.6598168628294973
840000.0,10.82558498527274,7.894774505733505,86,0.8513154287690486
850000.0,9.945082206934485,6.964111666326523,86,0.7509594738784074
860000.0,10.832207971648826,6.506712988520566,86,0.7016369059910051
870000.0,11.74556856073006,7.71506867334242,86,0.8319372505014856
880000.0,11.132583307750629,7.487631396637575,86,0.8074120582245644
890000.0,11.563241852905403,8.536496113785093,86,0.9205140493898214
900000.0,10.347816437353442,6.709172996383454,86,0.7234687301016504
910000.0,11.164849767091205,6.1752344216337045,86,0.6658926528660934
920000.0,9.572906065509857,5.398871206592135,86,0.5821752543750236
930000.0,8.783451571455972,6.0505768956495505,86,0.6524504861385424
940000.0,11.71900776069378,7.695677491620897,43,1.1735798152129922
950000.0,9.995660522408889,6.940130096713604,43,1.058359917671106
960000.0,11.479017960255574,6.755654513361973,43,1.030227654948709
970000.0,11.557242614048942,7.997058386113988,43,1.21953997074875
980000.0,11.319549599085267,6.338682016448503,43,0.9666399453013884
990000.0,10.338445189169066,6.412825652774897,43,0.9779467438404241
1000000.0,11.473000157061875,7.091411935891506,43,1.081430181863023
1010000.0,11.334806225425883,6.385859248016951,43,0.9738344056678269
1020000.0,11.262363766370749,6.668460463400199,43,1.0169306869880288
1030000.0,11.145114252345358,6.264964756550745,43,0.9553981685581432
1040000.0,11.961520865295068,6.909037365881994,43,1.0536183206715488
1050000.0,12.195855959689403,7.68882274158575,43,1.1725344756326448
1060000.0,11.637577623924393,7.34693502216909,43,1.1203970872073294
1070000.0,10.99467339391987,6.246876888883733,43,0.9526397945985586
1080000.0,8.328736212319948,3.467137529436839,43,0.5287335163856369
