Position,pi_value,centromere_distance,nucleosome_distance
71,0.8223044165305159,249929,71
72,0.819877025194836,249928,72
73,0.8170638706726133,249927,73
74,0.8147165732614847,249926,74
75,0.8134062076506781,249925,75
76,0.8127831595697872,249924,76
77,0.80921702780614,249923,77
78,0.8095673319337816,249922,78
79,0.8094084331827002,249921,79
80,0.8041171901549133,249920,80
81,0.7985608203598566,249919,81
82,0.7935073252926684,249918,82
83,0.790144008064802,249917,83
84,0.7868563891998289,249916,84
85,0.7824319783882084,249915,85
86,0.7789139366383404,249914,86
87,0.7767696225573206,249913,87
88,0.7738062009280571,249912,88
89,0.7722246744328783,249911,89
90,0.7680365957771431,249910,90
91,0.7640273245349404,249909,91
92,0.759738800899095,249908,92
93,0.7560655154510669,249907,93
94,0.7523515200044881,249906,94
95,0.7475829389691564,249905,95
96,0.7421603790065989,249904,96
97,0.7424388384476299,249903,97
98,0.7398295208008236,249902,98
99,0.7371405719575307,249901,99
100,0.7384510440505122,249900,100
101,0.7323571537611397,249899,101
102,0.7293050009653581,249898,102
103,0.7241374320858702,249897,103
104,0.7204974695002275,249896,104
105,0.7217654426595722,249895,105
106,0.7148605314721858,249894,106
107,0.7133905986168285,249893,107
108,0.7127941853797639,249892,108
109,0.707078745095095,249891,109
110,0.7024200690232262,249890,110
111,0.7045407106146923,249889,111
112,0.7003020160995964,249888,112
113,0.7028689497887757,249887,113
114,0.6917149466945693,249886,114
115,0.6878542654216905,249885,115
116,0.6916996062228395,249884,114
117,0.7028393781709656,249883,113
118,0.7002572743530857,249882,112
119,0.7044818972124591,249881,111
120,0.7023460227658522,249880,110
121,0.7069912784614096,249879,109
122,0.7126941295608442,249878,108
123,0.7132764837286919,249877,107
124,0.7147328074629673,249876,106
125,0.7216269602619096,249875,105
126,0.7203444408519183,249874,104
127,0.7239726617064677,249873,103
128,0.7291298391190266,249872,102
129,0.7321706402002246,249871,101
130,0.7382557532448222,249870,100
131,0.7369312128309268,249869,99
132,0.7396093467643616,249868,98
133,0.7422080453287543,249867,97
134,0.741916494595636,249866,96
135,0.7473316113032392,249865,95
136,0.7520926049108976,249864,94
137,0.7557983322806705,249863,93
138,0.7594636724465713,249862,92
139,0.763745351357021,249861,91
140,0.7677478569854381,249860,90
141,0.7719298004279194,249859,89
142,0.7735021042081839,249858,88
143,0.7764583868519283,249857,87
144,0.7785946738762803,249856,86
145,0.782106953938003,249855,85
146,0.786527352348278,249854,84
147,0.789809587717018,249853,83
148,0.7931679730330068,249852,82
149,0.7982197328385234,249851,81
150,0.8037757472019049,249850,80
151,0.8090667128818178,249849,79
152,0.8092164034740994,249848,78
153,0.8088559428156645,249847,77
154,0.8124194903345667,249846,76
155,0.8130344456102226,249845,75
156,0.8143381837346768,249844,74
157,0.8166811532185987,249843,73
158,0.8194912112899374,249842,72
159,0.8219149407678993,249841,71
160,0.825380968367632,249840,70
161,0.8288776308442074,249839,69
162,0.830027879500073,249838,68
163,0.8287723858090348,249837,67
164,0.8308526387434567,249836,66
165,0.8320946539084664,249835,65
166,0.8312333031901431,249834,64
167,0.8316802663299203,249833,63
168,0.8323196690899686,249832,62
169,0.8355571954189085,249831,61
170,0.8367680119596177,249830,60
171,0.8389261526547722,249829,59
172,0.8401423909125587,249828,58
173,0.8411970985587021,249827,57
174,0.8423610406740937,249826,56
175,0.8413872092080662,249825,55
176,0.8414943050733958,249824,54
177,0.8417960223642669,249823,53
178,0.842361166771268,249822,52
179,0.844930015763144,249821,51
180,0.8451191267632322,249820,50
181,0.8475272172304754,249819,49
182,0.8500842028743569,249818,48
183,0.850368943267597,249817,47
184,0.8503878361715341,249816,46
185,0.8531084045003039,249815,45
186,0.8529927852596536,249814,44
187,0.8537730724440639,249813,43
188,0.8554060315668047,249812,42
189,0.8562072933846198,249811,41
190,0.8594344410852753,249810,40
191,0.8602424607516201,249809,39
192,0.8620000151080425,249808,38
193,0.8635986495915609,249807,37
194,0.8656773646712246,249806,36
195,0.8657544666386066,249805,35
196,0.8675206817232028,249804,34
197,0.8669646844913961,249803,33
198,0.8669905445864642,249802,32
199,0.8679084334196434,249801,31
200,0.869556433234438,249800,30
201,0.8704874329851489,249799,29
202,0.872749349524866,249798,28
203,0.8732128322719593,249797,27
204,0.8732029385563429,249796,26
205,0.8741908598979531,249795,25
206,0.8734647529311769,249794,24
207,0.8744486307013191,249793,23
208,0.8735541670171414,249792,22
209,0.8736639794261235,249791,21
210,0.8736044542767374,249790,20
211,0.8735510103908279,249789,19
212,0.8744090238086372,249788,18
213,0.8740888204567587,249787,17
214,0.8745535201396476,249786,16
215,0.8747629694482582,249785,15
216,0.8740494830252348,249784,14
217,0.8739079123113118,249783,13
218,0.8738531720006106,249782,12
219,0.8737069194694431,249781,11
220,0.8737815771089266,249780,10
221,0.8737993886730615,249779,9
222,0.8743223142574879,249778,8
223,0.8751403319536565,249777,7
224,0.8740348550636711,249776,6
225,0.8748566624597653,249775,5
226,0.8757819685497725,249774,4
227,0.8737904734468152,249773,3
228,0.8738047680963328,249772,2
229,0.8744934269167737,249771,1
230,0.8730982215102656,249770,0
231,0.8744871994435179,249769,1
232,0.8737922444984054,249768,2
233,0.8737716854558959,249767,3
234,0.8757573125647062,249766,4
235,0.8748256121285135,249765,5
236,0.8739973490491966,249764,6
237,0.875096957874488,249763,7
238,0.8742724178830612,249762,8
239,0.8737430202905649,249761,9
240,0.8737189351787837,249760,10
241,0.8736379708776667,249759,11
242,0.8737780405945517,249758,12
243,0.8738265532552314,249757,13
244,0.8739619617812912,249756,14
245,0.8746697255782026,249755,15
246,0.87445389119958,249754,16
247,0.8739825699425056,249753,17
248,0.8742968065779033,249752,18
249,0.8734317466713598,249751,19
250,0.8734789634646858,249750,20
251,0.8735322728583985,249749,21
252,0.8734160653481913,249748,22
253,0.8743052694462532,249747,23
254,0.8733139825459538,249746,24
255,0.8740347047634108,249745,25
256,0.8730392578901234,249744,26
257,0.8730428652389978,249743,27
258,0.8725724386815589,249742,28
259,0.8703009423184259,249741,29
260,0.8693621202175947,249740,30
261,0.8677051015089934,249739,31
262,0.866779189826422,249738,32
263,0.8667466771059631,249737,33
264,0.8672970012321185,249736,34
265,0.8655211316971287,249735,35
266,0.8654372192127948,249734,36
267,0.8633480075892734,249733,37
268,0.861739575593548,249732,38
269,0.859971756623565,249731,39
270,0.8591551836621771,249730,40
271,0.8559144756937915,249729,41
272,0.8551043930134585,249728,42
273,0.8534607566281687,249727,43
274,0.8526714929881112,249726,44
275,0.8527800604121263,249725,45
276,0.8500459706822792,249724,46
277,0.8500195931340543,249723,47
278,0.8497267319401283,249722,48
279,0.847156065667661,249721,49
280,0.8447344096836062,249720,50
281,0.8445371154444306,249719,51
282,0.8419539161028983,249718,52
283,0.8413794415094356,249717,53
284,0.8410690441697763,249716,54
285,0.840953769682528,249715,55
286,0.8419224190975996,249714,56
287,0.8407473368445486,249713,57
288,0.8396816876464293,249712,58
289,0.838453928912856,249711,59
290,0.8362813380269967,249710,60
291,0.8350587276691701,249709,61
292,0.8318030422586593,249708,62
293,0.8311532919255196,249707,63
294,0.8306965292137349,249706,64
295,0.8315522617518633,249705,65
296,0.8302978144430352,249704,66
297,0.8282022140378619,249703,67
298,0.8294534265007478,249702,68
299,0.8282907707705633,249701,69
300,0.8247734224638281,249700,70
301,0.8212864685145861,249699,71
302,0.8188451973096423,249698,72
303,0.8160159538342397,249697,73
304,0.8136552367838531,249696,74
305,0.8123373917843688,249695,75
306,0.811710801568496,249694,76
307,0.8081242705981219,249693,77
308,0.8084766083428773,249692,78
309,0.8083168266659924,249691,79
310,0.8029953061664568,249690,80
311,0.7974071419788765,249689,81
312,0.7923247340847563,249688,82
313,0.7889421849399532,249687,83
314,0.7856357686214948,249686,84
315,0.7811860513290878,249685,85
316,0.7776478946508608,249684,86
317,0.7754913330530309,249683,87
318,0.7725109741582269,249682,88
319,0.770920424026329,249681,89
320,0.7667083973353003,249680,90
321,0.7626762030574101,249679,91
322,0.7583631586364769,249678,92
323,0.754668876151267,249677,93
324,0.7509336516348257,249676,94
325,0.7461378048901322,249675,95
326,0.7406842365191915,249674,96
327,0.7409643268548136,249673,97
328,0.7383401082012274,249672,98
329,0.735635803235065,249671,99
330,0.7369538145402221,249670,100
331,0.736947304846699,249669,100
332,0.7356161758169458,249668,99
333,0.7383077296664535,249667,98
334,0.7409194504150323,249666,97
335,0.7406264744218581,249665,96
336,0.7460686897820048,249664,95
337,0.7508535112487144,249663,94
338,0.7545777909795409,249662,93
339,0.7582614807301093,249661,92
340,0.7625645886744837,249660,91
341,0.7665871270427842,249659,90
342,0.7707899989856741,249658,89
343,0.772370188639767,249657,88
344,0.775341272980788,249656,87
345,0.7774882632698308,249655,86
346,0.781018122029815,249654,85
347,0.7854606361037337,249653,84
348,0.7887592988122587,249652,83
349,0.7921344911513097,249651,82
350,0.797211518253406,249650,81
351,0.8027953181511233,249649,80
352,0.8081127437085209,249648,79
353,0.8082632059011786,249647,78
354,0.8079009680382225,249646,77
355,0.8114823426899599,249645,76
356,0.8121003934835785,249644,75
357,0.8134106679433555,249643,74
358,0.8157653650250634,249642,73
359,0.8185894834424421,249641,72
360,0.8210253427191954,249640,71
361,0.8245087060343136,249639,70
362,0.8280228563891172,249638,69
363,0.8291788717584232,249637,68
364,0.8279171281522755,249636,67
365,0.830007792649633,249635,66
366,0.8312560321894109,249634,65
367,0.8303904003053146,249633,64
368,0.8308396166848048,249632,63
369,0.831482233661798,249631,62
370,0.8347359493722083,249630,61
371,0.8359528331224775,249629,60
372,0.8381217715350674,249628,59
373,0.8393441033565929,249627,58
374,0.840404097641642,249626,57
375,0.8415738715948498,249625,56
376,0.8405951969841282,249624,55
377,0.8407028472805483,249623,54
378,0.8410060907433132,249622,53
379,0.8415740765372073,249621,52
380,0.8441557710174441,249620,51
381,0.8443458454331841,249619,50
382,0.8467659778006215,249618,49
383,0.8493357481058158,249617,48
384,0.8496219286203407,249616,47
385,0.8496409343960967,249615,46
386,0.8523751027033739,249614,45
387,0.8522589245030623,249613,44
388,0.8530431250138901,249612,43
389,0.8546842535998693,249611,42
390,0.8554895329473456,249610,41
391,0.8587328068097412,249609,40
392,0.8595448770370163,249608,39
393,0.8613112211289189,249607,38
394,0.8629178517204831,249606,37
395,0.8650069585997749,249605,36
396,0.8650844620209344,249604,35
397,0.8668595085069093,249603,34
398,0.8663007529084865,249602,33
399,0.8663267585432067,249601,32
400,0.8672492444835037,249600,31
401,0.8689054846280133,249599,30
402,0.869841146364264,249598,29
403,0.8721143659622814,249597,28
404,0.8725801772048245,249596,27
405,0.872570249827302,249595,26
406,0.8735631162570929,249594,25
407,0.8728334019430554,249593,24
408,0.8738222043476619,249592,23
409,0.8729232934839832,249591,22
410,0.8730336694234397,249590,21
411,0.8729738629461785,249589,20
412,0.87292016808522,249588,19
413,0.8737824776037062,249587,18
414,0.8734606924166148,249586,17
415,0.8739277258598475,249585,16
416,0.8741382355188858,249584,15
417,0.873421205524068,249583,14
418,0.8732789442239213,249582,13
419,0.8732239464748662,249581,12
420,0.873076980062759,249580,11
421,0.8731520257109913,249579,10
422,0.8731699417351833,249578,9
423,0.8736954910537529,249577,8
424,0.874517604102739,249576,7
425,0.8734066293212245,249575,6
426,0.8742325508016042,249574,5
427,0.8751624869249834,249573,4
428,0.8731610757510238,249572,3
429,0.8731754573004823,249571,2
430,0.8738675658545769,249570,1
431,0.8724654187052181,249569,0
432,0.8738613383813213,249568,1
433,0.8731629337025549,249567,2
434,0.8731422877601047,249566,3
435,0.8751378309399173,249565,4
436,0.8742015004703524,249564,5
437,0.87336912330675,249563,6
438,0.8744742300235706,249562,7
439,0.8736455946793262,249561,8
440,0.8731135733526867,249560,9
441,0.8730893837808484,249559,10
442,0.8730080314709827,249558,11
443,0.8731488150688071,249557,12
444,0.8731975851678409,249556,13
445,0.8733336842801244,249555,14
446,0.8740449916488302,249554,15
447,0.8738280969197798,249553,16
448,0.8733544419023617,249552,17
449,0.8736702603729722,249551,18
450,0.8728009043657519,249550,19
451,0.8728483721341269,249549,20
452,0.8729019628557148,249548,21
453,0.8727851918150332,249547,22
454,0.8736788430925961,249546,23
455,0.8726826315578323,249545,24
456,0.8734069611225507,249544,25
457,0.8724065691610826,249543,26
458,0.8724102101718629,249542,27
459,0.8719374551189742,249541,28
460,0.8696546556975411,249540,29
461,0.8687111716111701,249539,30
462,0.8670459125728537,249538,31
463,0.8661154037831645,249537,32
464,0.8660827455230534,249536,33
465,0.8666358280158248,249535,34
466,0.8648511270794565,249534,35
467,0.8647668131413452,249533,36
468,0.8626672097181958,249532,37
469,0.8610507816144244,249531,38
470,0.8592741729089611,249530,39
471,0.858453549386643,249529,40
472,0.8551967152565174,249528,41
473,0.8543826150465231,249527,42
474,0.8527308091979949,249526,43
475,0.85193763223152,249525,44
476,0.8520467586151964,249524,45
477,0.8492990689068416,249523,46
478,0.8492725784867978,249522,47
479,0.8489782771715871,249521,48
480,0.846394826237807,249520,49
481,0.8439611283535583,249519,50
482,0.8437628706987306,249518,51
483,0.8411668258688375,249517,52
484,0.8405895098884819,249516,53
485,0.8402775863769288,249515,54
486,0.84016175745859,249514,55
487,0.8411352500183555,249513,56
488,0.8399543359274887,249512,57
489,0.8388834000904635,249511,58
490,0.8376495477931512,249510,59
491,0.8354661591898564,249509,60
492,0.8342374816224698,249508,61
493,0.8309656068304887,249507,62
494,0.830312642280404,249506,63
495,0.8298536263289065,249505,64
496,0.8307136400328078,249504,65
497,0.8294529683492115,249503,66
498,0.8273469563811026,249502,67
499,0.8286044187590981,249501,68
500,0.8274359963154732,249500,69
501,0.8239011601305098,249499,70
502,0.8203968704658822,249498,71
503,0.817943469462147,249497,72
504,0.8151001656407045,249496,73
505,0.8127277209925317,249495,74
506,0.8114033396577247,249494,75
507,0.8107736539238891,249493,76
508,0.8107689914977966,249492,76
509,0.8113893985812077,249491,75
510,0.8127046484604092,249490,74
511,0.8150682725195366,249489,73
512,0.8179030935883785,249488,72
513,0.820348185995555,249487,71
514,0.823844745153728,249486,70
515,0.8273722071770335,249485,69
516,0.8285326121341825,249484,68
517,0.8272661111299662,249483,67
518,0.8293647008468716,249482,66
519,0.8306176783435626,249481,65
520,0.8297487876616393,249480,64
521,0.8301997191937467,249479,63
522,0.830844782813489,249478,62
523,0.8341108217844215,249477,61
524,0.8353323238583857,249476,60
525,0.8375094814290234,249475,59
526,0.8387364516348877,249474,58
527,0.8398004700779098,249473,57
528,0.8409746831912461,249472,56
529,0.8399923220076978,249471,55
530,0.840100394333754,249470,54
531,0.8404047995094529,249469,53
532,0.8409749481500864,249468,52
533,0.843566420539374,249467,51
534,0.8437572283013566,249466,50
535,0.8461865268913296,249465,49
536,0.848766028804389,249464,48
537,0.8490533055306381,249463,47
538,0.8490723972237486,249462,46
539,0.8518169177534721,249461,45
540,0.8517003140764033,249460,44
541,0.852487493387937,249459,43
542,0.8541348405205602,249458,42
543,0.8549431779876296,249457,41
544,0.8581987269880659,249456,40
545,0.8590138804781389,249455,39
546,0.8607869152642129,249454,38
547,0.8623996324454837,249453,37
548,0.8644966495006118,249452,36
549,0.8645744585059899,249451,35
550,0.8663562274019694,249450,34
551,0.8657953721513463,249449,33
552,0.8658214885699809,249448,32
553,0.8667474738007706,249447,31
554,0.8684099864350632,249446,30
555,0.8693491968468741,249445,29
556,0.8716310202653887,249444,28
557,0.8720986039447667,249443,27
558,0.8720886509440023,249442,26
559,0.8730852815453934,249441,25
560,0.8723528213401569,249440,24
561,0.8733453723471168,249439,23
562,0.8724430763169524,249438,22
563,0.8725538812124416,249437,21
564,0.8724938605900814,249436,20
565,0.8724399746884139,249435,19
566,0.873305554373087,249434,18
567,0.8729825651024754,249433,17
568,0.8734513749901489,249432,16
569,0.8736626917816024,249431,15
570,0.8729429644410902,249430,14
571,0.8728001774708329,249429,13
572,0.8727449837612399,249428,12
573,0.8725974739472234,249427,11
574,0.8726728149453986,249426,10
575,0.8726908104839624,249425,9
576,0.873218356973298,249424,8
577,0.8740435873803989,249423,7
578,0.8729284276366756,249422,6
579,0.8737574807334516,249421,5
580,0.8746909412105918,249420,4
581,0.8726819819825857,249419,3
582,0.8726964296797604,249418,2
583,0.8733911641505168,249417,1
584,0.8719837329879432,249416,0
585,0.873384936677261,249415,1
586,0.8726839060818329,249414,2
587,0.8726631939916665,249413,3
588,0.8746662852255256,249412,4
589,0.8737264304021999,249411,5
590,0.872890921622201,249410,6
591,0.8740002133012306,249409,7
592,0.8731684605988713,249408,8
593,0.8726344421014658,249407,9
594,0.8726101730152558,249406,10
595,0.8725285253554471,249405,11
596,0.8726698523551808,249404,12
597,0.8727188184147525,249403,13
598,0.8728554431971466,249402,14
599,0.8735694479115468,249401,15
600,0.8733517460500813,249400,16
601,0.8728763145882222,249399,17
602,0.873193337142353,249398,18
603,0.8723207109689457,249397,19
604,0.8723683697780299,249396,20
605,0.8724221746447167,249395,21
606,0.8723049746480024,249394,22
607,0.8732020110920511,249393,23
608,0.8722020509549337,249392,24
609,0.8729291264108512,249391,25
610,0.8719249702777828,249390,26
611,0.8719286369118051,249389,27
612,0.8714541094220816,249388,28
613,0.869162706180151,249387,29
614,0.8682156734182199,249386,30
615,0.8665441418901205,249385,31
616,0.8656101338099387,249384,32
617,0.8655773647659133,249383,33
618,0.8661325469108849,249382,34
619,0.864341123564512,249381,35
620,0.864256504042182,249380,36
621,0.8621489904431963,249379,37
622,0.8605264757497184,249378,38
623,0.8587431763500837,249377,39
624,0.8579194695649677,249376,40
625,0.8546503602968014,249375,41
626,0.853833201967214,249374,42
627,0.8521751775720418,249373,43
628,0.8513790218048609,249372,44
629,0.8514885736652946,249371,45
630,0.8487305317344936,249370,46
631,0.8487039553970953,249369,47
632,0.8484085578701603,249368,48
633,0.8458153753285151,249367,49
634,0.8433725112217306,249366,50
635,0.8431735202206605,249365,51
636,0.8405676974817167,249364,52
637,0.8399882186546217,249363,53
638,0.8396751334301344,249362,54
639,0.8395588824821596,249361,55
640,0.8405360616147519,249360,56
641,0.8393507083637565,249359,57
642,0.8382757483687583,249358,58
643,0.8370372576871072,249357,59
644,0.8348456499257647,249356,60
645,0.833612354034683,249355,61
646,0.8303281559821796,249354,62
647,0.8296727447893459,249353,63
648,0.8292120136852311,249352,64
649,0.8300752861869596,249351,65
650,0.8288098765464501,249350,66
651,0.8266959393587933,249349,67
652,0.8279581591348573,249348,68
653,0.8267853471033895,249347,69
654,0.8232371992499241,249346,70
655,0.8197197137422418,249345,71
656,0.8172570796080835,249344,72
657,0.8144030731351777,249343,73
658,0.8120217015095855,249342,74
659,0.8106923447553539,249341,75
660,0.8100603027317257,249340,76
661,0.8064423747214329,249339,77
662,0.806797842468181,249338,78
663,0.8066367018533204,249337,79
664,0.801268580375528,249336,80
665,0.7956314804707593,249335,81
666,0.7905045719647528,249334,82
667,0.7870924223912726,249333,83
668,0.7837570743400586,249332,84
669,0.7792684070728761,249331,85
670,0.7756992908962184,249330,86
671,0.7735238787725154,249329,87
672,0.770517451216836,249328,88
673,0.7689130125310313,249327,89
674,0.7646641266900289,249326,90
675,0.7605966508702549,249325,91
676,0.756245865762708,249324,92
677,0.7525192660985315,249323,93
678,0.7487513672745626,249322,94
679,0.7439135550467642,249321,95
680,0.7384122606907471,249320,96
681,0.7386948611858704,249319,97
682,0.73604770793924,249318,98
683,0.7333197678970089,249317,99
684,0.7346493830330799,249316,100
685,0.7284670137763396,249315,101
686,0.7253705964169913,249314,102
687,0.7201280195204101,249313,103
688,0.7164352544723823,249312,104
689,0.7177217566478236,249311,105
690,0.7107165969508773,249310,106
691,0.7092254051998449,249309,107
692,0.7086204283619754,249308,108
693,0.702822035589072,249307,109
694,0.6980957675925875,249306,110
695,0.7002473322516729,249305,111
696,0.6959471527725563,249304,112
697,0.6985514935884987,249303,113
698,0.6872355289494609,249302,114
699,0.6833188643701548,249301,115
700,0.687220188477731,249300,114
701,0.6985219219706886,249299,113
702,0.6959024110260457,249298,112
703,0.7001885188494399,249297,111
704,0.6980217213352136,249296,110
705,0.7027345689553866,249295,109
706,0.7085203725430558,249294,108
707,0.7091112903117084,249293,107
708,0.710588872941659,249292,106
709,0.7175832742501609,249291,105
710,0.7162822258240731,249290,104
711,0.7199632491410075,249289,103
712,0.7251954345706599,249288,102
713,0.7282805002154245,249287,101
714,0.7344540922273899,249286,100
715,0.733110408770405,249285,99
716,0.735827533902778,249284,98
717,0.7384640680669948,249283,97
718,0.738168376279784,249282,96
719,0.7436622273808469,249281,95
720,0.7484924521809722,249280,94
721,0.7522520829281351,249279,93
722,0.7559707373101844,249278,92
723,0.7603146776923355,249277,91
724,0.7643753878983239,249276,90
725,0.7686181385260722,249275,89
726,0.7702133544969628,249274,88
727,0.7732126430671231,249273,87
728,0.7753800281341583,249272,86
729,0.7789433826226707,249271,85
730,0.7834280374885076,249270,84
731,0.7867580020434886,249269,83
732,0.790165219705091,249268,82
733,0.795290392949426,249267,81
734,0.8009271374225194,249266,80
735,0.8062949815524378,249265,79
736,0.8064469140084988,249264,78
737,0.8060812897309573,249263,77
738,0.8096966334965052,249262,76
739,0.8103205827148985,249261,75
740,0.8116433119827777,249260,74
741,0.814020355681163,249259,73
742,0.8168712657031849,249258,72
743,0.8193302379796252,249257,71
744,0.8228466340260503,249256,70
745,0.8263941070542934,249255,69
746,0.8275611107382649,249254,68
747,0.8262874580898933,249253,67
748,0.8283979615355311,249252,66
749,0.8296580614511111,249251,65
750,0.8287842719227809,249250,64
751,0.8292377817888881,249249,63
752,0.8298865233683185,249248,62
753,0.8331710875021276,249247,61
754,0.8343995321541954,249246,60
755,0.8365890453218985,249245,59
756,0.8378229882623897,249244,58
757,0.8388930560932144,249243,57
758,0.8400739424538027,249242,56
759,0.8390860393633907,249241,55
760,0.8391947461130828,249240,54
761,0.8395008976546303,249239,53
762,0.8400742976334995,249238,52
763,0.8426804688403143,249237,51
764,0.842872379018217,249236,50
765,0.8453154568969693,249235,49
766,0.8479095880244663,249234,48
767,0.848198512650693,249233,47
768,0.8482177335006112,249232,46
769,0.8509778161947961,249231,45
770,0.8508605729121447,249230,44
771,0.85165223015938,249229,43
772,0.8533089254340172,249228,42
773,0.8541218600743309,249227,41
774,0.8573958618966586,249226,40
775,0.8582156503569504,249225,39
776,0.8599987430492954,249224,38
777,0.861620610005942,249223,37
778,0.8637295181750723,249222,36
779,0.8638077865554198,249221,35
780,0.8655996610350662,249220,34
781,0.8650356494445343,249219,33
782,0.8650619324010793,249218,32
783,0.8659931780031979,249217,31
784,0.8676651198704975,249216,30
785,0.8686096648926276,249215,29
786,0.8709044221589486,249214,28
787,0.8713746702858562,249213,27
788,0.871364678766493,249212,26
789,0.8723669679264987,249211,25
790,0.871630379910963,249210,24
791,0.8726285660717878,249209,23
792,0.871721181229259,249208,22
793,0.8718326309606145,249207,21
794,0.8717722884207852,249206,20
795,0.8717181153337381,249205,19
796,0.8725886109545092,249204,18
797,0.8722638116237038,249203,17
798,0.8727352919834124,249202,16
799,0.8729478221111764,249201,15
800,0.8722240399372676,249200,14
801,0.872080462743968,249199,13
802,0.8720249744531741,249198,12
803,0.8718766477604706,249197,11
804,0.8719524327487561,249196,10
805,0.8719705478187284,249195,9
806,0.8725010965909148,249194,8
807,0.8733310132226327,249193,7
808,0.8722095623592491,249192,6
809,0.8730433231146604,249191,5
810,0.8739820816399376,249190,4
811,0.8719617756640186,249189,3
812,0.8719763227989364,249188,2
813,0.8726750047261125,249187,1
814,0.8712596302756997,249186,0
815,0.8726687772528569,249185,1
816,0.871963799201009,249184,2
817,0.8719429876730994,249183,3
818,0.8739574256548714,249182,4
819,0.8730122727834084,249181,5
820,0.8721720563447746,249180,6
821,0.8732876391434643,249179,7
822,0.8724512002164881,249178,8
823,0.8719141794362318,249177,9
824,0.8718897908186133,249176,10
825,0.8718076991686943,249175,11
826,0.871949843047115,249174,12
827,0.8719991036878877,249173,13
828,0.872136518693324,249172,14
829,0.8728545782411208,249171,15
830,0.8726356630433447,249170,16
831,0.8721575611094506,249169,17
832,0.8724763937237753,249168,18
833,0.8715988516142699,249167,19
834,0.8716467976087336,249166,20
835,0.8717009243928895,249165,21
836,0.871583079560309,249164,22
837,0.872485204816722,249163,23
838,0.87147960952574,249162,24
839,0.8722108127919564,249161,25
840,0.8712009981002735,249160,26
841,0.8712047032528947,249159,27
842,0.8707275113156415,249158,28
843,0.8684231742259046,249157,29
844,0.8674708068536543,249156,30
845,0.8657898460925477,249155,31
846,0.8648505776410371,249154,32
847,0.8648176420591013,249153,33
848,0.8653759805439818,249152,34
849,0.8635744516139419,249151,35
850,0.8634893727166426,249150,36
851,0.8613699680036546,249149,37
852,0.8597383035348007,249148,38
853,0.8579449462288952,249147,39
854,0.8571166044735604,249146,40
855,0.8538290423835027,249145,41
856,0.8530072868806711,249144,42
857,0.8513399143434848,249143,43
858,0.8505392806406022,249142,44
859,0.8506494721066186,249141,45
860,0.8478758680113563,249140,46
861,0.8478491625171503,249139,47
862,0.8475521170902376,249138,48
863,0.844944305334155,249137,49
864,0.842487661938591,249136,50
865,0.8422875685216009,249135,51
866,0.8396670469651297,249134,52
867,0.839084316799799,249133,53
868,0.8387694852094633,249132,54
869,0.8386525998378525,249131,55
870,0.8396353208773086,249130,56
871,0.838443294379061,249129,57
872,0.8373622849962602,249128,58
873,0.8361168215799822,249127,59
874,0.8339128582215743,249126,60
875,0.8326726197523893,249125,61
876,0.8293698965370092,249124,62
877,0.8287108073844873,249123,63
