Position,Value,Centromere_distance,Nucleosome_distance
232,0,249768,54
233,0,249767,55
234,3,249766,56
235,3,249765,57
236,0,249764,58
237,22,249763,59
238,0,249762,60
239,0,249761,61
240,0,249760,62
241,0,249759,63
242,0,249758,64
243,0,249757,65
244,0,249756,66
245,0,249755,67
246,0,249754,68
247,0,249753,69
248,0,249752,70
249,0,249751,71
250,0,249750,72
251,0,249749,73
252,0,249748,74
253,3,249747,75
254,0,249746,75
255,0,249745,74
256,0,249744,73
257,0,249743,72
258,0,249742,71
259,8,249741,70
260,0,249740,69
261,0,249739,68
262,0,249738,67
263,0,249737,66
264,1,249736,65
265,0,249735,64
266,4,249734,63
267,0,249733,62
268,0,249732,61
269,0,249731,60
270,0,249730,59
271,0,249729,58
272,0,249728,57
273,15,249727,56
274,0,249726,55
275,0,249725,54
276,0,249724,53
277,0,249723,52
278,0,249722,51
279,0,249721,50
280,0,249720,49
281,0,249719,48
282,0,249718,47
283,35,249717,46
284,0,249716,45
285,0,249715,44
286,0,249714,43
287,0,249713,42
288,0,249712,41
289,0,249711,40
290,0,249710,39
291,0,249709,38
292,0,249708,37
293,1,249707,36
294,0,249706,35
295,0,249705,34
296,0,249704,33
297,0,249703,32
298,0,249702,31
299,0,249701,30
300,0,249700,29
301,0,249699,28
302,0,249698,27
303,0,249697,26
304,0,249696,25
305,0,249695,24
306,0,249694,23
307,0,249693,22
308,0,249692,21
309,0,249691,20
310,0,249690,19
311,0,249689,18
312,0,249688,17
313,0,249687,16
314,1,249686,15
315,0,249685,14
316,0,249684,13
317,0,249683,12
318,0,249682,11
319,0,249681,10
320,0,249680,9
321,0,249679,8
322,0,249678,7
323,0,249677,6
324,0,249676,5
325,0,249675,4
326,0,249674,3
327,0,249673,2
328,0,249672,1
329,0,249671,0
330,0,249670,1
331,0,249669,2
332,5,249668,3
333,0,249667,4
334,0,249666,5
335,0,249665,6
336,0,249664,7
337,0,249663,8
338,0,249662,9
339,0,249661,10
340,0,249660,11
341,0,249659,12
342,0,249658,13
343,0,249657,14
344,0,249656,15
345,0,249655,16
346,0,249654,17
347,0,249653,18
348,0,249652,19
349,0,249651,20
350,0,249650,21
351,0,249649,22
352,0,249648,23
353,0,249647,24
354,0,249646,25
355,0,249645,26
356,0,249644,27
357,0,249643,28
358,0,249642,29
359,0,249641,30
360,0,249640,31
361,0,249639,32
362,0,249638,33
363,0,249637,34
364,0,249636,35
365,0,249635,36
366,0,249634,37
367,0,249633,38
368,0,249632,39
369,0,249631,40
370,0,249630,41
371,1,249629,42
372,0,249628,43
373,3,249627,44
374,0,249626,45
375,0,249625,46
376,0,249624,47
377,0,249623,48
378,0,249622,49
379,0,249621,50
380,0,249620,51
381,0,249619,52
382,0,249618,53
383,0,249617,54
384,6,249616,55
385,0,249615,56
386,0,249614,57
387,0,249613,58
388,0,249612,59
389,3,249611,60
390,5,249610,61
391,0,249609,62
392,0,249608,63
393,0,249607,64
394,0,249606,65
395,0,249605,66
396,0,249604,67
397,0,249603,68
398,0,249602,69
399,4,249601,70
400,0,249600,71
401,6,249599,72
402,0,249598,73
403,0,249597,74
404,0,249596,75
405,4,249595,76
406,0,249594,75
407,0,249593,74
408,2,249592,73
409,0,249591,72
410,0,249590,71
411,57,249589,70
412,7,249588,69
413,0,249587,68
414,0,249586,67
415,0,249585,66
416,0,249584,65
417,19,249583,64
418,1,249582,63
419,0,249581,62
420,35,249580,61
421,0,249579,60
422,0,249578,59
423,0,249577,58
424,0,249576,57
425,0,249575,56
426,0,249574,55
427,0,249573,54
428,0,249572,53
429,0,249571,52
430,0,249570,51
431,0,249569,50
432,0,249568,49
433,0,249567,48
434,0,249566,47
435,0,249565,46
436,0,249564,45
437,0,249563,44
438,0,249562,43
439,0,249561,42
440,0,249560,41
441,0,249559,40
442,0,249558,39
443,0,249557,38
444,0,249556,37
445,0,249555,36
446,0,249554,35
447,0,249553,34
448,6,249552,33
449,0,249551,32
450,0,249550,31
451,0,249549,30
452,0,249548,29
453,0,249547,28
454,0,249546,27
455,0,249545,26
456,0,249544,25
457,0,249543,24
458,0,249542,23
459,0,249541,22
460,0,249540,21
461,0,249539,20
462,0,249538,19
463,0,249537,18
464,0,249536,17
465,0,249535,16
466,0,249534,15
467,0,249533,14
468,0,249532,13
469,0,249531,12
470,0,249530,11
471,0,249529,10
472,0,249528,9
473,0,249527,8
474,0,249526,7
475,0,249525,6
476,0,249524,5
477,1,249523,4
478,0,249522,3
479,39,249521,2
480,0,249520,1
481,0,249519,0
482,0,249518,1
483,0,249517,2
484,0,249516,3
485,0,249515,4
486,0,249514,5
487,0,249513,6
488,0,249512,7
489,4,249511,8
490,0,249510,9
491,0,249509,10
492,0,249508,11
493,1,249507,12
494,0,249506,13
495,0,249505,14
496,0,249504,15
497,0,249503,16
498,0,249502,17
499,0,249501,18
500,0,249500,19
501,5,249499,20
502,0,249498,21
503,0,249497,22
504,0,249496,23
505,0,249495,24
506,0,249494,25
507,0,249493,26
508,0,249492,27
509,0,249491,28
510,0,249490,29
511,0,249489,30
512,0,249488,31
513,0,249487,32
514,0,249486,33
515,0,249485,34
516,0,249484,35
517,0,249483,36
518,33,249482,37
519,0,249481,38
520,0,249480,39
521,0,249479,40
522,0,249478,41
523,0,249477,42
524,0,249476,43
525,0,249475,44
526,0,249474,45
527,0,249473,46
528,0,249472,47
529,0,249471,48
530,0,249470,49
531,0,249469,50
532,0,249468,51
533,0,249467,52
534,0,249466,53
535,0,249465,54
536,0,249464,55
537,0,249463,56
538,0,249462,57
539,0,249461,58
540,0,249460,59
541,0,249459,60
542,0,249458,61
543,0,249457,62
544,0,249456,63
545,0,249455,64
546,8,249454,65
547,0,249453,66
548,0,249452,67
549,0,249451,66
550,0,249450,65
551,0,249449,64
552,0,249448,63
553,0,249447,62
554,0,249446,61
555,0,249445,60
556,0,249444,59
557,3,249443,58
558,0,249442,57
559,0,249441,56
560,0,249440,55
561,0,249439,54
562,0,249438,53
563,0,249437,52
564,0,249436,51
565,0,249435,50
566,0,249434,49
567,0,249433,48
568,0,249432,47
569,0,249431,46
570,0,249430,45
571,0,249429,44
572,0,249428,43
573,0,249427,42
574,0,249426,41
575,0,249425,40
576,11,249424,39
577,0,249423,38
578,0,249422,37
579,0,249421,36
580,14,249420,35
581,0,249419,34
582,0,249418,33
583,0,249417,32
584,0,249416,31
585,0,249415,30
586,0,249414,29
587,0,249413,28
588,0,249412,27
589,0,249411,26
590,17,249410,25
591,0,249409,24
592,0,249408,23
593,0,249407,22
594,0,249406,21
595,0,249405,20
596,0,249404,19
597,0,249403,18
598,0,249402,17
599,0,249401,16
600,0,249400,15
601,0,249399,14
602,0,249398,13
603,0,249397,12
604,0,249396,11
605,0,249395,10
606,5,249394,9
607,0,249393,8
608,0,249392,7
609,5,249391,6
610,0,249390,5
611,0,249389,4
612,0,249388,3
613,0,249387,2
614,0,249386,1
615,0,249385,0
616,0,249384,1
617,0,249383,2
618,0,249382,3
619,0,249381,4
620,0,249380,5
621,0,249379,6
622,0,249378,7
623,0,249377,8
624,0,249376,9
625,0,249375,10
626,0,249374,11
627,0,249373,12
628,0,249372,13
629,0,249371,14
630,1,249370,15
631,0,249369,16
632,0,249368,17
633,0,249367,18
634,0,249366,19
635,0,249365,20
636,0,249364,21
637,0,249363,22
638,0,249362,23
639,0,249361,24
640,0,249360,25
641,0,249359,26
642,0,249358,27
643,0,249357,28
644,0,249356,29
645,0,249355,30
646,0,249354,31
647,0,249353,32
648,0,249352,33
649,0,249351,34
650,0,249350,35
651,0,249349,36
652,0,249348,37
653,0,249347,38
654,0,249346,39
655,0,249345,40
656,0,249344,41
657,0,249343,42
658,0,249342,43
659,0,249341,44
660,0,249340,45
661,0,249339,46
662,0,249338,47
663,0,249337,48
664,0,249336,49
665,0,249335,50
666,0,249334,51
667,0,249333,52
668,0,249332,53
669,0,249331,54
670,0,249330,55
671,0,249329,56
672,0,249328,57
673,0,249327,58
674,0,249326,59
675,0,249325,60
676,0,249324,61
677,0,249323,62
678,0,249322,63
679,0,249321,64
680,0,249320,65
681,1,249319,66
682,0,249318,67
683,0,249317,68
684,0,249316,69
685,0,249315,70
686,0,249314,71
687,0,249313,72
688,0,249312,73
689,0,249311,74
690,10,249310,75
691,0,249309,76
692,0,249308,77
693,0,249307,78
694,0,249306,79
695,0,249305,80
696,0,249304,81
697,0,249303,82
698,6,249302,83
699,0,249301,84
700,0,249300,85
701,0,249299,86
702,0,249298,87
703,0,249297,88
704,36,249296,89
705,15,249295,90
706,0,249294,90
707,0,249293,89
708,0,249292,88
709,0,249291,87
710,0,249290,86
711,1,249289,85
712,0,249288,84
713,0,249287,83
714,0,249286,82
715,0,249285,81
716,0,249284,80
717,0,249283,79
718,0,249282,78
719,0,249281,77
720,0,249280,76
721,2,249279,75
722,0,249278,74
723,1,249277,73
724,0,249276,72
725,0,249275,71
726,0,249274,70
727,0,249273,69
728,9,249272,68
729,0,249271,67
730,0,249270,66
731,0,249269,65
732,0,249268,64
733,1,249267,63
734,0,249266,62
735,0,249265,61
736,8,249264,60
737,0,249263,59
738,0,249262,58
739,0,249261,57
740,0,249260,56
741,0,249259,55
742,0,249258,54
743,0,249257,53
744,0,249256,52
745,0,249255,51
746,0,249254,50
747,0,249253,49
748,0,249252,48
749,0,249251,47
750,0,249250,46
751,0,249249,45
752,0,249248,44
753,0,249247,43
754,0,249246,42
755,0,249245,41
756,0,249244,40
757,12,249243,39
758,0,249242,38
759,0,249241,37
760,0,249240,36
761,0,249239,35
762,0,249238,34
763,0,249237,33
764,0,249236,32
765,0,249235,31
766,0,249234,30
767,0,249233,29
768,0,249232,28
769,0,249231,27
770,8,249230,26
771,0,249229,25
772,0,249228,24
773,0,249227,23
774,22,249226,22
775,0,249225,21
776,0,249224,20
777,0,249223,19
778,0,249222,18
779,0,249221,17
780,0,249220,16
781,0,249219,15
782,0,249218,14
783,0,249217,13
784,0,249216,12
785,0,249215,11
786,0,249214,10
787,1,249213,9
788,8,249212,8
789,0,249211,7
790,0,249210,6
791,0,249209,5
792,0,249208,4
793,0,249207,3
794,0,249206,2
795,12,249205,1
796,0,249204,0
797,0,249203,1
798,0,249202,2
799,0,249201,3
800,0,249200,4
801,0,249199,5
802,0,249198,6
803,0,249197,7
804,0,249196,8
805,0,249195,9
806,0,249194,10
807,0,249193,11
808,0,249192,12
809,0,249191,13
810,0,249190,14
811,0,249189,15
812,0,249188,16
813,0,249187,17
814,0,249186,18
815,0,249185,19
816,0,249184,20
817,0,249183,21
818,0,249182,22
819,0,249181,23
820,0,249180,24
821,0,249179,25
822,0,249178,26
823,0,249177,27
824,0,249176,28
825,0,249175,29
826,0,249174,30
827,0,249173,31
828,0,249172,32
829,0,249171,33
830,0,249170,34
831,0,249169,35
832,0,249168,36
833,2,249167,37
834,0,249166,38
835,0,249165,39
836,0,249164,40
837,0,249163,41
838,0,249162,42
839,0,249161,43
840,0,249160,44
841,1,249159,45
842,0,249158,46
843,0,249157,47
844,0,249156,48
845,7,249155,49
846,0,249154,50
847,0,249153,51
848,0,249152,52
849,0,249151,53
850,0,249150,54
851,0,249149,55
852,0,249148,56
853,0,249147,57
854,0,249146,58
855,2,249145,59
856,0,249144,60
857,0,249143,61
858,0,249142,62
859,0,249141,63
860,0,249140,62
861,0,249139,61
862,0,249138,60
863,0,249137,59
864,0,249136,58
865,0,249135,57
866,0,249134,56
867,6,249133,55
868,0,249132,54
869,0,249131,53
870,17,249130,52
871,0,249129,51
872,0,249128,50
873,0,249127,49
874,0,249126,48
875,0,249125,47
876,0,249124,46
877,0,249123,45
878,0,249122,44
879,0,249121,43
880,2,249120,42
881,0,249119,41
882,0,249118,40
883,0,249117,39
884,0,249116,38
885,0,249115,37
886,0,249114,36
887,0,249113,35
888,12,249112,34
889,0,249111,33
890,0,249110,32
891,0,249109,31
892,0,249108,30
893,0,249107,29
894,0,249106,28
895,0,249105,27
896,0,249104,26
897,9,249103,25
898,0,249102,24
899,0,249101,23
900,0,249100,22
901,0,249099,21
902,0,249098,20
903,0,249097,19
904,0,249096,18
905,15,249095,17
906,0,249094,16
907,0,249093,15
908,0,249092,14
909,0,249091,13
910,0,249090,12
911,0,249089,11
912,16,249088,10
913,0,249087,9
914,0,249086,8
915,0,249085,7
916,0,249084,6
917,0,249083,5
918,0,249082,4
919,0,249081,3
920,0,249080,2
921,0,249079,1
922,0,249078,0
923,0,249077,1
924,5,249076,2
925,0,249075,3
926,0,249074,4
927,0,249073,5
928,2,249072,6
929,0,249071,7
930,0,249070,8
931,0,249069,9
932,0,249068,10
933,0,249067,11
934,0,249066,12
935,0,249065,13
936,0,249064,14
937,0,249063,15
938,0,249062,16
939,0,249061,17
940,0,249060,18
941,0,249059,19
942,19,249058,20
943,0,249057,21
944,0,249056,22
945,0,249055,23
946,0,249054,24
947,0,249053,25
948,6,249052,26
949,0,249051,27
950,0,249050,28
951,1,249049,29
952,0,249048,30
953,0,249047,31
954,0,249046,32
955,0,249045,33
956,0,249044,34
957,0,249043,35
958,0,249042,36
959,1,249041,37
960,0,249040,38
961,0,249039,39
962,0,249038,40
963,0,249037,41
964,0,249036,42
965,0,249035,43
966,0,249034,44
967,0,249033,45
968,0,249032,46
969,0,249031,47
970,0,249030,48
971,0,249029,49
972,0,249028,50
973,0,249027,51
974,0,249026,52
975,0,249025,53
976,0,249024,54
977,10,249023,55
978,0,249022,56
979,19,249021,57
980,0,249020,58
981,0,249019,59
982,0,249018,60
983,0,249017,61
984,5,249016,62
985,0,249015,63
986,0,249014,64
987,5,249013,65
988,0,249012,66
989,44,249011,67
990,0,249010,68
991,0,249009,69
992,0,249008,70
993,0,249007,71
994,0,249006,72
995,0,249005,73
996,0,249004,74
997,0,249003,75
998,0,249002,76
999,0,249001,77
1000,0,249000,78
1001,2,248999,79
1002,0,248998,80
1003,34,248997,81
1004,0,248996,82
1005,0,248995,83
1006,0,248994,83
1007,0,248993,82
1008,0,248992,81
1009,8,248991,80
1010,0,248990,79
1011,0,248989,78
1012,0,248988,77
1013,0,248987,76
1014,26,248986,75
1015,1,248985,74
1016,0,248984,73
1017,0,248983,72
1018,0,248982,71
1019,3,248981,70
1020,19,248980,69
1021,0,248979,68
1022,0,248978,67
1023,0,248977,66
1024,0,248976,65
1025,0,248975,64
1026,0,248974,63
1027,0,248973,62
1028,0,248972,61
1029,0,248971,60
1030,0,248970,59
1031,0,248969,58
1032,0,248968,57
1033,0,248967,56
1034,0,248966,55
1035,23,248965,54
1036,0,248964,53
1037,0,248963,52
1038,0,248962,51
1039,0,248961,50
1040,0,248960,49
1041,0,248959,48
1042,0,248958,47
1043,0,248957,46
1044,0,248956,45
1045,0,248955,44
1046,0,248954,43
1047,0,248953,42
1048,0,248952,41
1049,1,248951,40
1050,0,248950,39
1051,0,248949,38
1052,0,248948,37
1053,0,248947,36
1054,0,248946,35
1055,0,248945,34
1056,0,248944,33
1057,0,248943,32
1058,2,248942,31
1059,0,248941,30
1060,8,248940,29
1061,0,248939,28
1062,0,248938,27
1063,0,248937,26
1064,2,248936,25
1065,0,248935,24
1066,0,248934,23
1067,0,248933,22
1068,0,248932,21
1069,0,248931,20
1070,0,248930,19
1071,0,248929,18
1072,0,248928,17
1073,0,248927,16
1074,0,248926,15
1075,0,248925,14
1076,0,248924,13
1077,0,248923,12
1078,0,248922,11
1079,0,248921,10
1080,0,248920,9
1081,0,248919,8
1082,0,248918,7
1083,0,248917,6
1084,2,248916,5
1085,9,248915,4
1086,0,248914,3
1087,0,248913,2
1088,0,248912,1
1089,0,248911,0
1090,0,248910,1
1091,0,248909,2
1092,0,248908,3
1093,0,248907,4
1094,7,248906,5
1095,0,248905,6
1096,0,248904,7
1097,21,248903,8
1098,0,248902,9
1099,0,248901,10
1100,0,248900,11
1101,0,248899,12
1102,0,248898,13
1103,0,248897,14
1104,0,248896,15
1105,0,248895,16
1106,0,248894,17
1107,0,248893,18
1108,0,248892,19
1109,0,248891,20
1110,0,248890,21
1111,0,248889,22
1112,0,248888,23
1113,0,248887,24
1114,0,248886,25
1115,0,248885,26
1116,0,248884,27
1117,0,248883,28
1118,0,248882,29
1119,0,248881,30
1120,0,248880,31
1121,0,248879,32
1122,0,248878,33
1123,0,248877,34
1124,0,248876,35
1125,9,248875,36
1126,0,248874,37
1127,0,248873,38
1128,0,248872,39
1129,0,248871,40
1130,0,248870,41
1131,0,248869,42
1132,0,248868,43
1133,0,248867,44
1134,0,248866,45
1135,0,248865,46
1136,0,248864,47
1137,0,248863,48
1138,0,248862,49
1139,0,248861,50
1140,0,248860,51
1141,17,248859,52
1142,0,248858,53
1143,0,248857,54
1144,0,248856,55
1145,0,248855,56
1146,0,248854,57
1147,0,248853,58
1148,0,248852,59
1149,0,248851,60
1150,0,248850,61
1151,0,248849,62
1152,0,248848,63
1153,0,248847,64
1154,0,248846,65
1155,0,248845,66
1156,0,248844,66
1157,0,248843,65
1158,0,248842,64
1159,1,248841,63
1160,0,248840,62
1161,0,248839,61
1162,0,248838,60
1163,0,248837,59
1164,0,248836,58
1165,0,248835,57
1166,0,248834,56
1167,0,248833,55
1168,0,248832,54
1169,0,248831,53
1170,0,248830,52
1171,0,248829,51
1172,0,248828,50
1173,0,248827,49
1174,41,248826,48
1175,0,248825,47
1176,0,248824,46
1177,0,248823,45
1178,0,248822,44
1179,0,248821,43
1180,0,248820,42
1181,0,248819,41
1182,0,248818,40
1183,5,248817,39
1184,7,248816,38
1185,0,248815,37
1186,0,248814,36
1187,0,248813,35
1188,0,248812,34
1189,15,248811,33
1190,0,248810,32
1191,0,248809,31
1192,0,248808,30
1193,0,248807,29
1194,0,248806,28
1195,0,248805,27
1196,0,248804,26
1197,0,248803,25
1198,0,248802,24
1199,0,248801,23
1200,0,248800,22
1201,0,248799,21
1202,0,248798,20
1203,0,248797,19
1204,0,248796,18
1205,0,248795,17
1206,0,248794,16
1207,0,248793,15
1208,0,248792,14
1209,0,248791,13
1210,0,248790,12
1211,0,248789,11
1212,0,248788,10
1213,4,248787,9
1214,0,248786,8
1215,0,248785,7
1216,0,248784,6
1217,0,248783,5
1218,0,248782,4
1219,0,248781,3
1220,0,248780,2
1221,0,248779,1
1222,0,248778,0
1223,0,248777,1
1224,0,248776,2
1225,0,248775,3
1226,0,248774,4
1227,2,248773,5
1228,0,248772,6
1229,0,248771,7
1230,0,248770,8
1231,0,248769,9
1232,0,248768,10
1233,0,248767,11
1234,0,248766,12
1235,0,248765,13
1236,0,248764,14
1237,0,248763,15
1238,0,248762,16
1239,0,248761,17
1240,0,248760,18
1241,0,248759,19
1242,0,248758,20
1243,0,248757,21
1244,0,248756,22
1245,0,248755,23
1246,0,248754,24
1247,0,248753,25
1248,0,248752,26
1249,0,248751,27
1250,0,248750,28
1251,0,248749,29
1252,0,248748,30
1253,0,248747,31
1254,0,248746,32
1255,0,248745,33
1256,0,248744,34
1257,0,248743,35
1258,0,248742,36
1259,0,248741,37
1260,0,248740,38
1261,0,248739,39
1262,0,248738,40
1263,0,248737,41
1264,0,248736,42
1265,0,248735,43
1266,0,248734,44
1267,0,248733,45
1268,0,248732,46
1269,0,248731,47
1270,0,248730,48
1271,0,248729,49
1272,0,248728,50
1273,0,248727,51
1274,0,248726,52
1275,0,248725,53
1276,0,248724,54
1277,0,248723,55
1278,0,248722,56
1279,5,248721,57
1280,0,248720,58
1281,0,248719,59
1282,0,248718,60
1283,0,248717,61
1284,0,248716,62
1285,0,248715,63
1286,0,248714,64
1287,0,248713,65
1288,0,248712,66
1289,0,248711,67
1290,0,248710,68
1291,0,248709,69
1292,0,248708,70
1293,0,248707,71
1294,12,248706,72
1295,0,248705,73
1296,0,248704,74
1297,0,248703,75
1298,1,248702,76
1299,0,248701,77
1300,0,248700,78
1301,0,248699,79
1302,0,248698,80
1303,23,248697,81
1304,0,248696,82
1305,11,248695,83
1306,0,248694,84
1307,0,248693,84
1308,0,248692,83
1309,0,248691,82
1310,0,248690,81
1311,1,248689,80
1312,0,248688,79
1313,0,248687,78
1314,0,248686,77
1315,0,248685,76
1316,0,248684,75
1317,0,248683,74
1318,0,248682,73
1319,0,248681,72
1320,0,248680,71
1321,0,248679,70
1322,0,248678,69
1323,0,248677,68
1324,6,248676,67
1325,0,248675,66
1326,0,248674,65
1327,1,248673,64
1328,0,248672,63
1329,0,248671,62
1330,0,248670,61
1331,0,248669,60
1332,0,248668,59
1333,0,248667,58
1334,0,248666,57
1335,0,248665,56
1336,0,248664,55
1337,0,248663,54
1338,1,248662,53
1339,0,248661,52
1340,0,248660,51
1341,0,248659,50
1342,0,248658,49
1343,0,248657,48
1344,0,248656,47
1345,0,248655,46
1346,0,248654,45
1347,0,248653,44
1348,17,248652,43
1349,0,248651,42
1350,0,248650,41
1351,0,248649,40
1352,5,248648,39
1353,0,248647,38
1354,0,248646,37
1355,0,248645,36
1356,0,248644,35
1357,0,248643,34
1358,0,248642,33
1359,0,248641,32
1360,0,248640,31
1361,0,248639,30
1362,0,248638,29
1363,0,248637,28
1364,0,248636,27
1365,0,248635,26
1366,1,248634,25
1367,0,248633,24
1368,0,248632,23
1369,6,248631,22
1370,0,248630,21
1371,3,248629,20
1372,5,248628,19
1373,0,248627,18
1374,0,248626,17
1375,0,248625,16
1376,0,248624,15
1377,0,248623,14
1378,0,248622,13
1379,0,248621,12
1380,0,248620,11
1381,0,248619,10
1382,0,248618,9
1383,0,248617,8
1384,0,248616,7
1385,0,248615,6
1386,0,248614,5
1387,0,248613,4
1388,0,248612,3
1389,0,248611,2
1390,0,248610,1
1391,0,248609,0
1392,0,248608,1
1393,0,248607,2
1394,0,248606,3
1395,0,248605,4
1396,0,248604,5
1397,0,248603,6
1398,0,248602,7
1399,0,248601,8
1400,0,248600,9
1401,0,248599,10
1402,0,248598,11
1403,0,248597,12
1404,0,248596,13
1405,0,248595,14
1406,0,248594,15
1407,0,248593,16
1408,1,248592,17
1409,0,248591,18
1410,0,248590,19
1411,0,248589,20
1412,0,248588,21
1413,0,248587,22
1414,0,248586,23
1415,1,248585,24
1416,0,248584,25
1417,0,248583,26
1418,1,248582,27
1419,0,248581,28
1420,0,248580,29
1421,0,248579,30
1422,0,248578,31
1423,4,248577,32
1424,0,248576,33
1425,0,248575,34
1426,0,248574,35
1427,0,248573,36
1428,0,248572,37
1429,0,248571,38
1430,0,248570,39
1431,0,248569,40
1432,0,248568,41
1433,0,248567,42
1434,0,248566,43
1435,0,248565,44
1436,6,248564,45
1437,0,248563,46
1438,0,248562,47
1439,0,248561,48
1440,0,248560,49
1441,7,248559,50
1442,0,248558,51
1443,0,248557,52
1444,0,248556,53
1445,0,248555,54
1446,0,248554,55
1447,7,248553,56
1448,0,248552,57
1449,0,248551,58
1450,0,248550,59
1451,0,248549,60
1452,0,248548,61
1453,0,248547,62
1454,0,248546,63
1455,0,248545,64
1456,0,248544,65
1457,0,248543,66
1458,0,248542,67
1459,0,248541,68
1460,0,248540,69
1461,0,248539,70
1462,0,248538,71
1463,25,248537,72
1464,0,248536,73
1465,0,248535,74
1466,0,248534,75
1467,27,248533,76
1468,0,248532,77
1469,18,248531,78
1470,0,248530,79
1471,0,248529,80
1472,0,248528,81
1473,7,248527,82
1474,40,248526,83
1475,0,248525,84
1476,0,248524,85
1477,1,248523,86
1478,3,248522,87
1479,0,248521,88
1480,0,248520,89
1481,0,248519,90
1482,0,248518,91
1483,0,248517,92
1484,0,248516,93
1485,0,248515,92
1486,0,248514,91
1487,0,248513,90
1488,0,248512,89
1489,0,248511,88
1490,0,248510,87
1491,0,248509,86
1492,0,248508,85
1493,6,248507,84
1494,0,248506,83
