window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,tpr,fpr,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index
10,10.0,half_window,5,0.8666666666666667,0.0065032516258129065,0.01290963257199603,0.0065032516258129065,1.9940219222770136e-06,15,1999,1984,90766.0,0.8971943999159817,0.012369966809483716
10,10.0,quarter_window,2,0.26666666666666666,0.002001000500250125,0.003972194637537238,0.002001000500250125,1.0837523842552453e-05,15,1999,1984,90766.0,0.8971943999159817,0.012369966809483716
10,2.0,full_window,10,0.22634069400630916,0.5327663831915957,0.3177067281731564,0.5327663831915957,0.004076263875777206,5072,1999,3073,770.0,0.9995817709054953,0.6065078643044476
10,2.0,half_window,5,0.19223186119873817,0.46673336668334164,0.2723088259131854,0.46673336668334164,0.00412662836815228,5072,1999,3073,770.0,0.9995817709054953,0.6065078643044476
10,2.0,quarter_window,2,0.10824132492113564,0.27463731865932967,0.15528213831141283,0.27463731865932967,0.004456192758169522,5072,1999,3073,770.0,0.9995817709054953,0.6065078643044476
10,2.29,full_window,10,0.28223350253807106,0.4017008504252126,0.33153309962225536,0.4017008504252126,0.0021891988671506233,2955,1999,956,1443.0,0.9995024669171803,0.62815984692378
10,2.29,half_window,5,0.23925549915397631,0.34517258629314657,0.28261625847311445,0.34517258629314657,0.0022582298269787178,2955,1999,956,1443.0,0.9995024669171803,0.62815984692378
10,2.29,quarter_window,2,0.13705583756345177,0.20260130065032517,0.16350423899878883,0.20260130065032517,0.0025123350725917053,2955,1999,956,1443.0,0.9995024669171803,0.62815984692378
10,2.57,full_window,10,0.35322483423749246,0.2846423211605803,0.31524663359152116,0.2846423211605803,0.001108841433640418,1659,1999,340,2641.0,0.9991877270296189,0.5551822512285247
10,2.57,half_window,5,0.298372513562387,0.24312156078039018,0.26792829184437505,0.24312156078039018,0.0011694938574154685,1659,1999,340,2641.0,0.9991877270296189,0.5551822512285247
10,2.57,quarter_window,2,0.16696805304400242,0.13856928464232116,0.15144887916894478,0.13856928464232116,0.001361587086400681,1659,1999,340,2641.0,0.9991877270296189,0.5551822512285247
10,2.86,full_window,10,0.41923076923076924,0.21310655327663833,0.28257330724689717,0.21310655327663833,0.0006246134314268042,1040,1999,959,3062.0,0.9985681229697216,0.4384961009627333
10,2.86,half_window,5,0.35,0.17958979489744872,0.23737779247154392,0.17958979489744872,0.0006789644645353231,1040,1999,959,3062.0,0.9985681229697216,0.4384961009627333
10,2.86,quarter_window,2,0.19423076923076923,0.10105052526263132,0.13293846660085554,0.10105052526263132,0.0008256222709144505,1040,1999,959,3062.0,0.9985681229697216,0.4384961009627333
10,3.14,full_window,10,0.5031055900621118,0.16008004002001,0.2428796986492628,0.16008004002001,0.0003296005729353169,644,1999,1355,5418.0,0.9973956433502951,0.3139715287965283
10,3.14,half_window,5,0.4114906832298137,0.13156578289144572,0.19938292707697106,0.13156578289144572,0.00037986117619377105,644,1999,1355,5418.0,0.9973956433502951,0.3139715287965283
10,3.14,quarter_window,2,0.2267080745341615,0.07303651825912956,0.11048051456678015,0.07303651825912956,0.0004906442612355566,644,1999,1355,5418.0,0.9973956433502951,0.3139715287965283
10,3.43,full_window,10,0.5625,0.12106053026513257,0.19924072634130724,0.12106053026513257,0.00019328428659787103,432,1999,1567,6401.0,0.9960864140832572,0.2384199078508446
10,3.43,half_window,5,0.4583333333333333,0.09854927463731866,0.16221881199236443,0.09854927463731866,0.00023429757586754908,432,1999,1567,6401.0,0.9960864140832572,0.2384199078508446
10,3.43,quarter_window,2,0.24537037037037038,0.05302651325662831,0.0872069107363225,0.05302651325662831,0.00032118479751564545,432,1999,1567,6401.0,0.9960864140832572,0.2384199078508446
10,3.71,full_window,10,0.6423611111111112,0.09254627313656828,0.16178399650196765,0.09254627313656828,0.00010478042905042482,288,1999,1711,10485.0,0.993572660418843,0.16244951213401485
10,3.71,half_window,5,0.5069444444444444,0.07303651825912956,0.12767818102317444,0.07303651825912956,0.00014157555648166797,288,1999,1711,10485.0,0.993572660418843,0.16244951213401485
10,3.71,quarter_window,2,0.2604166666666667,0.03751875937968985,0.06558810668998688,0.03751875937968985,0.00020985387076942477,288,1999,1711,10485.0,0.993572660418843,0.16244951213401485
10,4.0,full_window,10,0.7004608294930875,0.07603801900950476,0.1371841155234657,0.07603801900950476,6.612357173085061e-05,217,1999,1782,13762.0,0.9909880366101638,0.12227118362184723
10,4.0,half_window,5,0.5483870967741935,0.05952976488244122,0.10740072202166065,0.05952976488244122,9.770707419157367e-05,217,1999,1782,13762.0,0.9909880366101638,0.12227118362184723
10,4.0,quarter_window,2,0.25806451612903225,0.02801400700350175,0.05054151624548736,0.02801400700350175,0.00015862193987735865,217,1999,1782,13762.0,0.9909880366101638,0.12227118362184723
10,4.29,full_window,10,0.8269230769230769,0.06453226613306653,0.11972157772621811,0.06453226613306653,2.7466714411276408e-05,156,1999,1843,17613.0,0.9873756975369203,0.09094345016524714
10,4.29,half_window,5,0.6666666666666666,0.05202601300650325,0.09651972157772622,0.05202601300650325,5.184456997920235e-05,156,1999,1843,17613.0,0.9873756975369203,0.09094345016524714
10,4.29,quarter_window,2,0.30128205128205127,0.02351175587793897,0.04361948955916473,0.02351175587793897,0.00010739000898529249,156,1999,1843,17613.0,0.9873756975369203,0.09094345016524714
10,4.57,full_window,10,0.8780487804878049,0.054027013506753374,0.10179076343072571,0.054027013506753374,1.5259285784042448e-05,123,1999,1876,21091.0,0.9843063819497696,0.07440444056090337
10,4.57,half_window,5,0.7073170731707317,0.04352176088044022,0.08199811498586239,0.04352176088044022,3.5892394600986247e-05,123,1999,1876,21091.0,0.9843063819497696,0.07440444056090337
10,4.57,quarter_window,2,0.34146341463414637,0.021010505252626314,0.03958529688972667,0.021010505252626314,7.980358465879534e-05,123,1999,1876,21091.0,0.9843063819497696,0.07440444056090337
10,4.86,full_window,10,0.8942307692307693,0.04652326163081541,0.0884450784593438,0.04652326163081541,1.1190142908297796e-05,104,1999,1895,25384.0,0.9817786765365277,0.06463719739856368
10,4.86,half_window,5,0.7307692307692307,0.03801900950475238,0.07227769852591537,0.03801900950475238,2.791630691187819e-05,104,1999,1895,25384.0,0.9817786765365277,0.06463719739856368
10,4.86,quarter_window,2,0.33653846153846156,0.017508754377188594,0.033285782215882076,0.017508754377188594,6.798083137601085e-05,104,1999,1895,25384.0,0.9817786765365277,0.06463719739856368
10,5.14,full_window,10,0.9069767441860465,0.03901950975487744,0.0748201438848921,0.03901950975487744,8.138285751489307e-06,86,1999,1913,35014.0,0.9742495776873281,0.046316700165237853
10,5.14,half_window,5,0.7441860465116279,0.032016008004002,0.06139088729016786,0.032016008004002,2.1934241145047155e-05,86,1999,1913,35014.0,0.9742495776873281,0.046316700165237853
10,5.14,quarter_window,2,0.32558139534883723,0.014007003501750876,0.02685851318944844,0.014007003501750876,5.7143307533458394e-05,86,1999,1913,35014.0,0.9742495776873281,0.046316700165237853
10,5.43,full_window,10,0.9054054054054054,0.0335167583791896,0.06464061746261457,0.0335167583791896,7.121000032553143e-06,74,1999,1925,35014.0,0.9708780371654765,0.041060864208294974
10,5.43,half_window,5,0.7432432432432432,0.02751375687843922,0.05306319343945972,0.02751375687843922,1.894320826163163e-05,74,1999,1925,35014.0,0.9708780371654765,0.041060864208294974
10,5.43,quarter_window,2,0.32432432432432434,0.01200600300150075,0.023154848046309698,0.01200600300150075,4.926147201160206e-05,74,1999,1925,35014.0,0.9708780371654765,0.041060864208294974
10,5.71,full_window,10,0.9508196721311475,0.029014507253626812,0.05631067961165048,0.029014507253626812,3.05185715680849e-06,61,1999,1938,39554.0,0.9669407209979493,0.03623880064499131
10,5.71,half_window,5,0.7868852459016393,0.0240120060030015,0.04660194174757282,0.0240120060030015,1.2961142494800588e-05,61,1999,1938,39554.0,0.9669407209979493,0.03623880064499131
10,5.71,quarter_window,2,0.3442622950819672,0.010505252626313157,0.02038834951456311,0.010505252626313157,3.940917760928165e-05,61,1999,1938,39554.0,0.9669407209979493,0.03623880064499131
10,6.0,full_window,10,0.9607843137254902,0.02451225612806403,0.04780487804878049,0.02451225612806403,2.0345714378723266e-06,51,1999,1948,49180.0,0.9599032585917707,0.029858592423750805
10,6.0,half_window,5,0.803921568627451,0.02051025512756378,0.039999999999999994,0.02051025512756378,9.970109611385067e-06,51,1999,1948,49180.0,0.9599032585917707,0.029858592423750805
10,6.0,quarter_window,2,0.37254901960784315,0.009504752376188095,0.01853658536585366,0.009504752376188095,3.152734208742532e-05,51,1999,1948,49180.0,0.9599032585917707,0.029858592423750805
10,6.57,full_window,10,0.972972972972973,0.018009004502251125,0.03536345776031433,0.018009004502251125,1.0172857189361633e-06,37,1999,1962,53253.0,0.9483566274656173,0.025535569935328656
10,6.57,half_window,5,0.7837837837837838,0.014507253626813406,0.02848722986247544,0.014507253626813406,7.976087689108055e-06,37,1999,1962,53253.0,0.9483566274656173,0.025535569935328656
10,6.57,quarter_window,2,0.43243243243243246,0.0080040020010005,0.015717092337917484,0.0080040020010005,2.0689818244872867e-05,37,1999,1962,53253.0,0.9483566274656173,0.025535569935328656
10,7.14,full_window,10,0.9696969696969697,0.016008004002001,0.031496062992125984,0.016008004002001,1.017285718936167e-06,33,1999,1966,58176.0,0.9435742004752101,0.023318318583150748
10,7.14,half_window,5,0.7878787878787878,0.013006503251625813,0.025590551181102362,0.013006503251625813,6.9790767279695476e-06,33,1999,1966,58176.0,0.9435742004752101,0.023318318583150748
10,7.14,quarter_window,2,0.3939393939393939,0.0065032516258129065,0.012795275590551181,0.0065032516258129065,1.9704588804640823e-05,33,1999,1966,58176.0,0.9435742004752101,0.023318318583150748
10,7.71,full_window,10,0.9642857142857143,0.013506753376688344,0.026640355204736062,0.013506753376688344,1.0172857189361633e-06,28,1999,1971,58176.0,0.9378695864862475,0.02110967427782103
10,7.71,half_window,5,0.7857142857142857,0.011005502751375688,0.021706956092747906,0.011005502751375688,5.9820657668310405e-06,28,1999,1971,58176.0,0.9378695864862475,0.02110967427782103
10,7.71,quarter_window,2,0.32142857142857145,0.004502251125562781,0.008880118401578686,0.004502251125562781,1.8719359364408783e-05,28,1999,1971,58176.0,0.9378695864862475,0.02110967427782103
10,8.29,full_window,10,0.9565217391304348,0.011005502751375688,0.021760633036597428,0.011005502751375688,1.0172857189361633e-06,23,1999,1976,58176.0,0.9330558859229761,0.019533507681006507
10,8.29,half_window,5,0.8260869565217391,0.009504752376188095,0.01879327398615233,0.009504752376188095,3.988043844554027e-06,23,1999,1976,58176.0,0.9330558859229761,0.019533507681006507
10,8.29,quarter_window,2,0.34782608695652173,0.00400200100050025,0.00791295746785361,0.00400200100050025,1.4778441603480618e-05,23,1999,1976,58176.0,0.9330558859229761,0.019533507681006507
10,8.86,full_window,10,1.0,0.009004502251125562,0.017848289538919187,0.009004502251125562,0.0,18,1999,1981,71317.0,0.9151551118992634,0.015213643506397442
10,8.86,half_window,5,0.8333333333333334,0.007503751875937969,0.014873574615765989,0.007503751875937969,2.9910328834155203e-06,18,1999,1981,71317.0,0.9151551118992634,0.015213643506397442
10,8.86,quarter_window,2,0.3333333333333333,0.0030015007503751876,0.005949429846306396,0.0030015007503751876,1.1822753282784495e-05,18,1999,1981,71317.0,0.9151551118992634,0.015213643506397442
10,9.43,full_window,10,1.0,0.007503751875937969,0.014895729890764648,0.007503751875937969,0.0,15,1999,1984,90766.0,0.8971943999159817,0.012369966809483716
10,9.43,half_window,5,0.8666666666666667,0.0065032516258129065,0.01290963257199603,0.0065032516258129065,1.9940219222770136e-06,15,1999,1984,90766.0,0.8971943999159817,0.012369966809483716
10,9.43,quarter_window,2,0.26666666666666666,0.002001000500250125,0.003972194637537238,0.002001000500250125,1.0837523842552453e-05,15,1999,1984,90766.0,0.8971943999159817,0.012369966809483716
30,0.5,full_window,30,0.15660272091326552,0.984992496248124,0.27024027899338815,0.984992496248124,0.023622221631629768,23301,1999,21302,805.0,0.999410324352489,0.15711546039795324
30,0.5,half_window,15,0.10746319900433458,0.912456228114057,0.19228080692923835,0.912456228114057,0.022301763829959565,23301,1999,21302,805.0,0.999410324352489,0.15711546039795324
30,0.5,quarter_window,7,0.05570576370112871,0.6493246623311656,0.10260869565217393,0.6493246623311656,0.022113523389902735,23301,1999,21302,805.0,0.999410324352489,0.15711546039795324
30,0.71,full_window,30,0.18508535489667566,0.9574787393696849,0.3102063038241185,0.9574787393696849,0.017600393334573576,17808,1999,15809,805.0,0.9994383142657461,0.23002656703137545
30,0.71,half_window,15,0.1360624438454627,0.8749374687343672,0.2355017616256442,0.8749374687343672,0.016675700765717776,17808,1999,15809,805.0,0.9994383142657461,0.23002656703137545
30,0.71,quarter_window,7,0.07019317160826595,0.6253126563281641,0.1262180037360529,0.6253126563281641,0.016641172580557625,17808,1999,15809,805.0,0.9994383142657461,0.23002656703137545
30,0.93,full_window,30,0.2221313304082695,0.9259629814907454,0.35830747849822797,0.9259629814907454,0.012840956405418096,13447,1999,11448,805.0,0.999480117863516,0.32986347175197467
30,0.93,half_window,15,0.1709675020450658,0.8364182091045522,0.28390383205340947,0.8364182091045522,0.012227185784689383,13447,1999,11448,805.0,0.999480117863516,0.32986347175197467
30,0.93,quarter_window,7,0.08923923551721574,0.6003001500750376,0.15538003366567396,0.6003001500750376,0.012308517972828194,13447,1999,11448,805.0,0.999480117863516,0.32986347175197467
30,1.14,full_window,30,0.2987575515787074,0.8809404702351176,0.44619489582491484,0.8809404702351176,0.0077648142734384,8773,1999,6774,490.0,0.999556076775734,0.49097332545078554
30,1.14,half_window,15,0.24438618488544397,0.7908954477238619,0.3733938959688684,0.7908954477238619,0.007468188548916012,8773,1999,6774,490.0,0.999556076775734,0.49097332545078554
30,1.14,quarter_window,7,0.1294882024393024,0.5682841420710355,0.2109171927218715,0.5682841420710355,0.007675361456559887,8773,1999,6774,490.0,0.999556076775734,0.49097332545078554
30,1.36,full_window,30,0.3761165961448049,0.8504252126063031,0.5215623861479167,0.8504252126063031,0.005183556134336159,6381,1999,4382,697.0,0.9996090330822717,0.595147324917617
30,1.36,half_window,15,0.3160946560100298,0.7628814407203601,0.44698440922217003,0.7628814407203601,0.005042481033584003,6381,1999,4382,697.0,0.9996090330822717,0.595147324917617
30,1.36,quarter_window,7,0.16737188528443817,0.5342671335667833,0.2548926014319809,0.5342671335667833,0.005339687759421589,6381,1999,4382,697.0,0.9996090330822717,0.595147324917617
30,1.57,full_window,30,0.5183930300096805,0.8144072036018009,0.6335278270365564,0.8144072036018009,0.002772831565985418,4132,1999,2133,928.0,0.9996882997870347,0.7240598412922914
30,1.57,half_window,15,0.4443368828654405,0.7228614307153577,0.5503674759130471,0.7228614307153577,0.0027901866839456792,4132,1999,2133,928.0,0.9996882997870347,0.7240598412922914
30,1.57,quarter_window,7,0.2376573088092933,0.4912456228114057,0.3203392595008971,0.4912456228114057,0.0031658227822657643,4132,1999,2133,928.0,0.9996882997870347,0.7240598412922914
30,1.79,full_window,30,0.6151866151866152,0.7668834417208604,0.6827098617715031,0.7668834417208604,0.0017440933372312435,3108,1999,1109,974.0,0.9996917172181607,0.7555288426786141
30,1.79,half_window,15,0.5334620334620335,0.6778389194597298,0.5970462211929762,0.6778389194597298,0.0018203190386887889,3108,1999,1109,974.0,0.9996917172181607,0.7555288426786141
30,1.79,quarter_window,7,0.2911840411840412,0.4527263631815908,0.35441550812610145,0.4527263631815908,0.0022140659013750725,3108,1999,1109,974.0,0.9996917172181607,0.7555288426786141
30,10.0,full_window,30,1.0,0.016008004002001,0.03151157065484982,0.016008004002001,3.934136035737304e-21,32,1999,1967,95660.0,0.914219092990373,0.015032491523783768
30,10.0,half_window,15,0.78125,0.01250625312656328,0.024618414574101424,0.01250625312656328,7.268815328477765e-06,32,1999,1967,95660.0,0.914219092990373,0.015032491523783768
30,10.0,quarter_window,7,0.4375,0.007003501750875438,0.013786312161496799,0.007003501750875438,1.809041589866151e-05,32,1999,1967,95660.0,0.914219092990373,0.015032491523783768
30,2.0,full_window,30,0.726010101010101,0.7253626813406704,0.7256862467768433,0.7253626813406704,0.0010254161462070676,2376,1999,377,1455.0,0.9996604080236563,0.7599172190091952
30,2.0,half_window,15,0.6367845117845118,0.6358179089544772,0.6363008432787929,0.6358179089544772,0.0011474344197097042,2376,1999,377,1455.0,0.9996604080236563,0.7599172190091952
30,2.0,quarter_window,7,0.35058922558922556,0.41670835417708857,0.38079999999999997,0.41670835417708857,0.001550750651757484,2376,1999,377,1455.0,0.9996604080236563,0.7599172190091952
30,2.29,full_window,30,0.8520578420467185,0.6828414207103551,0.7581219191485983,0.6828414207103551,0.0004794872476324625,1798,1999,201,1657.0,0.9995422060817482,0.719443352282896
30,2.29,half_window,15,0.7441601779755284,0.5957978989494748,0.661765585289281,0.5957978989494748,0.0006303101291980004,1798,1999,201,1657.0,0.9995422060817482,0.719443352282896
30,2.29,quarter_window,7,0.41657397107897665,0.3746873436718359,0.3945219910455623,0.3746873436718359,0.0010542692376497736,1798,1999,201,1657.0,0.9995422060817482,0.719443352282896
30,2.57,full_window,30,0.9279401767505099,0.6268134067033517,0.7482154723371419,0.6268134067033517,0.0002414046650897848,1471,1999,528,3022.0,0.9993870748910497,0.6668740195642906
30,2.57,half_window,15,0.8116927260367097,0.5457728864432216,0.6526867095877487,0.5457728864432216,0.00039459283211736436,1471,1999,528,3022.0,0.9993870748910497,0.6668740195642906
30,2.57,quarter_window,7,0.45003399048266485,0.3311655827913957,0.3815561959654179,0.3311655827913957,0.0008130636923342867,1471,1999,528,3022.0,0.9993870748910497,0.6668740195642906
30,2.86,full_window,30,0.9602595296025953,0.5582791395697849,0.7060641586985726,0.5582791395697849,0.0001295612193371781,1233,1999,766,3833.0,0.9991040706011345,0.5819279627301172
30,2.86,half_window,15,0.8418491484184915,0.48574287143571787,0.6160359757411287,0.48574287143571787,0.0002720613737230249,1233,1999,766,3833.0,0.9991040706011345,0.5819279627301172
30,2.86,quarter_window,7,0.47039740470397406,0.29014507253626814,0.3589108910891089,0.29014507253626814,0.0006562800878792204,1233,1999,766,3833.0,0.9991040706011345,0.5819279627301172
30,3.14,full_window,30,0.9769307923771314,0.46773386693346675,0.6325947191966161,0.46773386693346675,6.865637264021403e-05,997,1999,1002,3833.0,0.9987248395385283,0.49709431434813195
30,3.14,half_window,15,0.8465396188565697,0.4032016008004002,0.5462348910242667,0.4032016008004002,0.00019833481824846471,997,1999,1002,3833.0,0.9987248395385283,0.49709431434813195
30,3.14,quarter_window,7,0.48144433299899697,0.24012006003001501,0.3204272363150868,0.24012006003001501,0.0005195969455337778,997,1999,1002,3833.0,0.9987248395385283,0.49709431434813195
30,3.43,full_window,30,0.9938650306748467,0.391695847923962,0.5619281143472281,0.391695847923962,3.543554716914273e-05,815,1999,1184,3843.0,0.9982670721765976,0.42276249483605416
30,3.43,half_window,15,0.8539877300613496,0.33466733366683343,0.48088264682508336,0.33466733366683343,0.00015160671970825053,815,1999,1184,3843.0,0.9982670721765976,0.42276249483605416
30,3.43,quarter_window,7,0.49447852760736194,0.2016008004002001,0.2864250177683013,0.2016008004002001,0.00041406951945825233,815,1999,1184,3843.0,0.9982670721765976,0.42276249483605416
30,3.71,full_window,30,0.9985007496251874,0.3261630815407704,0.4917082715723654,0.3261630815407704,1.661041273553565e-05,667,1999,1332,4070.0,0.9977084476056677,0.35696202879570355
30,3.71,half_window,15,0.848575712143928,0.2756378189094547,0.4161123345593018,0.2756378189094547,0.00012045465401477438,667,1999,1332,4070.0,0.9977084476056677,0.35696202879570355
30,3.71,quarter_window,7,0.4962518740629685,0.16558279139569784,0.2483120780195049,0.16558279139569784,0.00033768776344168154,667,1999,1332,4070.0,0.9977084476056677,0.35696202879570355
30,4.0,full_window,30,0.9981515711645101,0.2666333166583292,0.42084700174658374,0.2666333166583292,8.858886792285682e-06,541,1999,1458,4894.0,0.9968456328922921,0.2875056534451062
30,4.0,half_window,15,0.8354898336414048,0.2221110555277639,0.350929222418846,0.2221110555277639,0.00010072501240890617,541,1999,1458,4894.0,0.9968456328922921,0.2875056534451062
30,4.0,quarter_window,7,0.4787430683918669,0.1295647823911956,0.20393700787401575,0.1295647823911956,0.000283416515745697,541,1999,1458,4894.0,0.9968456328922921,0.2875056534451062
30,4.29,full_window,30,1.0,0.21160580290145073,0.34929810074318746,0.21160580290145073,3.3220825471071304e-06,426,1999,1573,8246.0,0.9956904009181485,0.2281455135314488
30,4.29,half_window,15,0.8333333333333334,0.17508754377188596,0.2893757751136834,0.17508754377188596,7.891856642347287e-05,426,1999,1573,8246.0,0.9956904009181485,0.2281455135314488
30,4.29,quarter_window,7,0.4765258215962441,0.10155077538769385,0.16742268041237113,0.10155077538769385,0.0002241201525223065,426,1999,1573,8246.0,0.9956904009181485,0.2281455135314488
30,4.57,full_window,30,1.0,0.16558279139569784,0.28412017167381975,0.16558279139569784,1.1073608490357102e-06,332,1999,1667,11063.0,0.9945131964646861,0.18841086006130742
30,4.57,half_window,15,0.8343373493975904,0.1375687843921961,0.23619312799698616,0.1375687843921961,5.9188924817604655e-05,332,1999,1667,11063.0,0.9945131964646861,0.18841086006130742
30,4.57,quarter_window,7,0.48493975903614456,0.08054027013506754,0.13813813813813816,0.08054027013506754,0.00017185895103728435,332,1999,1667,11063.0,0.9945131964646861,0.18841086006130742
30,4.86,full_window,30,1.0,0.13356678339169584,0.23565754633715796,0.13356678339169584,0.0,267,1999,1732,11557.0,0.9929449983258657,0.15283797851306835
30,4.86,half_window,15,0.8277153558052435,0.11005502751375688,0.1942783390840308,0.11005502751375688,4.880490291977928e-05,267,1999,1732,11557.0,0.9929449983258657,0.15283797851306835
30,4.86,quarter_window,7,0.4943820224719101,0.06603301650825413,0.11650485436893206,0.06603301650825413,0.00013567811923996133,267,1999,1732,11557.0,0.9929449983258657,0.15283797851306835
30,5.14,full_window,30,1.0,0.11005502751375688,0.1982875168995043,0.11005502751375688,-1.1073608490357102e-06,219,1999,1780,12877.0,0.9909826232325893,0.12353830002617154
30,5.14,half_window,15,0.8082191780821918,0.08854427213606804,0.15960324616771868,0.08854427213606804,4.361289197086659e-05,219,1999,1780,12877.0,0.9909826232325893,0.12353830002617154
30,5.14,quarter_window,7,0.4748858447488584,0.05202601300650325,0.09377817853922454,0.05202601300650325,0.00011557765713033743,219,1999,1780,12877.0,0.9909826232325893,0.12353830002617154
30,5.43,full_window,30,1.0,0.08854427213606804,0.16268382352941177,0.08854427213606804,0.0,177,1999,1822,13397.0,0.9886273613442428,0.10036111268070227
30,5.43,half_window,15,0.8022598870056498,0.07103551775887944,0.13051470588235295,0.07103551775887944,3.634407664238882e-05,177,1999,1822,13397.0,0.9886273613442428,0.10036111268070227
30,5.43,quarter_window,7,0.4915254237288136,0.04352176088044022,0.07996323529411765,0.04352176088044022,9.045207949330755e-05,177,1999,1822,13397.0,0.9886273613442428,0.10036111268070227
30,5.71,full_window,30,1.0,0.07653826913456728,0.14219330855018586,0.07653826913456728,0.0,153,1999,1846,18950.0,0.9874829156511303,0.09195374623423665
30,5.71,half_window,15,0.7973856209150327,0.061030515257628815,0.11338289962825278,0.061030515257628815,3.2190467883258675e-05,153,1999,1846,18950.0,0.9874829156511303,0.09195374623423665
30,5.71,quarter_window,7,0.46405228758169936,0.03551775887943972,0.06598513011152417,0.03551775887943972,8.241189464945799e-05,153,1999,1846,18950.0,0.9874829156511303,0.09195374623423665
30,6.0,full_window,30,1.0,0.06853426713356678,0.12827715355805244,0.06853426713356678,0.0,137,1999,1862,18950.0,0.9865819441606156,0.08625752438918748
30,6.0,half_window,15,0.7883211678832117,0.054027013506753374,0.10112359550561796,0.054027013506753374,3.0113663503693595e-05,137,1999,1862,18950.0,0.9865819441606156,0.08625752438918748
