window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true
10,3.89,half_window,5,0.6518171160609613,0.27613806903451726,0.387931492131707,853,1999
10,3.89,quarter_window,2,0.38335287221570924,0.16358179089544772,0.22931276297335204,853,1999
10,4.11,full_window,10,0.746922024623803,0.27163581790895447,0.39838832239195854,731,1999
10,4.11,half_window,5,0.6976744186046512,0.25362681340670334,0.37201452837803134,731,1999
10,4.11,quarter_window,2,0.4131326949384405,0.15107553776888444,0.2212454212454212,731,1999
10,4.32,full_window,10,0.7786259541984732,0.2541270635317659,0.3831892503494228,655,1999
10,4.32,half_window,5,0.7297709923664122,0.2381190595297649,0.3590746325658762,655,1999
10,4.32,quarter_window,2,0.4259541984732824,0.13956978489244623,0.2102486812358704,655,1999
10,4.53,full_window,10,0.8221830985915493,0.23261630815407705,0.36263425215817935,568,1999
10,4.53,half_window,5,0.7711267605633803,0.21810905452726362,0.3400397076236857,568,1999
10,4.53,quarter_window,2,0.4524647887323944,0.12856428214107055,0.20023373587845736,568,1999
10,4.74,full_window,10,0.8450704225352113,0.20910455227613806,0.3352537796254461,497,1999
10,4.74,half_window,5,0.7887323943661971,0.1950975487743872,0.31281779509288565,497,1999
10,4.74,quarter_window,2,0.4607645875251509,0.11455727863931967,0.18349358974358976,497,1999
10,4.95,full_window,10,0.8610478359908884,0.18859429714857429,0.3094172886416067,439,1999
10,4.95,half_window,5,0.806378132118451,0.17658829414707353,0.28972899782405315,439,1999
10,4.95,quarter_window,2,0.45785876993166286,0.10055027513756878,0.16488925348646433,439,1999
10,5.16,full_window,10,0.883248730964467,0.17358679339669836,0.29014981318404076,394,1999
10,5.16,half_window,5,0.8248730964467005,0.16208104052026012,0.2709270568136354,394,1999
10,5.16,quarter_window,2,0.4619289340101523,0.09104552276138068,0.1521103217718345,394,1999
10,5.37,full_window,10,0.899135446685879,0.15557778889444723,0.2652578918952167,347,1999
10,5.37,half_window,5,0.8443804034582133,0.14607303651825912,0.24906008608054075,347,1999
10,5.37,quarter_window,2,0.46397694524495675,0.08054027013506754,0.13725490196078433,347,1999
10,5.58,full_window,10,0.9174603174603174,0.144072036018009,0.24903692378121306,315,1999
10,5.58,half_window,5,0.8634920634920635,0.135567783891946,0.234343729782401,315,1999
10,5.58,quarter_window,2,0.46984126984126984,0.07403701850925462,0.12791702679343128,315,1999
10,5.79,full_window,10,0.9198606271777003,0.13156578289144572,0.23020571369838716,287,1999
10,5.79,half_window,5,0.8641114982578397,0.12356178089044523,0.21620743998404635,287,1999
10,5.79,quarter_window,2,0.4564459930313589,0.0655327663831916,0.11461067366579177,287,1999
10,6.0,full_window,10,0.9386973180076629,0.12206103051525763,0.21603103503728502,261,1999
10,6.0,half_window,5,0.8812260536398467,0.11455727863931967,0.20275667466734934,261,1999
10,6.0,quarter_window,2,0.4559386973180077,0.05952976488244122,0.10530973451327434,261,1999
30,2.0,full_window,30,0.7131839882482556,0.743871935967984,0.7282047932717021,2723,1999
30,2.0,half_window,15,0.6294528094013955,0.6588294147073537,0.6438061757635711,2723,1999
30,2.0,quarter_window,7,0.33822989349981636,0.4607303651825913,0.3900889453621347,2723,1999
30,2.21,full_window,30,0.798951048951049,0.7173586793396698,0.7559596283519756,2288,1999
30,2.21,half_window,15,0.7097902097902098,0.6368184092046023,0.6713271635005683,2288,1999
30,2.21,quarter_window,7,0.3833041958041958,0.43871935967983994,0.40914392348961975,2288,1999
30,2.42,full_window,30,0.85728592889334,0.6878439219609805,0.7632742519936649,1997,1999
30,2.42,half_window,15,0.7636454682023035,0.609304652326163,0.6777999135530972,1997,1999
30,2.42,quarter_window,7,0.4166249374061092,0.416208104052026,0.4164164164164164,1997,1999
30,2.63,full_window,30,0.9028475711892797,0.6623311655827914,0.7641096446309176,1791,1999
30,2.63,half_window,15,0.807928531546622,0.5872936468234117,0.6801659277220251,1791,1999
30,2.63,quarter_window,7,0.44667783361250696,0.400200100050025,0.4221635883905013,1791,1999
30,2.84,full_window,30,0.9391143911439115,0.6373186593296648,0.7593283134240711,1626,1999
30,2.84,half_window,15,0.8419434194341944,0.5647823911955978,0.6760589932824992,1626,1999
30,2.84,quarter_window,7,0.46801968019680196,0.3806903451725863,0.4198620689655173,1626,1999
30,3.05,full_window,30,0.9603960396039604,0.6128064032016008,0.7482022995453801,1515,1999
30,3.05,half_window,15,0.862046204620462,0.5427713856928464,0.6661277823389946,1515,1999
30,3.05,quarter_window,7,0.48250825082508253,0.36568284142071034,0.41605008537279453,1515,1999
30,3.26,full_window,30,0.9723600283486888,0.5862931465732867,0.7315136295811042,1411,1999
30,3.26,half_window,15,0.8710134656272147,0.5172586293146574,0.6490647373616004,1411,1999
30,3.26,quarter_window,7,0.4883061658398299,0.344672336168084,0.4041055718475073,1411,1999
30,3.47,full_window,30,0.9810318664643399,0.5597798899449725,0.7128215474181985,1318,1999
30,3.47,half_window,15,0.8786039453717754,0.4942471235617809,0.6326213856356023,1318,1999
30,3.47,quarter_window,7,0.4992412746585736,0.3291645822911456,0.3967440458245402,1318,1999
30,3.68,full_window,30,0.9847144006436042,0.5392696348174087,0.6968925695785018,1243,1999
30,3.68,half_window,15,0.8833467417538214,0.4777388694347174,0.6201065829441861,1243,1999
30,3.68,quarter_window,7,0.502815768302494,0.31265632816408206,0.38556446637877856,1243,1999
30,3.89,full_window,30,0.9880444064901793,0.5162581290645323,0.678169377065102,1171,1999
30,3.89,half_window,15,0.8855678906917165,0.45672836418209106,0.6026448671360364,1171,1999
30,3.89,quarter_window,7,0.5106746370623398,0.2991495747873937,0.3772870662460568,1171,1999
30,4.11,full_window,30,0.992,0.5032516258129065,0.667747961865609,1125,1999
30,4.11,half_window,15,0.8862222222222222,0.4442221110555278,0.5918015456535305,1125,1999
30,4.11,quarter_window,7,0.5155555555555555,0.29014507253626814,0.37131882202304733,1125,1999
30,4.32,full_window,30,0.9971724787935909,0.4822411205602801,0.6500921362022293,1061,1999
30,4.32,half_window,15,0.8868991517436381,0.423711855927964,0.5734572400301324,1061,1999
30,4.32,quarter_window,7,0.5183788878416589,0.2751375687843922,0.3594771241830066,1061,1999
30,4.53,full_window,30,0.997020854021847,0.46473236618309155,0.6339618127312873,1007,1999
30,4.53,half_window,15,0.887785501489573,0.40970485242621313,0.5606670242691069,1007,1999
30,4.53,quarter_window,7,0.522343594836147,0.26313156578289143,0.3499667332002661,1007,1999
30,4.74,full_window,30,0.9979144942648592,0.4467233616808404,0.6171674315653402,959,1999
30,4.74,half_window,15,0.886339937434828,0.3931965982991496,0.5447376274193575,959,1999
30,4.74,quarter_window,7,0.5213764337851929,0.25012506253126565,0.33806626098715353,959,1999
30,4.95,full_window,30,0.9978070175438597,0.42671335667833915,0.5977837726691992,912,1999
30,4.95,half_window,15,0.8881578947368421,0.376688344172086,0.5290109049466462,912,1999
30,4.95,quarter_window,7,0.5175438596491229,0.23611805902951477,0.3242871865338372,912,1999
30,5.16,full_window,30,0.9988558352402745,0.4122061030515258,0.5835810040388544,874,1999
30,5.16,half_window,15,0.8844393592677345,0.36218109054527264,0.5139129744082079,874,1999
30,5.16,quarter_window,7,0.5125858123569794,0.224112056028014,0.31186912634876435,874,1999
30,5.37,full_window,30,0.9987995198079231,0.39619809904952474,0.5673450129665281,833,1999
30,5.37,half_window,15,0.879951980792317,0.34667333666833416,0.49739049887003217,833,1999
30,5.37,quarter_window,7,0.5090036014405762,0.21210605302651325,0.2994350282485876,833,1999
30,5.58,full_window,30,0.9987421383647799,0.3826913456728364,0.5533526982332452,795,1999
30,5.58,half_window,15,0.8779874213836478,0.33466733366683343,0.48461230714466963,795,1999
30,5.58,quarter_window,7,0.5069182389937107,0.2016008004002001,0.28847530422333567,795,1999
30,5.79,full_window,30,0.9986996098829649,0.3726863431715858,0.5428110222438105,769,1999
30,5.79,half_window,15,0.8764629388816645,0.32566283141570784,0.47487776963058975,769,1999
30,5.79,quarter_window,7,0.5097529258777633,0.19609804902451225,0.2832369942196532,769,1999
30,6.0,full_window,30,0.9986263736263736,0.35567783891945975,0.5245339520752396,728,1999
30,6.0,half_window,15,0.8763736263736264,0.31115557778889447,0.45925361855086694,728,1999
30,6.0,quarter_window,7,0.5054945054945055,0.18409204602301152,0.2698936560322699,728,1999
50,2.0,full_window,50,0.8545526212061489,0.8044022011005503,0.8287193842912103,2537,1999
50,2.0,half_window,25,0.7536460386283012,0.7058529264632316,0.7289669600414493,2537,1999
50,2.0,quarter_window,12,0.4040204966495861,0.5127563781890946,0.4519400352733686,2537,1999
50,2.21,full_window,50,0.9147982062780269,0.7763881940970485,0.8399293267470672,2230,1999
50,2.21,half_window,25,0.8094170403587444,0.6783391695847923,0.7381038362805004,2230,1999
50,2.21,quarter_window,12,0.4354260089686099,0.48574287143571787,0.4592102151808939,2230,1999
50,2.42,full_window,50,0.949119373776908,0.7508754377188595,0.8384383533560684,2044,1999
50,2.42,half_window,25,0.8414872798434442,0.6543271635817909,0.7361982462868744,2044,1999
50,2.42,quarter_window,12,0.45499021526418787,0.4652326163081541,0.4600544150383379,2044,1999
50,2.63,full_window,50,0.968520461699895,0.7258629314657329,0.8298158543688118,1906,1999
50,2.63,half_window,25,0.8604407135362014,0.6338169084542271,0.7299435718925285,1906,1999
50,2.63,quarter_window,12,0.4664218258132214,0.4447223611805903,0.45531370038412283,1906,1999
50,2.84,full_window,50,0.9788771539744302,0.7068534267133567,0.8209172670236973,1799,1999
50,2.84,half_window,25,0.8704836020011117,0.615807903951976,0.721326442660556,1799,1999
50,2.84,quarter_window,12,0.4735964424680378,0.42621310655327665,0.4486571879936809,1799,1999
50,3.05,full_window,50,0.9870206489675516,0.6863431715857929,0.8096683749371899,1695,1999
50,3.05,half_window,25,0.8761061946902655,0.5972986493246624,0.7103235052865937,1695,1999
50,3.05,quarter_window,12,0.48023598820059,0.4072036018009004,0.4407146724417975,1695,1999
50,3.26,full_window,50,0.9907578558225508,0.6688344172086043,0.7985731963955491,1623,1999
50,3.26,half_window,25,0.878003696857671,0.5797898949474737,0.698394716544543,1623,1999
50,3.26,quarter_window,12,0.48613678373382624,0.39469734867433715,0.4356709000552181,1623,1999
50,3.47,full_window,50,0.9936183790682833,0.6568284142071036,0.7908607377221363,1567,1999
50,3.47,half_window,25,0.8787492022973835,0.567783891945973,0.6898420010028319,1567,1999
50,3.47,quarter_window,12,0.4881940012763242,0.3826913456728364,0.42905215928210877,1567,1999
50,3.68,full_window,50,0.9966510381781648,0.631815907953977,0.7733653815884256,1493,1999
50,3.68,half_window,25,0.8807769591426657,0.5477738869434717,0.6754629977108116,1493,1999
50,3.68,quarter_window,12,0.49296718017414604,0.36818409204602304,0.4215349369988546,1493,1999
50,3.89,full_window,50,0.9971731448763251,0.607303651825913,0.7548714866189598,1415,1999
50,3.89,half_window,25,0.8798586572438163,0.5237618809404703,0.6566396155415515,1415,1999
50,3.89,quarter_window,12,0.4975265017667845,0.352176088044022,0.4124194493263035,1415,1999
50,4.11,full_window,50,0.9977827050997783,0.5882941470735368,0.7401781630657811,1353,1999
50,4.11,half_window,25,0.8787878787878788,0.5072536268134067,0.6432250937845199,1353,1999
50,4.11,quarter_window,12,0.49963045084996305,0.3381690845422711,0.4033412887828163,1353,1999
50,4.32,full_window,50,0.9977046671767407,0.5757878939469735,0.73017983470415,1307,1999
50,4.32,half_window,25,0.8775822494261668,0.496248124062031,0.6339917261868776,1307,1999
50,4.32,quarter_window,12,0.5003825554705432,0.32716358179089544,0.3956442831215971,1307,1999
50,4.53,full_window,50,0.9984025559105432,0.5597798899449725,0.7173558839080985,1252,1999
50,4.53,half_window,25,0.8777955271565495,0.4827413706853427,0.6229132287895648,1252,1999
50,4.53,quarter_window,12,0.5023961661341853,0.31465732866433216,0.3869578591202707,1252,1999
50,4.74,full_window,50,0.998330550918197,0.5412706353176588,0.7019571254990453,1198,1999
50,4.74,half_window,25,0.8756260434056762,0.46623311655827915,0.6084779555666477,1198,1999
50,4.74,quarter_window,12,0.5108514190317195,0.3061530765382691,0.3828589302471066,1198,1999
50,4.95,full_window,50,0.9982593559617058,0.5217608804402201,0.6853233503090576,1149,1999
50,4.95,half_window,25,0.8738033072236727,0.448224112056028,0.5925137493825128,1149,1999
50,4.95,quarter_window,12,0.5091383812010444,0.2926463231615808,0.3716645489199492,1149,1999
50,5.16,full_window,50,0.9982014388489209,0.5097548774387194,0.6748710776612775,1112,1999
50,5.16,half_window,25,0.8741007194244604,0.43771885942971483,0.5833277321068246,1112,1999
50,5.16,quarter_window,12,0.5161870503597122,0.28714357178589295,0.3690131790421087,1112,1999
50,5.37,full_window,50,0.9981566820276497,0.5017508754377189,0.6678091413549607,1085,1999
50,5.37,half_window,25,0.871889400921659,0.4302151075537769,0.5761442187642742,1085,1999
50,5.37,quarter_window,12,0.5142857142857142,0.27913956978489246,0.3618677042801557,1085,1999
50,5.58,full_window,50,0.9990403071017274,0.4867433716858429,0.654572067887522,1042,1999
50,5.58,half_window,25,0.8714011516314779,0.41670835417708857,0.5638032140698108,1042,1999
50,5.58,quarter_window,12,0.5163147792706334,0.2691345672836418,0.353830976652417,1042,1999
50,5.79,full_window,50,0.9989969909729187,0.47073536768384194,0.6399304105823437,997,1999
50,5.79,half_window,25,0.8736208625877633,0.4042021010505253,0.5526890629264088,997,1999
50,5.79,quarter_window,12,0.5195586760280843,0.2591295647823912,0.3457943925233645,997,1999
50,6.0,full_window,50,1.0,0.4577288644322161,0.6280027453671928,963,1999
50,6.0,half_window,25,0.8743509865005192,0.39469734867433715,0.5438784427939,963,1999
50,6.0,quarter_window,12,0.5233644859813084,0.25212606303151575,0.3403106009453072,963,1999
80,2.0,full_window,80,0.9332254148118171,0.83991995997999,0.884117753912969,2471,1999
80,2.0,half_window,40,0.8413597733711048,0.7508754377188595,0.7935465610970881,2471,1999
80,2.0,quarter_window,20,0.4702549575070821,0.5672836418209104,0.5142323284198563,2471,1999
80,2.21,full_window,80,0.9574652777777778,0.8194097048524263,0.883074328064434,2304,1999
80,2.21,half_window,40,0.8689236111111112,0.7358679339669835,0.7968798495288033,2304,1999
80,2.21,quarter_window,20,0.4861111111111111,0.5462731365682841,0.5144391576765441,2304,1999
80,2.42,full_window,80,0.9719540229885058,0.80040020010005,0.8778743936777679,2175,1999
80,2.42,half_window,40,0.8822988505747127,0.7163581790895448,0.7907161902553146,2175,1999
80,2.42,quarter_window,20,0.4979310344827586,0.5287643821910956,0.5128847203292553,2175,1999
80,2.63,full_window,80,0.9831568816169394,0.7888944472236118,0.8753775830689544,2078,1999
80,2.63,half_window,40,0.890279114533205,0.7018509254627313,0.7849148056484955,2078,1999
80,2.63,quarter_window,20,0.5052935514918191,0.5142571285642822,0.5097359375169711,2078,1999
80,2.84,full_window,80,0.9903748733535968,0.7673836918459229,0.8647348295404331,1974,1999
80,2.84,half_window,40,0.8966565349544073,0.6813406703351675,0.7743088042721016,1974,1999
80,2.84,quarter_window,20,0.5121580547112462,0.4957478739369685,0.5038193734673665,1974,1999
80,3.05,full_window,80,0.9963002114164905,0.7498749374687343,0.8556994516993143,1892,1999
80,3.05,half_window,40,0.9006342494714588,0.6643321660830416,0.7646429927864635,1892,1999
80,3.05,quarter_window,20,0.5200845665961945,0.4827413706853427,0.5007176763527487,1892,1999
80,3.26,full_window,80,0.9977961432506887,0.7343671835917959,0.846050406636276,1815,1999
80,3.26,half_window,40,0.8997245179063361,0.6473236618309155,0.7529344944759262,1815,1999
80,3.26,quarter_window,20,0.5256198347107438,0.4687343671835918,0.49554993609503667,1815,1999
80,3.47,full_window,80,0.9988623435722411,0.7208604302151076,0.8373911768667343,1758,1999
80,3.47,half_window,40,0.9004550625711035,0.6353176588294147,0.744999561799841,1758,1999
80,3.47,quarter_window,20,0.5273037542662116,0.45672836418209106,0.48948520398470036,1758,1999
80,3.68,full_window,80,0.9994086339444116,0.7053526763381691,0.8270196542544884,1691,1999
80,3.68,half_window,40,0.898876404494382,0.6203101550775387,0.7340535740713334,1691,1999
80,3.68,quarter_window,20,0.5269071555292726,0.43921960980490243,0.4790840365030756,1691,1999
80,3.89,full_window,80,0.9993857493857494,0.6913456728364182,0.8173042793800158,1628,1999
80,3.89,half_window,40,0.8992628992628993,0.607303651825913,0.7249937180395062,1628,1999
80,3.89,quarter_window,20,0.5331695331695332,0.42821410705352675,0.47496276408732063,1628,1999
80,4.11,full_window,80,1.0,0.6743371685842922,0.8054974604123095,1575,1999
80,4.11,half_window,40,0.8996825396825396,0.5917958979489745,0.7139606218993622,1575,1999
80,4.11,quarter_window,20,0.5365079365079365,0.41670835417708857,0.4690799798742474,1575,1999
80,4.32,full_window,80,1.0,0.6608304152076038,0.7957831325301206,1523,1999
80,4.32,half_window,40,0.8988837820091924,0.5782891445722862,0.7037967241533045,1523,1999
80,4.32,quarter_window,20,0.5397242284963887,0.40520260130065033,0.46288803423794705,1523,1999
80,4.53,full_window,80,1.0,0.6463231615807904,0.7851716803403221,1472,1999
80,4.53,half_window,40,0.8974184782608695,0.5642821410705353,0.6928877413774864,1472,1999
80,4.53,quarter_window,20,0.5434782608695652,0.39419709854927465,0.4569546408730849,1472,1999
80,4.74,full_window,80,1.0,0.6303151575787894,0.7732433261736729,1421,1999
80,4.74,half_window,40,0.896551724137931,0.5477738869434717,0.6800511172950828,1421,1999
80,4.74,quarter_window,20,0.5453905700211119,0.3826913456728364,0.44977980419453095,1421,1999
80,4.95,full_window,80,1.0,0.6133066533266633,0.7603100775193798,1375,1999
80,4.95,half_window,40,0.8938181818181818,0.5317658829414708,0.6668172384822769,1375,1999
80,4.95,quarter_window,20,0.5447272727272727,0.3706853426713357,0.44116153165620486,1375,1999
80,5.16,full_window,80,1.0,0.5992996498249125,0.7494526118235847,1335,1999
80,5.16,half_window,40,0.8913857677902621,0.5187593796898449,0.6558399024235989,1335,1999
80,5.16,quarter_window,20,0.5400749063670413,0.3566783391695848,0.42962324717295397,1335,1999
80,5.37,full_window,80,1.0,0.5812906453226613,0.7352103764631446,1289,1999
80,5.37,half_window,40,0.8906128782001551,0.5042521260630315,0.6439238721438422,1289,1999
80,5.37,quarter_window,20,0.5391776570985259,0.34367183591795897,0.41977749722179236,1289,1999
80,5.58,full_window,80,1.0,0.568784392196098,0.7251275510204082,1245,1999
80,5.58,half_window,40,0.8899598393574297,0.49374687343671836,0.635127204492136,1245,1999
80,5.58,quarter_window,20,0.5429718875502008,0.3341670835417709,0.4137162709392281,1245,1999
80,5.79,full_window,80,1.0,0.5542771385692846,0.7132281943997425,1201,1999
80,5.79,half_window,40,0.8892589508742714,0.47873936968484243,0.6224032050772633,1201,1999
80,5.79,quarter_window,20,0.5453788509575354,0.32366183091545775,0.4062371788235385,1201,1999
80,6.0,full_window,80,1.0,0.5402701350675337,0.7015264696329978,1163,1999
80,6.0,half_window,40,0.8856405846947549,0.4627313656828414,0.6078644355441989,1163,1999
80,6.0,quarter_window,20,0.5417024935511608,0.3121560780390195,0.3960743183405019,1163,1999
