Task 1: Training ZINBVAE
Device: cuda
Loading training data from: Data/processed_data/BinSize10_MovingAvgFalse_ZINB_train_data.npy
Loading test data from: Data/processed_data/BinSize10_MovingAvgFalse_ZINB_test_data.npy
Number of training samples: 14824
============================================================
TRAINING ZINB VARIATIONAL AUTOENCODER (ZINBVAE)
============================================================
Epoch [1/100], Total Loss: 2.1008, Recon: 2.0688, KL: 0.0319
Epoch [80/100], Total Loss: 1.7813, Recon: 1.7731, KL: 0.0082
Epoch [81/100], Total Loss: 1.7819, Recon: 1.7736, KL: 0.0083
Epoch [82/100], Total Loss: 1.7800, Recon: 1.7717, KL: 0.0083
Epoch [83/100], Total Loss: 1.7786, Recon: 1.7703, KL: 0.0083
Epoch [84/100], Total Loss: 1.7785, Recon: 1.7701, KL: 0.0083
Epoch [85/100], Total Loss: 1.7771, Recon: 1.7688, KL: 0.0083
Epoch [86/100], Total Loss: 1.7770, Recon: 1.7687, KL: 0.0084
Epoch [87/100], Total Loss: 1.7758, Recon: 1.7674, KL: 0.0084
Epoch [88/100], Total Loss: 1.7750, Recon: 1.7666, KL: 0.0084
Epoch [89/100], Total Loss: 1.7753, Recon: 1.7669, KL: 0.0085
Epoch [90/100], Total Loss: 1.7741, Recon: 1.7657, KL: 0.0085
Epoch [91/100], Total Loss: 1.7731, Recon: 1.7646, KL: 0.0085
Epoch [92/100], Total Loss: 1.7728, Recon: 1.7642, KL: 0.0086
Epoch [93/100], Total Loss: 1.7727, Recon: 1.7641, KL: 0.0086
Epoch [94/100], Total Loss: 1.7730, Recon: 1.7644, KL: 0.0086
Epoch [95/100], Total Loss: 1.7715, Recon: 1.7629, KL: 0.0086
Epoch [96/100], Total Loss: 1.7703, Recon: 1.7617, KL: 0.0087
Epoch [97/100], Total Loss: 1.7704, Recon: 1.7617, KL: 0.0087
Epoch [98/100], Total Loss: 1.7696, Recon: 1.7608, KL: 0.0087
Epoch [99/100], Total Loss: 1.7689, Recon: 1.7601, KL: 0.0087
Epoch [100/100], Total Loss: 1.7684, Recon: 1.7597, KL: 0.0087
Training loss plots saved to /workspace/AE/results/training/trial2/
Training losses saved to /workspace/AE/results/training/trial2/trial2_ZINBVAE_20260116_111735_conv_training_losses.json

==================================================
EVALUATING ON TRAINING DATA
==================================================
