Position,pi_value,centromere_distance,nucleosome_distance
71,0.8223044165305159,249929,71
72,0.819877025194836,249928,72
73,0.8170638706726133,249927,73
74,0.8147165732614847,249926,74
75,0.8134062076506781,249925,75
76,0.8127831595697872,249924,76
77,0.80921702780614,249923,77
78,0.8095673319337816,249922,78
79,0.8094084331827002,249921,79
80,0.8041171901549133,249920,80
81,0.7985608203598566,249919,81
82,0.7935073252926684,249918,82
83,0.790144008064802,249917,83
84,0.7868563891998289,249916,84
85,0.7868510821538361,249915,84
86,0.7901283321109996,249914,83
87,0.7934816167881487,249913,82
88,0.7985257084091313,249912,81
89,0.8040732903466694,249911,80
90,0.8093562259145098,249910,79
91,0.8095056823395131,249909,78
92,0.8091457610317041,249908,77
93,0.8127038983262136,249907,76
94,0.8133179141660698,249906,75
95,0.8146196686265705,249905,74
96,0.816959078988776,249904,73
97,0.8197648699899236,249903,72
98,0.8221849182851676,249902,71
99,0.8256456847971465,249901,70
100,0.829137040007195,249900,69
101,0.8302855385659468,249899,68
102,0.8290319416153149,249898,67
103,0.8311090348216819,249897,66
104,0.8323491609973339,249896,65
105,0.8314891095382752,249895,64
106,0.8319353888590351,249894,63
107,0.8325738161602095,249893,62
108,0.8358064292937778,249892,61
109,0.8370154045420335,249891,60
110,0.8391702683179662,249890,59
111,0.8403846572852647,249889,58
112,0.841437760528556,249888,57
113,0.8425999327827199,249887,56
114,0.8416275711267738,249886,55
115,0.8417344987319217,249885,54
116,0.8420357528561981,249884,53
117,0.8426000349517542,249883,52
118,0.8451649855615901,249882,51
119,0.8453538041818041,249881,50
120,0.8477582401420232,249880,49
121,0.8503113458638147,249879,48
122,0.8505956492053216,249878,47
123,0.850614507854627,249877,46
124,0.8533309488267353,249876,45
125,0.8532154992206091,249875,44
126,0.8539945987785942,249874,43
127,0.8556250786114965,249873,42
128,0.8564251211790164,249872,41
129,0.8596473748703877,249871,40
130,0.8604541652620223,249870,39
131,0.8622090520867814,249869,38
132,0.8638052598907435,249868,37
133,0.8658808212401721,249867,36
134,0.865957801373323,249866,35
135,0.8677213362813816,249865,34
136,0.8671661761658115,249864,33
137,0.8671919920921294,249863,32
138,0.8681084857833474,249862,31
139,0.8697539848015619,249861,30
140,0.8706835697208404,249860,29
141,0.8729420559791827,249859,28
142,0.873404832068453,249858,27
143,0.8733949485686389,249857,26
144,0.8743813691620947,249856,25
145,0.8736563569623979,249855,24
146,0.8746387401917324,249854,23
147,0.8737456261490949,249853,22
148,0.8738552675363908,249852,21
149,0.8737958277651159,249851,20
150,0.8737424600457637,249850,19
151,0.8745991696718252,249849,18
152,0.8742794463793895,249848,17
153,0.8747434378066516,249847,16
154,0.8749525653173711,249846,15
155,0.8742401543066833,249845,14
156,0.8740987931736542,249844,13
157,0.8740441309910107,249843,12
158,0.8738980951102775,249842,11
159,0.8739726349958622,249841,10
160,0.8739904148581887,249840,9
161,0.8745125441849895,249839,8
162,0.8753293190128901,249838,7
163,0.8742255106372494,249837,6
164,0.8750460694804013,249836,5
165,0.8759699704359025,249835,4
166,0.8739814846878263,249834,3
167,0.8739957529647252,249833,2
168,0.8746833648510722,249832,1
169,0.8732902661426433,249831,0
170,0.8746771373778165,249830,1
171,0.8739832293667977,249829,2
172,0.8739626966969072,249828,3
173,0.8759453144508362,249827,4
174,0.8750150191491495,249826,5
175,0.874188004622775,249825,6
176,0.8752859449337217,249824,7
177,0.8744626478105628,249823,8
178,0.8739340464756922,249822,9
179,0.8739099930657194,249821,10
180,0.8738291465185012,249820,11
181,0.8739689995849518,249819,12
182,0.8740174341175739,249818,13
183,0.8741526330627397,249817,14
184,0.8748593214473155,249816,15
185,0.874643808866584,249815,16
186,0.8741731958651363,249814,17
187,0.8744869524410913,249813,18
188,0.8736231963262956,249812,19
189,0.8736703369530644,249811,20
190,0.8737235609686658,249810,21
191,0.8736075244801448,249809,22
192,0.8744953789366666,249808,23
193,0.8735055865771748,249807,24
194,0.8742252140275524,249806,25
195,0.8732312679024193,249805,26
196,0.8732348650354914,249804,27
197,0.8727651451358756,249803,28
198,0.8704970790541173,249802,29
199,0.8695596717847187,249801,30
200,0.8679051538726974,249800,31
201,0.8669806373320872,249799,32
202,0.8669481687803785,249798,33
203,0.8674976557902971,249797,34
204,0.8657244664318451,249796,35
205,0.8656406757817423,249795,36
206,0.8635546178884562,249794,37
207,0.8619486125722869,249793,38
208,0.8601834611339672,249792,39
209,0.8593681174472896,249791,40
210,0.8561323034881881,249790,41
211,0.8553234400581504,249789,42
212,0.8536822829626989,249788,43
213,0.8528942069490667,249787,44
214,0.8530026047385578,249786,45
215,0.8502726423653721,249785,46
216,0.8502462990717788,249784,47
217,0.8499538749295861,249783,48
218,0.8473870885792087,249782,49
219,0.8449690871021781,249781,50
220,0.8447720852428768,249780,51
221,0.8421927842833844,249779,52
222,0.8416191720013668,249778,53
223,0.8413092378283022,249777,54
224,0.8411941316012356,249776,55
225,0.8421613112062258,249775,56
226,0.8409879988144027,249774,57
227,0.8399239540191352,249773,58
228,0.8386980445760499,249772,59
229,0.8365287306094125,249771,60
230,0.8353079615440393,249770,61
231,0.8320571893289002,249769,62
232,0.8314084144546342,249768,63
233,0.830952335561867,249767,64
234,0.8318067688407309,249766,65
235,0.8305542105212603,249765,66
236,0.8284617698441421,249764,67
237,0.8297110855666215,249763,68
238,0.828550179933551,249762,69
239,0.8250381388933428,249761,70
240,0.8215564460318544,249760,71
241,0.8191188560096285,249759,72
242,0.8162938796044171,249758,73
243,0.8139367216757467,249757,74
244,0.8126208603402161,249756,75
245,0.8119952095601427,249755,76
246,0.8084140888141614,249754,77
247,0.808765887208291,249753,78
248,0.8086063396986845,249752,79
249,0.8032928493112215,249751,80
250,0.7977131175494843,249750,81
251,0.7926383778398982,249749,82
252,0.7892609293339348,249748,83
253,0.7892557040160006,249747,83
254,0.7926229527371864,249746,82
255,0.7976880375846804,249745,81
256,0.8032587050159206,249744,80
257,0.8085636246610741,249743,79
258,0.8087137221669869,249742,78
259,0.8083523242763169,249741,77
260,0.8119252731687542,249740,76
261,0.8125418609066193,249739,75
262,0.8138490460536816,249738,74
263,0.8161982002409134,249737,73
264,0.8190156732211091,249736,72
265,0.8214457995083838,249735,71
266,0.8249209693261805,249734,70
267,0.8284268542659011,249733,69
268,0.8295801440741284,249732,68
269,0.8283213544079577,249731,67
270,0.8304070980173607,249730,66
271,0.8316523956884669,249729,65
272,0.8307887872409301,249728,64
273,0.8312369386563768,249727,63
274,0.8318780364761075,249726,62
275,0.8351241004888079,249725,61
276,0.8363381166524692,249724,60
277,0.8385019516662712,249723,59
278,0.8397214034452335,249722,58
279,0.8407788990701033,249721,57
280,0.8419459166820545,249720,56
281,0.8409695311198203,249719,55
282,0.8410769193716953,249718,54
283,0.8413794415094356,249717,53
284,0.8419460843592758,249716,52
285,0.8445217075887947,249715,51
286,0.8447113266588288,249714,50
287,0.8471257675809007,249713,49
288,0.8496894953844796,249712,48
289,0.8499749952446658,249711,47
290,0.8499939476730447,249710,46
291,0.8527216881297837,249709,45
292,0.8526057741143865,249708,44
293,0.8533881250430767,249707,43
294,0.8550253924399631,249706,42
295,0.8558287729550126,249705,41
296,0.8590644249996703,249704,40
297,0.8598745807827246,249703,39
298,0.861636770522037,249702,38
299,0.8632396218585546,249701,37
300,0.8653238171907587,249700,36
301,0.865401130870083,249699,35
302,0.8671720033106302,249698,34
303,0.8666145514178218,249697,33
304,0.8666404882651443,249696,32
305,0.8675608014433708,249695,31
306,0.8692131469046817,249694,30
307,0.870146605214931,249693,29
308,0.8724144825714633,249692,28
309,0.8728791932813311,249691,27
310,0.8728692818136646,249690,26
311,0.8738598110127234,249689,25
312,0.8731318016638093,249688,24
313,0.8741182765048631,249687,23
314,0.8732214675419435,249686,22
315,0.873331577136151,249685,21
316,0.8732719036248009,249684,20
317,0.8732183273838905,249683,19
318,0.8740786064070318,249682,18
319,0.8737575688534988,249681,17
320,0.8742234992756734,249680,16
321,0.8744335077740618,249679,15
322,0.8737181526017339,249678,14
323,0.873576217698061,249677,13
324,0.87352134162385,249676,12
325,0.873374712618157,249675,11
326,0.8734495748791696,249674,10
327,0.8734674415316929,249673,9
328,0.8739917507769113,249672,8
329,0.8748119282113815,249671,7
330,0.8737035519358136,249670,6
331,0.8745275289484962,249669,5
332,0.8754552767476449,249668,4
333,0.8734585522739102,249667,3
334,0.8734728927512574,249666,2
335,0.8741633708342222,249665,1
336,0.8727645046081013,249664,0
337,0.8741571433609665,249663,1
338,0.87346036915333,249662,2
339,0.8734397642829911,249661,3
340,0.8754306207625787,249660,4
341,0.8744964786172444,249659,5
342,0.8736660459213392,249658,6
343,0.8747685541322132,249657,7
344,0.8739418544024845,249656,8
345,0.8734110731491963,249655,9
346,0.8733869329490268,249654,10
347,0.8733057640263806,249653,11
348,0.8734462102177909,249652,12
349,0.8734948586419807,249651,13
350,0.8736306313577902,249650,14
351,0.8743402639040062,249649,15
352,0.8741238703356057,249648,16
353,0.8736513183392456,249647,17
354,0.8739663891762979,249646,18
355,0.8730990636644222,249645,19
356,0.8731464128127493,249644,20
357,0.873199870568426,249643,21
358,0.8730833658729935,249642,22
359,0.8739749152497972,249641,23
360,0.8729810312785863,249640,24
361,0.873703655878181,249639,25
362,0.8727056011474452,249638,26
363,0.8727092262483694,249637,27
364,0.8722375717281561,249636,28
365,0.869960114548208,249635,29
366,0.8690188338878384,249634,30
367,0.8673574695327206,249633,31
368,0.8664291335051022,249632,32
369,0.8663965440323889,249631,33
370,0.8669483228195457,249630,34
371,0.865167795928605,249629,35
372,0.8650836717323289,249628,36
373,0.8629889798562673,249627,37
374,0.8613763310075425,249626,38
375,0.8596038766546694,249625,39
376,0.8587851675765721,249624,40
377,0.8555359552641844,249623,41
378,0.854723753886617,249622,42
379,0.8530758092271815,249621,43
380,0.8522844818428441,249620,44
381,0.852393344041606,249619,45
382,0.8496520821837897,249618,46
383,0.849625645111123,249617,47
384,0.8493320244502509,249616,48
385,0.8467546160180863,249615,49
386,0.8443266095792028,249614,50
387,0.8441288072700813,249613,51
388,0.8415388336909061,249612,52
389,0.8409628606546043,249611,53
390,0.8406516584680757,249610,54
391,0.8405360915942821,249609,55
392,0.8415072951055604,249608,56
393,0.8403291373559498,249607,57
394,0.839260700179104,249606,58
395,0.8380297279243549,249605,59
396,0.8358514427198481,249604,60
397,0.8346256327390694,249603,61
398,0.8313614096447982,249602,62
399,0.830709964251976,249601,63
400,0.8302520132645219,249600,64
401,0.8311100035318639,249599,65
402,0.8298522737169391,249598,66
403,0.8277511826367848,249597,67
404,0.8290056910748032,249596,68
405,0.8278399941922571,249595,69
406,0.8243134234223767,249594,70
407,0.8208173272550705,249593,71
408,0.818369659240814,249592,72
409,0.8155330008565546,249591,73
410,0.8131660991028578,249590,74
411,0.8118448070807655,249589,75
412,0.8112165844026834,249588,76
413,0.8112119219765908,249587,76
414,0.8118308660042485,249586,75
415,0.8131430265707353,249585,74
416,0.8155011077353866,249584,73
417,0.8183292833670455,249583,72
418,0.8207686427847435,249582,71
419,0.8242570084455949,249581,70
420,0.8277762050538175,249580,69
421,0.8289338844498875,249579,68
422,0.8276703373856484,249578,67
423,0.8297640062145993,249577,66
424,0.8310140418426187,249576,65
425,0.8301471745972547,249575,64
426,0.8305970411653187,249574,63
427,0.8312405856277985,249573,62
428,0.8344989729010212,249572,61
429,0.8357176073883774,249571,60
430,0.8378896615602272,249570,59
431,0.8391137517235282,249569,58
432,0.8401752715063711,249568,57
433,0.841346728278451,249567,56
434,0.8403666561433899,249566,55
435,0.8404744664249009,249565,54
436,0.8407781502755753,249564,53
437,0.8413469559721549,249563,52
438,0.8439323571107247,249562,51
439,0.8441227095270012,249561,50
440,0.8465463166716088,249560,49
441,0.8491197760830527,249559,48
442,0.8494063721549632,249558,47
443,0.8494254105006968,249557,46
444,0.8521635031798818,249556,45
445,0.8520471636877276,249555,44
446,0.8528324934171235,249554,43
447,0.854475979360654,249553,42
448,0.8552824179952965,249552,41
449,0.858530345177995,249551,40
450,0.859343584223847,249550,39
451,0.8611124646573309,249549,38
452,0.8627214025835552,249548,37
453,0.8648135080915954,249547,36
454,0.8648911273551384,249546,35
455,0.8666687222056902,249545,34
456,0.8661091706606817,249544,33
457,0.8661352182919184,249543,32
458,0.8670590307606376,249542,31
459,0.8687176487117315,249541,30
460,0.8696546556975411,249540,29
461,0.8719311368745705,249539,28
462,0.8723976200212733,249538,27
463,0.872387682930365,249537,26
464,0.8733819763010239,249536,25
465,0.8726512210609108,249535,24
466,0.873641444504318,249534,23
467,0.8727412503749128,249533,22
468,0.8728517889251529,249532,21
469,0.8727919012687038,249531,20
470,0.8727381339870843,249530,19
471,0.8736016831764126,249529,18
472,0.8732794415393594,249528,17
473,0.8737471484059748,249527,16
474,0.8739579640367784,249526,15
475,0.8732399115187561,249525,14
476,0.8730974509449727,249524,13
477,0.8730423789102235,249523,12
478,0.8728952065026214,249522,11
479,0.872970364113577,249521,10
480,0.8729883102804721,249520,9
481,0.8735146166964562,249519,8
482,0.8743379114890415,249518,7
483,0.8732253502512647,249517,6
484,0.8740524588803437,249516,5
485,0.8749837310332533,249515,4
486,0.8729794585054721,249514,3
487,0.8729938651305353,249513,2
488,0.873686969130162,249512,1
489,0.8722828188908264,249511,0
490,0.8736807416569062,249510,1
491,0.872981341532608,249509,2
492,0.872960670514553,249508,3
493,0.874959075048187,249507,4
494,0.8740214085490919,249506,5
495,0.8731878442367903,249505,6
496,0.8742945374098732,249504,7
497,0.8734647203220296,249503,8
498,0.8729319418979755,249502,9
499,0.8729077221834342,249501,10
500,0.872826257910845,249500,11
501,0.8729672475041645,249499,12
502,0.8730160918888924,249498,13
503,0.8731523902748125,249497,14
504,0.8738647201667228,249496,15
505,0.8736475194659071,249495,16
506,0.8731731910251062,249494,17
507,0.8734894659456787,249493,18
508,0.8726188702676162,249492,19
509,0.8726664104566523,249491,20
510,0.8727200823574279,249490,21
511,0.8726031487059627,249489,22
512,0.8734980832492523,249488,23
513,0.8725004506756877,249487,24
514,0.8732258211664815,249486,25
515,0.8722240022641454,249485,26
516,0.8722276529883116,249484,27
517,0.8717542260312634,249483,28
518,0.869468165030818,249482,29
519,0.8685233356948883,249481,30
520,0.8668556988499876,249480,31
521,0.8659238635318763,249479,32
522,0.8658911632752487,249478,33
523,0.8664450417146059,249477,34
524,0.8646577924136606,249476,35
525,0.8645733626331656,249475,36
526,0.8624707605812678,249474,37
527,0.8608520251428364,249473,38
528,0.8590728800957919,249472,39
529,0.8582510877548968,249471,40
530,0.8549896003044682,249470,41
531,0.8541743408073079,249469,42
532,0.8525201776012283,249468,43
533,0.8517258714161852,249467,44
534,0.8518351590917042,249466,45
535,0.8490835450114418,249465,46
536,0.8490570220214204,249464,47
537,0.848762305148824,249463,48
538,0.8461751651087944,249462,49
539,0.8437379924473752,249461,50
540,0.8435394567920113,249460,51
541,0.8409397053037853,249459,52
542,0.840361569420744,249458,53
543,0.8400492055212814,249457,54
544,0.8399332166178517,249456,55
545,0.8409081067019568,249455,56
546,0.8397255097922176,249454,57
547,0.8386530484573987,249453,58
548,0.837417437818311,249452,59
549,0.8352309334557564,249451,60
550,0.8340005051512827,249450,61
551,0.8307239587964892,249449,62
552,0.830070066760918,249448,63
553,0.8296104006208466,249447,64
554,0.8304716496860156,249446,65
555,0.8292091819141778,249445,66
556,0.8271001656144755,249444,67
557,0.8283594314505623,249443,68
558,0.8271893449801734,249442,69
559,0.823649462541791,249441,70
560,0.8201401705314303,249440,71
561,0.8176832693867504,249439,72
562,0.8148359083510277,249438,73
563,0.8124600796199115,249437,74
564,0.8111338121783946,249436,75
565,0.81050323321052,249435,76
566,0.8068937309595274,249434,77
567,0.8072483587339894,249433,78
568,0.8070875828058736,249432,79
569,0.8017319672403252,249431,80
570,0.7961079998020336,249430,81
571,0.7909930335506294,249429,82
572,0.7875888275950146,249428,83
573,0.7842612437093706,249427,84
574,0.7797830291190346,249426,85
575,0.7762222212823512,249425,86
576,0.7740518679155916,249424,87
577,0.7710524361869833,249423,88
578,0.7694517246554755,249422,89
579,0.7652127303942684,249421,90
580,0.7611547227848869,249420,91
581,0.7568140658277025,249419,92
582,0.7530961388527967,249418,93
583,0.749337008557684,249417,94
584,0.7445104582533177,249416,95
585,0.7390219717181543,249415,96
586,0.7393038985829032,249414,97
587,0.7366629000999428,249413,98
588,0.7339413028041144,249412,99
589,0.735267803917765,249411,100
590,0.7290998276437299,249410,101
591,0.7260106108555098,249409,102
592,0.7207802356055448,249408,103
593,0.7170960599991723,249407,104
594,0.718379548036721,249406,105
595,0.711390695888419,249405,106
596,0.7099029623481556,249404,107
597,0.7092993785617868,249403,108
598,0.7035144797724148,249402,109
599,0.6987992070376401,249401,110
600,0.7009457414031915,249400,111
601,0.6966555637589755,249399,112
602,0.6966481068012236,249398,112
603,0.700923686377354,249397,111
604,0.6987621839089531,249396,110
605,0.7034634575694316,249395,109
606,0.7092350569639099,249394,108
607,0.7098245083625617,249393,107
608,0.7112984507706501,249392,106
609,0.718275686238474,249391,105
610,0.716977810589115,249390,104
611,0.7206497923885179,249389,103
612,0.7258691339796268,249388,102
613,0.7289466200758354,249387,101
614,0.73510506157969,249386,100
615,0.7337646560410422,249385,99
616,0.7364751045982547,249384,98
617,0.7391051600638714,249383,97
618,0.7388101773612654,249382,96
619,0.7442905465456401,249381,95
620,0.749108916689521,249380,94
621,0.7528593174063088,249379,93
622,0.7565688426417575,249378,92
623,0.7609021218130008,249377,91
624,0.7649528654817339,249376,90
625,0.7691852039202242,249375,89
626,0.770776496570802,249374,88
627,0.7737684211124665,249373,87
628,0.7759304811721929,249372,86
629,0.7794850900396797,249371,85
630,0.7839587420877834,249370,84
631,0.7872805338369012,249369,83
632,0.7906793897954876,249368,82
633,0.7957919922455043,249367,81
634,0.8014149130696745,249366,80
635,0.8067695930814414,249365,79
636,0.806921141656718,249364,78
637,0.8065564015605304,249363,77
638,0.8101628761057622,249362,76
639,0.8107852852654678,249361,75
640,0.8121047626252262,249360,74
641,0.8144759716978472,249359,73
642,0.8173198865228344,249358,72
643,0.8197728240735078,249357,71
644,0.8232805953859101,249356,70
645,0.8268193679772239,249355,69
646,0.8279835026495334,249354,68
647,0.8267129594116641,249353,67
648,0.8288182829752444,249352,66
649,0.8300752861869596,249351,65
650,0.8292036265918498,249350,64
651,0.8296560154431745,249349,63
652,0.8303031579096969,249348,62
653,0.8335796676248641,249347,61
654,0.8348050937647129,249346,60
655,0.836989234933692,249345,59
656,0.8382201462504323,249344,58
657,0.8392875839126472,249343,57
658,0.8404655688613868,249342,56
659,0.8394800752956981,249341,55
660,0.8395885062090268,249340,54
661,0.839893898461075,249339,53
662,0.8404658848146243,249338,52
663,0.8430656652312098,249337,51
664,0.8432570960978428,249336,50
665,0.8456941829814738,249335,49
666,0.8482819535809544,249334,48
667,0.84857016172893,249333,47
668,0.8485893264237144,249332,46
669,0.8513426429594378,249331,45
670,0.8512256777661702,249330,44
671,0.8520153880848396,249329,43
672,0.8536680189499054,249328,42
673,0.8544789548192434,249327,41
674,0.8577449336755314,249326,40
675,0.8585627069313801,249325,39
676,0.8603414266209986,249324,38
677,0.8619593154144384,249323,37
678,0.8640630535340025,249322,36
679,0.8641411221861024,249321,35
680,0.8659286029337198,249320,34
681,0.8653659636648873,249319,33
682,0.8653921742136452,249318,32
683,0.8663211326977946,249317,31
684,0.8679889748985695,249316,30
685,0.8689312005249087,249315,29
686,0.87122033437914,249314,28
687,0.8716894240505999,249313,27
688,0.8716794492784536,249312,26
689,0.8726792781955834,249311,25
690,0.8719444848801777,249310,24
691,0.8729402209741048,249309,23
692,0.872035048658691,249308,22
693,0.8721462180266263,249307,21
694,0.872086015450914,249306,20
695,0.8720319672270754,249305,19
696,0.8729003254843256,249304,18
697,0.8725763131362132,249303,17
698,0.8730466324211239,249302,16
699,0.8732586350113616,249301,15
700,0.8725366158084948,249300,14
701,0.872393382190431,249299,13
702,0.87233802197842,249298,12
703,0.8721900504503631,249297,11
704,0.8722656423994702,249296,10
705,0.8722837054992649,249295,9
706,0.8728129489310814,249294,8
707,0.8736408280738355,249293,7
708,0.8725221124798692,249292,6
709,0.8733538264271783,249291,5
710,0.8742902814532656,249290,4
711,0.8722749088460042,249289,3
712,0.8722894127471207,249288,2
713,0.8729863783888969,249287,1
714,0.8715744575418926,249286,0
715,0.8729801509156413,249285,1
716,0.8722768891491933,249284,2
717,0.8722561208550851,249283,3
718,0.8742656254681993,249282,4
719,0.8733227760959265,249281,5
720,0.8724846064653948,249280,6
721,0.873597453994667,249279,7
722,0.8727630525566548,249278,8
723,0.8722273371167684,249277,9
724,0.8722030004693274,249276,10
725,0.8721211018585868,249275,11
726,0.8722628905723611,249274,12
727,0.8723120231343506,249273,13
728,0.8724490945645512,249272,14
729,0.873165391141306,249271,15
730,0.8729470034810562,249270,16
731,0.87247006262196,249269,17
732,0.8727881082535918,249268,18
733,0.8719127035076073,249267,19
734,0.8719605246388624,249266,20
735,0.8720145114589013,249265,21
736,0.8718969469897409,249264,22
737,0.872796859719039,249263,23
738,0.8717937144949547,249262,24
739,0.8725231230610411,249261,25
740,0.8715157686122341,249260,26
741,0.8715194570176383,249259,27
742,0.8710434235358329,249258,28
743,0.8687447098581857,249257,29
744,0.8677946618817263,249256,30
745,0.8661178007871446,249255,31
746,0.865180819453603,249254,32
747,0.8651479562794543,249253,33
748,0.8657049224426354,249252,34
749,0.8639077872446246,249251,35
750,0.8638229080755727,249250,36
751,0.8617086734121511,249249,37
752,0.860080987106504,249248,38
753,0.858292002803325,249247,39
754,0.8574656762524331,249246,40
755,0.8541861371284152,249245,41
756,0.8533663803965593,249244,42
757,0.8517030722689443,249243,43
758,0.8509043854946278,249242,44
759,0.8510142988712602,249241,45
760,0.8482474609344595,249240,46
761,0.8482208115953872,249239,47
762,0.8479244826467258,249238,48
763,0.8453230314186595,249237,49
764,0.842872379018217,249236,50
765,0.8426727649124964,249235,51
766,0.8400586341462545,249234,52
767,0.8394773176062437,249233,53
768,0.8391632453054073,249232,54
769,0.8390466357701599,249231,55
770,0.8400269472848927,249230,56
771,0.8388378221984938,249229,57
772,0.8377594429843027,249228,58
773,0.8365170111917757,249227,59
774,0.8343184198320919,249226,60
775,0.8330811998751256,249225,61
776,0.8297865310783876,249224,62
777,0.8291290410387737,249223,63
778,0.8286668526154416,249222,64
779,0.8295328940303565,249221,65
780,0.8282634586748229,249220,66
781,0.8261427876404913,249219,67
782,0.8274090496502082,249218,68
783,0.8262325079035798,249217,69
784,0.8226730494821063,249216,70
785,0.8191443518201945,249215,71
786,0.8166738725425392,249214,72
787,0.8138107723134883,249213,73
788,0.8114218156744025,249212,74
789,0.810088231439614,249211,75
790,0.8094541873396914,249210,76
791,0.8058247293429878,249209,77
792,0.8061813465254959,249208,78
793,0.806019706865616,249207,79
794,0.8006344720342264,249206,80
795,0.7949794013858574,249205,81
796,0.7898361508472372,249204,82
797,0.7864131310598363,249203,83
798,0.7830671583610002,249202,84
799,0.7785641874307645,249201,85
800,0.7749837019467734,249200,86
801,0.772801367313569,249199,87
802,0.7697853665208451,249198,88
803,0.7681758275186337,249197,89
804,0.763913405831596,249196,90
805,0.7598329735133899,249195,91
806,0.7554683288316629,249194,92
807,0.7517298612769054,249193,93
808,0.747949963413449,249192,94
809,0.743096740132533,249191,95
810,0.7375779192848211,249190,96
811,0.7378614415899308,249189,97
812,0.7352058660351204,249188,98
813,0.7324692464451805,249187,99
814,0.7338031228750899,249186,100
815,0.7324561614997678,249185,99
816,0.7351799632073013,249184,98
817,0.7378229760701183,249183,97
818,0.7375265751983024,249182,96
819,0.7430339082160538,249181,95
820,0.7478759876724231,249180,94
821,0.7516448484499612,249179,93
822,0.7553726319786113,249178,92
823,0.7597272335716702,249177,91
824,0.763797910314914,249176,90
825,0.7680510731319203,249175,89
826,0.7696502124231237,249174,88
827,0.7726568650217798,249173,87
828,0.7748295750961237,249172,86
829,0.7784016752056618,249171,85
830,0.7828973328892319,249170,84
831,0.7862354702500761,249169,83
832,0.7896510496146945,249168,82
833,0.7947887936533476,249167,81
834,0.8004393617753643,249166,80
835,0.8058203700234345,249165,79
836,0.8059726863602794,249164,78
837,0.8056061779013841,249163,77
838,0.809230390887248,249162,76
839,0.8098558801643294,249161,75
840,0.8111818613403293,249160,74
841,0.813564739664479,249159,73
842,0.8164226448835356,249158,72
843,0.8188876518857428,249157,71
844,0.8224126726661903,249156,70
845,0.8259688461313629,249155,69
846,0.8271387188269963,249154,68
847,0.8258619567681226,249153,67
848,0.8279776400958179,249152,66
849,0.8292408367152625,249151,65
850,0.828364917253712,249150,64
851,0.8288195481346018,249149,63
852,0.8294698888269401,249148,62
853,0.8327625073793912,249147,61
854,0.8339939705436779,249146,60
855,0.8361888557101052,249145,59
856,0.837425830274347,249144,58
857,0.8384985282737816,249143,57
858,0.8396823160462187,249142,56
859,0.8386920034310832,249141,55
860,0.8388009860171388,249140,54
861,0.8391078968481858,249139,53
862,0.8396827104523747,249138,52
863,0.8422952724494188,249137,51
864,0.842487661938591,249136,50
865,0.8449367308124649,249135,49
866,0.8475372224679781,249134,48
867,0.847826863572456,249133,47
868,0.847846140577508,249132,46
869,0.8506129894301544,249131,45
870,0.8504954680581192,249130,44
871,0.8512890722339204,249129,43
872,0.8529498319181289,249128,42
873,0.8537647653294185,249127,41
874,0.8570467901177858,249126,40
875,0.8578685937825206,249125,39
876,0.859656059477592,249124,38
877,0.8612819045974456,249123,37
