window_size,threshold,tolerance_type,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,tolerance_value_first,num_detected_mean,num_true_mean
10,11.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.2,965.1
10,12.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,12.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,12.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,13.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,13.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,13.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,14.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,14.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,14.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,15.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,15.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,15.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,16.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,16.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,16.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,17.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,17.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,17.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,18.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,18.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,18.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,19.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,19.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,19.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,20.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,20.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,20.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,21.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,21.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,21.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,22.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,22.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,22.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,23.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,23.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,23.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,24.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,24.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,24.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,25.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,25.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,25.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,26.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,26.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,26.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,27.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,27.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,27.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,28.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,28.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,28.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,29.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,29.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,29.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,30.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,30.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,30.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,31.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,31.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,31.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,32.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,32.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,32.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,33.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,33.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,33.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,34.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,34.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,34.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,35.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,35.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,35.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,36.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,36.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,36.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,37.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,37.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,37.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,38.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,38.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,38.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,39.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,39.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,39.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
10,40.0,full_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
10,40.0,half_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
10,40.0,quarter_window,0.0,0.0,10,0.0,0.0,10,2,0.0,965.1
20,0.0,full_window,0.08011757781928514,0.0021716992424459258,10,0.9714979027406132,0.005397155539823617,10,20,16734.0,965.1
20,0.0,half_window,0.04572922985132934,0.001117350330287573,10,0.7789605921097121,0.01238620605570337,10,10,16734.0,965.1
20,0.0,quarter_window,0.0269276356587549,0.0010400061338186415,10,0.4669139090228702,0.015742254623518914,10,5,16734.0,965.1
20,1.0,full_window,0.11115672544115703,0.0030541127777814264,10,0.7732822455543559,0.012970691117383155,10,20,8138.5,965.1
20,1.0,half_window,0.07065104940279296,0.0015814147880552788,10,0.5900645415506423,0.018686089113839236,10,10,8138.5,965.1
20,1.0,quarter_window,0.043486443420696894,0.001722158139005691,10,0.36664197852819286,0.015518960057225806,10,5,8138.5,965.1
20,2.0,full_window,0.14224175468210767,0.005888260558193969,10,0.610042244679056,0.015505711266193703,10,20,4660.5,965.1
20,2.0,half_window,0.09669017966718754,0.004072890441293358,10,0.4636431422160319,0.017080801033180812,10,10,4660.5,965.1
20,2.0,quarter_window,0.061097024345264726,0.003128103055304224,10,0.2946962630926722,0.012990535426660628,10,5,4660.5,965.1
20,3.0,full_window,0.18063452499051896,0.007539490611510349,10,0.4443026417693943,0.020507173079152,10,20,2549.5,965.1
20,3.0,half_window,0.13067560446012924,0.0059123377480344115,10,0.3435946921219949,0.021797837579303696,10,10,2549.5,965.1
20,3.0,quarter_window,0.0849368518945661,0.004794114871042345,10,0.22386090122054533,0.012455543961255177,10,5,2549.5,965.1
20,4.0,full_window,0.24536366378396365,0.01245037349017317,10,0.30013475649035914,0.019437934105961806,10,20,1225.1,965.1
20,4.0,half_window,0.18982714886155094,0.00927082054330303,10,0.24004833363406042,0.017710154773322457,10,10,1225.1,965.1
20,4.0,quarter_window,0.1250654554191779,0.00899166075090492,10,0.1578961251803864,0.008115058792483677,10,5,1225.1,965.1
20,5.0,full_window,0.33556240791490466,0.017277709980896293,10,0.19774147035352213,0.017069697587358726,10,20,580.9,965.1
20,5.0,half_window,0.27100931896062985,0.016285085641349117,10,0.16249310956983853,0.013798716325393265,10,10,580.9,965.1
20,5.0,quarter_window,0.1814019446205819,0.017369188483796396,10,0.10825309204112654,0.005697616483022661,10,5,580.9,965.1
20,6.0,full_window,0.4553924160223211,0.03724139698653392,10,0.12701643093051876,0.012583087430510181,10,20,273.6,965.1
20,6.0,half_window,0.38177426798412545,0.03237143509953628,10,0.1076141854002682,0.010003158491641188,10,10,273.6,965.1
20,6.0,quarter_window,0.25798719893641964,0.03299637760332411,10,0.07219394252454621,0.004179070903473643,10,5,273.6,965.1
20,7.0,full_window,0.5586134298570102,0.041395706397916655,10,0.07863699784002087,0.012722292665349105,10,20,136.7,965.1
20,7.0,half_window,0.4800182997486739,0.035268213242403555,10,0.06785088371889535,0.011416173536836523,10,10,136.7,965.1
20,7.0,quarter_window,0.32749228791506857,0.0421851063129854,10,0.04581037572013304,0.0062855367987850784,10,5,136.7,965.1
20,8.0,full_window,0.6772624201459827,0.04670502721119397,10,0.050235423055729346,0.010102436771358931,10,20,71.6,965.1
20,8.0,half_window,0.5933322741302015,0.03852019940936418,10,0.04421128451414584,0.009142784365936664,10,10,71.6,965.1
20,8.0,quarter_window,0.3974179703906896,0.042064887390742385,10,0.029417528820908246,0.005793304694750083,10,5,71.6,965.1
20,9.0,full_window,0.7993573845063487,0.07215112151007237,10,0.034927998057662446,0.00874180147352979,10,20,42.3,965.1
20,9.0,half_window,0.7205920915694783,0.061059479878736535,10,0.03150253039910521,0.007319438613176593,10,10,42.3,965.1
20,9.0,quarter_window,0.4696908600260053,0.05430708415846082,10,0.020441459607981147,0.0047786149115120295,10,5,42.3,965.1
20,10.0,full_window,0.8690788059984749,0.06882677241694363,10,0.022071727713954988,0.006390036136881683,10,20,24.5,965.1
20,10.0,half_window,0.7912376717157901,0.06183182710252902,10,0.02019845205049682,0.0055747147925552685,10,10,24.5,965.1
20,10.0,quarter_window,0.5395800749223174,0.0651337421489111,10,0.013982263906562823,0.004453403692713764,10,5,24.5,965.1
20,11.0,full_window,0.913570785939207,0.08267767123815148,10,0.014515187526893972,0.00566640500449905,10,20,15.4,965.1
20,11.0,half_window,0.8280885533231072,0.07421676069393476,10,0.013368952440766139,0.005200758736747214,10,10,15.4,965.1
20,11.0,quarter_window,0.6184854171381631,0.09333484829088076,10,0.00994681296672435,0.0039052989374263746,10,5,15.4,965.1
20,12.0,full_window,0.9266666666666665,0.12030054955079059,10,0.009659209019397808,0.00491604044545443,10,20,10.0,965.1
20,12.0,half_window,0.8295833333333335,0.11873903458144393,10,0.008512973933269974,0.004296796277591199,10,10,10.0,965.1
20,12.0,quarter_window,0.6233928571428572,0.16722601951753352,10,0.006228232670523609,0.0035120951225448747,10,5,10.0,965.1
20,13.0,full_window,0.86,0.3272783388968954,10,0.00594077166544694,0.004155439180574378,10,20,5.9,965.1
20,13.0,half_window,0.7614646464646465,0.2976672874747605,10,0.005312702033261224,0.0038269208922648715,10,10,5.9,965.1
20,13.0,quarter_window,0.5017676767676768,0.23232387278494646,10,0.0036450619746919966,0.002845515144990707,10,5,5.9,965.1
20,14.0,full_window,0.8666666666666666,0.3220305943597653,10,0.0036336736852512984,0.002660705932135813,10,20,3.6,965.1
20,14.0,half_window,0.6799999999999999,0.3950933629309644,10,0.003216244092642395,0.002724980707091692,10,10,3.6,965.1
20,14.0,quarter_window,0.5114285714285713,0.37763903014310846,10,0.0023797616157864966,0.0020850155256324104,10,5,3.6,965.1
20,15.0,full_window,0.5666666666666667,0.49814470603244204,10,0.002486657880095841,0.0023092957153538706,10,20,2.5,965.1
20,15.0,half_window,0.5416666666666667,0.47992090397697207,10,0.0023855456455154573,0.002255005183027512,10,10,2.5,965.1
20,15.0,quarter_window,0.42666666666666664,0.38858718455450897,10,0.0018638585516606084,0.0018165465002975393,10,5,2.5,965.1
20,16.0,full_window,0.6,0.5163977794943222,10,0.0015588888923574555,0.001723194158057856,10,20,1.5,965.1
20,16.0,half_window,0.6,0.5163977794943222,10,0.0015588888923574555,0.001723194158057856,10,10,1.5,965.1
20,16.0,quarter_window,0.5083333333333333,0.4818463717056775,10,0.001247841838079419,0.0014605960631795699,10,5,1.5,965.1
20,17.0,full_window,0.4,0.5163977794943222,10,0.0009334990698724952,0.001339456620881535,10,20,0.9,965.1
20,17.0,half_window,0.4,0.5163977794943222,10,0.0009334990698724952,0.001339456620881535,10,10,0.9,965.1
20,17.0,quarter_window,0.3,0.4288946459026396,10,0.0006224520155944586,0.0008798430740760865,10,5,0.9,965.1
20,18.0,full_window,0.3,0.48304589153964794,10,0.0007297174307746571,0.0012130656522311445,10,20,0.7,965.1
20,18.0,half_window,0.3,0.48304589153964794,10,0.0007297174307746571,0.0012130656522311445,10,10,0.7,965.1
20,18.0,quarter_window,0.16666666666666666,0.36004114991154784,10,0.00041867037649662067,0.0008826891821167869,10,5,0.7,965.1
20,19.0,full_window,0.3,0.48304589153964794,10,0.0005213397810140744,0.0008882729536272474,10,20,0.5,965.1
20,19.0,half_window,0.3,0.48304589153964794,10,0.0005213397810140744,0.0008882729536272474,10,10,0.5,965.1
20,19.0,quarter_window,0.2,0.4216370213557839,10,0.00041867037649662067,0.0008826891821167869,10,5,0.5,965.1
20,20.0,full_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,20,0.2,965.1
20,20.0,half_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,10,0.2,965.1
20,20.0,quarter_window,0.1,0.31622776601683794,10,0.00010362694300518135,0.00032769716685682686,10,5,0.2,965.1
20,21.0,full_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,20,0.2,965.1
20,21.0,half_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,10,0.2,965.1
20,21.0,quarter_window,0.1,0.31622776601683794,10,0.00010362694300518135,0.00032769716685682686,10,5,0.2,965.1
20,22.0,full_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,20,0.2,965.1
20,22.0,half_window,0.2,0.42163702135578396,10,0.00020629634752263514,0.00043491674350704666,10,10,0.2,965.1
20,22.0,quarter_window,0.1,0.31622776601683794,10,0.00010362694300518135,0.00032769716685682686,10,5,0.2,965.1
20,23.0,full_window,0.1,0.31622776601683794,10,0.0001026694045174538,0.00032466916428833465,10,20,0.1,965.1
20,23.0,half_window,0.1,0.31622776601683794,10,0.0001026694045174538,0.00032466916428833465,10,10,0.1,965.1
20,23.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.1,965.1
20,24.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,24.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,24.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,25.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,25.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,25.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,26.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,26.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,26.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,27.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,27.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,27.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,28.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,28.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,28.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,29.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,29.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,29.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,30.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,30.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,30.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,31.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,31.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,31.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,32.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,32.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,32.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,33.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,33.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,33.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,34.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,34.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,34.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,35.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,35.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,35.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,36.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,36.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,36.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,37.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,37.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,37.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,38.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,38.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,38.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,39.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,39.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,39.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
20,40.0,full_window,0.0,0.0,10,0.0,0.0,10,20,0.0,965.1
20,40.0,half_window,0.0,0.0,10,0.0,0.0,10,10,0.0,965.1
20,40.0,quarter_window,0.0,0.0,10,0.0,0.0,10,5,0.0,965.1
30,0.0,full_window,0.119055976448016,0.002570611548490258,10,0.973444026458599,0.005375292981259327,10,30,11066.5,965.1
30,0.0,half_window,0.06971007824814301,0.0017711916802956918,10,0.7901280885849981,0.011445461936863646,10,15,11066.5,965.1
30,0.0,quarter_window,0.03819536630383209,0.0013899786990250744,10,0.43810088081791176,0.017571405906926817,10,7,11066.5,965.1
30,1.0,full_window,0.1649967778049347,0.00543581267142439,10,0.8119201852157195,0.012575948935323518,10,30,5704.2,965.1
30,1.0,half_window,0.10803128645478036,0.004233744551251948,10,0.6345580415166128,0.014979624775796854,10,15,5704.2,965.1
30,1.0,quarter_window,0.06135955215064224,0.0034034072390516975,10,0.3624524620618785,0.018026578149759664,10,7,5704.2,965.1
30,2.0,full_window,0.21952192338528104,0.00876686122443515,10,0.6651450163237465,0.015107124286862233,10,30,3227.9,965.1
30,2.0,half_window,0.1564178565610561,0.007383934411466738,10,0.5212714166494454,0.015217833151520628,10,15,3227.9,965.1
30,2.0,quarter_window,0.09121730747348245,0.006539626695143712,10,0.30478594894889494,0.019320346193789747,10,7,3227.9,965.1
30,3.0,full_window,0.28836281920717605,0.015494448777909746,10,0.5352988903200566,0.016716646743142525,10,30,1894.4,965.1
30,3.0,half_window,0.21896866944708787,0.012826806694013317,10,0.4287445989596878,0.012630703715157048,10,15,1894.4,965.1
30,3.0,quarter_window,0.13001857701728012,0.0104791290424255,10,0.254619291184636,0.014420491607017201,10,7,1894.4,965.1
30,4.0,full_window,0.37526498769015965,0.018990142005134127,10,0.4346956947747671,0.01835001747928073,10,30,1152.7,965.1
30,4.0,half_window,0.298068657619463,0.019902523399497413,10,0.3548286064407632,0.015905462963667447,10,15,1152.7,965.1
30,4.0,quarter_window,0.18054712626328084,0.017696739630687526,10,0.21480589100206132,0.015625384679301035,10,7,1152.7,965.1
30,5.0,full_window,0.4825707485170545,0.026976824378218422,10,0.3407178255440579,0.015405099642871813,10,30,693.9,965.1
30,5.0,half_window,0.39541792481174676,0.026243860793897608,10,0.2833081941042289,0.013932157281252043,10,15,693.9,965.1
30,5.0,quarter_window,0.2444551548147187,0.024046191406757327,10,0.17526702802701966,0.016039275183473416,10,7,693.9,965.1
30,6.0,full_window,0.5999737766639514,0.030245896819629612,10,0.262610494148273,0.016930226025755116,10,30,426.6,965.1
30,6.0,half_window,0.5091292440245656,0.028074882999156232,10,0.2242467736390134,0.01312460141278381,10,15,426.6,965.1
30,6.0,quarter_window,0.31559612725070524,0.030119368042373047,10,0.1389712905727609,0.012517155635389745,10,7,426.6,965.1
30,7.0,full_window,0.7185985911806265,0.04264498764837448,10,0.20076209841933568,0.011744249172868298,10,30,271.8,965.1
30,7.0,half_window,0.6239874590603023,0.04391922794709232,10,0.17483257122786375,0.008516652193862127,10,15,271.8,965.1
30,7.0,quarter_window,0.3900807240252285,0.04097088635011512,10,0.10931254277212943,0.009471603019031502,10,7,271.8,965.1
30,8.0,full_window,0.810873400887876,0.028687255089717874,10,0.15278524917194788,0.015651282578238754,10,30,182.3,965.1
30,8.0,half_window,0.716844665978263,0.03186018002044031,10,0.13495240332402222,0.011721313899411232,10,15,182.3,965.1
30,8.0,quarter_window,0.45127406314106755,0.043956408758881634,10,0.08494768877030034,0.009926853817482578,10,7,182.3,965.1
30,9.0,full_window,0.8778251992302686,0.02989483150636073,10,0.11677144564710366,0.011094579972143961,10,30,128.6,965.1
30,9.0,half_window,0.7779122416230366,0.04834600977339397,10,0.10316925896861306,0.00779714256484098,10,15,128.6,965.1
