Bin_Center,mean_density,sd_density,n_datasets,se_density
-978000.0,0.0,0.0,35,0.0
-977000.0,0.0,0.0,35,0.0
-976000.0,0.0,0.0,35,0.0
-975000.0,0.0,0.0,35,0.0
-974000.0,0.0,0.0,35,0.0
-973000.0,0.0,0.0,35,0.0
-972000.0,0.0,0.0,35,0.0
-971000.0,0.0,0.0,35,0.0
-970000.0,0.0,0.0,35,0.0
-969000.0,0.0,0.0,35,0.0
-968000.0,0.0,0.0,35,0.0
-967000.0,0.0,0.0,35,0.0
-966000.0,0.0,0.0,35,0.0
-965000.0,0.0,0.0,35,0.0
-964000.0,0.0,0.0,35,0.0
-963000.0,0.0,0.0,35,0.0
-962000.0,0.0,0.0,35,0.0
-961000.0,0.0,0.0,35,0.0
-960000.0,0.0,0.0,35,0.0
-959000.0,0.0,0.0,35,0.0
-958000.0,0.0,0.0,35,0.0
-957000.0,0.0,0.0,35,0.0
-956000.0,0.0,0.0,35,0.0
-955000.0,0.0,0.0,35,0.0
-954000.0,0.0,0.0,35,0.0
-953000.0,0.0,0.0,35,0.0
-952000.0,0.0,0.0,35,0.0
-951000.0,0.0,0.0,35,0.0
-950000.0,0.0,0.0,35,0.0
-949000.0,0.0,0.0,35,0.0
-948000.0,0.0,0.0,35,0.0
-947000.0,0.0,0.0,35,0.0
-946000.0,0.0,0.0,35,0.0
-945000.0,0.0,0.0,35,0.0
-944000.0,0.0,0.0,35,0.0
-943000.0,0.0,0.0,35,0.0
-942000.0,0.0,0.0,35,0.0
-941000.0,0.0,0.0,35,0.0
-940000.0,0.0,0.0,35,0.0
-939000.0,0.0,0.0,35,0.0
-938000.0,0.0,0.0,35,0.0
-937000.0,0.0,0.0,35,0.0
-936000.0,0.0,0.0,35,0.0
-935000.0,0.0,0.0,35,0.0
-934000.0,0.0,0.0,35,0.0
-933000.0,0.0,0.0,35,0.0
-932000.0,0.0,0.0,35,0.0
-931000.0,0.0,0.0,35,0.0
-930000.0,0.0,0.0,35,0.0
-929000.0,0.0,0.0,70,0.0
-928000.0,0.0,0.0,70,0.0
-927000.0,0.0,0.0,70,0.0
-926000.0,0.0,0.0,70,0.0
-925000.0,0.0,0.0,70,0.0
-924000.0,0.0,0.0,70,0.0
-923000.0,0.0,0.0,70,0.0
-922000.0,0.0,0.0,70,0.0
-921000.0,0.0,0.0,70,0.0
-920000.0,0.0,0.0,70,0.0
-919000.0,0.0,0.0,70,0.0
-918000.0,0.0,0.0,70,0.0
-917000.0,0.0,0.0,70,0.0
-916000.0,0.0,0.0,70,0.0
-915000.0,0.0,0.0,70,0.0
-914000.0,0.0,0.0,70,0.0
-913000.0,0.0,0.0,70,0.0
-912000.0,0.0,0.0,70,0.0
-911000.0,0.0,0.0,70,0.0
-910000.0,0.0,0.0,70,0.0
-909000.0,0.0,0.0,70,0.0
-908000.0,0.0,0.0,70,0.0
-907000.0,0.0,0.0,70,0.0
-906000.0,0.0,0.0,70,0.0
-905000.0,0.0,0.0,70,0.0
-904000.0,0.0,0.0,70,0.0
-903000.0,0.0,0.0,70,0.0
-902000.0,0.0,0.0,70,0.0
-901000.0,0.0,0.0,70,0.0
-900000.0,0.0,0.0,70,0.0
-899000.0,0.0,0.0,70,0.0
-898000.0,0.0,0.0,70,0.0
-897000.0,0.0,0.0,70,0.0
-896000.0,0.0,0.0,70,0.0
-895000.0,0.0,0.0,70,0.0
-894000.0,0.0,0.0,70,0.0
-893000.0,0.0,0.0,70,0.0
-892000.0,0.0,0.0,70,0.0
-891000.0,0.0,0.0,70,0.0
-890000.0,0.0,0.0,70,0.0
-889000.0,0.0,0.0,70,0.0
-888000.0,0.0,0.0,70,0.0
-887000.0,0.0,0.0,70,0.0
-886000.0,0.0,0.0,70,0.0
-885000.0,0.0,0.0,70,0.0
-884000.0,0.0,0.0,70,0.0
-883000.0,0.0,0.0,70,0.0
-882000.0,0.0,0.0,70,0.0
-881000.0,0.0,0.0,70,0.0
-880000.0,0.0,0.0,70,0.0
-879000.0,0.0,0.0,70,0.0
-878000.0,0.0,0.0,70,0.0
-877000.0,0.0,0.0,70,0.0
-876000.0,0.0,0.0,70,0.0
-875000.0,0.0,0.0,70,0.0
-874000.0,0.0,0.0,70,0.0
-873000.0,0.0,0.0,70,0.0
-872000.0,0.0,0.0,70,0.0
-871000.0,0.0,0.0,70,0.0
-870000.0,0.0,0.0,70,0.0
-869000.0,0.0,0.0,70,0.0
-868000.0,0.0,0.0,70,0.0
-867000.0,0.0,0.0,70,0.0
-866000.0,0.0,0.0,70,0.0
-865000.0,0.0,0.0,70,0.0
-864000.0,0.0,0.0,70,0.0
-863000.0,0.0,0.0,70,0.0
-862000.0,0.0,0.0,70,0.0
-861000.0,0.0,0.0,70,0.0
-860000.0,0.0,0.0,70,0.0
-859000.0,0.0,0.0,70,0.0
-858000.0,0.0,0.0,70,0.0
-857000.0,0.0,0.0,70,0.0
-856000.0,0.0,0.0,70,0.0
-855000.0,0.0,0.0,70,0.0
-854000.0,0.0,0.0,70,0.0
-853000.0,0.0,0.0,70,0.0
-852000.0,0.0,0.0,70,0.0
-851000.0,0.0,0.0,70,0.0
-850000.0,0.0,0.0,70,0.0
-849000.0,0.0,0.0,70,0.0
-848000.0,0.0,0.0,70,0.0
-847000.0,0.0,0.0,70,0.0
-846000.0,0.0,0.0,70,0.0
-845000.0,0.0,0.0,70,0.0
-844000.0,0.0,0.0,70,0.0
-843000.0,0.0,0.0,70,0.0
-842000.0,0.0,0.0,70,0.0
-841000.0,0.0,0.0,70,0.0
-840000.0,0.0,0.0,70,0.0
-839000.0,0.0,0.0,70,0.0
-838000.0,0.0,0.0,70,0.0
-837000.0,0.0,0.0,70,0.0
-836000.0,0.0,0.0,70,0.0
-835000.0,0.0,0.0,70,0.0
-834000.0,0.0,0.0,70,0.0
-833000.0,0.0,0.0,70,0.0
-832000.0,0.0,0.0,70,0.0
-831000.0,0.0,0.0,70,0.0
-830000.0,0.0,0.0,70,0.0
-829000.0,0.0,0.0,70,0.0
-828000.0,0.0,0.0,70,0.0
-827000.0,0.0,0.0,70,0.0
-826000.0,0.0,0.0,70,0.0
-825000.0,0.0,0.0,70,0.0
-824000.0,0.0,0.0,70,0.0
-823000.0,0.0,0.0,70,0.0
-822000.0,0.0,0.0,70,0.0
-821000.0,0.0,0.0,70,0.0
-820000.0,0.0,0.0,70,0.0
-819000.0,0.0,0.0,70,0.0
-818000.0,0.0,0.0,70,0.0
-817000.0,0.0,0.0,70,0.0
-816000.0,0.0,0.0,70,0.0
-815000.0,0.0,0.0,70,0.0
-814000.0,0.0,0.0,70,0.0
-813000.0,0.0,0.0,70,0.0
-812000.0,0.0,0.0,70,0.0
-811000.0,0.0,0.0,70,0.0
-810000.0,0.0,0.0,70,0.0
-809000.0,0.0,0.0,70,0.0
-808000.0,0.0,0.0,70,0.0
-807000.0,0.0,0.0,70,0.0
-806000.0,0.0,0.0,70,0.0
-805000.0,0.0,0.0,70,0.0
-804000.0,0.0,0.0,70,0.0
-803000.0,0.0,0.0,70,0.0
-802000.0,0.0,0.0,70,0.0
-801000.0,0.0,0.0,70,0.0
-800000.0,0.0,0.0,70,0.0
-799000.0,0.0,0.0,70,0.0
-798000.0,0.0,0.0,70,0.0
-797000.0,0.0,0.0,70,0.0
-796000.0,0.0,0.0,70,0.0
-795000.0,0.0,0.0,70,0.0
-794000.0,0.0,0.0,70,0.0
-793000.0,0.0,0.0,70,0.0
-792000.0,0.0,0.0,70,0.0
-791000.0,0.0,0.0,70,0.0
-790000.0,0.0,0.0,70,0.0
-789000.0,0.0,0.0,70,0.0
-788000.0,0.0,0.0,70,0.0
-787000.0,0.0,0.0,70,0.0
-786000.0,0.0,0.0,70,0.0
-785000.0,0.0,0.0,70,0.0
-784000.0,0.0,0.0,70,0.0
-783000.0,0.0,0.0,70,0.0
-782000.0,0.0,0.0,70,0.0
-781000.0,0.0,0.0,70,0.0
-780000.0,0.0,0.0,70,0.0
-779000.0,0.0,0.0,70,0.0
-778000.0,0.0,0.0,70,0.0
-777000.0,0.0,0.0,70,0.0
-776000.0,0.0,0.0,70,0.0
-775000.0,0.0,0.0,70,0.0
-774000.0,0.0,0.0,70,0.0
-773000.0,0.0,0.0,70,0.0
-772000.0,0.0,0.0,70,0.0
-771000.0,0.0,0.0,70,0.0
-770000.0,0.0,0.0,70,0.0
-769000.0,0.0,0.0,70,0.0
-768000.0,0.0,0.0,70,0.0
-767000.0,0.0,0.0,70,0.0
-766000.0,0.0,0.0,105,0.0
-765000.0,0.0,0.0,105,0.0
-764000.0,0.0,0.0,105,0.0
-763000.0,0.0,0.0,105,0.0
-762000.0,0.0,0.0,105,0.0
-761000.0,0.0,0.0,105,0.0
-760000.0,0.0,0.0,105,0.0
-759000.0,0.0,0.0,105,0.0
-758000.0,0.0,0.0,105,0.0
-757000.0,0.0,0.0,105,0.0
-756000.0,0.0,0.0,105,0.0
-755000.0,0.0,0.0,105,0.0
-754000.0,0.0,0.0,105,0.0
-753000.0,0.0,0.0,105,0.0
-752000.0,0.0,0.0,105,0.0
-751000.0,0.0,0.0,105,0.0
-750000.0,0.0,0.0,105,0.0
-749000.0,0.0,0.0,105,0.0
-748000.0,0.0,0.0,105,0.0
-747000.0,0.0,0.0,105,0.0
-746000.0,0.0,0.0,105,0.0
-745000.0,0.0,0.0,105,0.0
-744000.0,0.0,0.0,105,0.0
-743000.0,0.0,0.0,105,0.0
-742000.0,0.0,0.0,105,0.0
-741000.0,0.0,0.0,105,0.0
-740000.0,0.0,0.0,105,0.0
-739000.0,0.0,0.0,105,0.0
-738000.0,0.0,0.0,105,0.0
-737000.0,0.0,0.0,105,0.0
-736000.0,0.0,0.0,105,0.0
-735000.0,0.0,0.0,105,0.0
-734000.0,0.0,0.0,105,0.0
-733000.0,0.0,0.0,105,0.0
-732000.0,0.0,0.0,105,0.0
-731000.0,0.0,0.0,105,0.0
-730000.0,0.0,0.0,105,0.0
-729000.0,0.0,0.0,105,0.0
-728000.0,0.0,0.0,105,0.0
-727000.0,0.0,0.0,105,0.0
-726000.0,0.0,0.0,105,0.0
-725000.0,0.0,0.0,105,0.0
-724000.0,0.0,0.0,105,0.0
-723000.0,0.0,0.0,105,0.0
-722000.0,0.0,0.0,105,0.0
-721000.0,0.0,0.0,105,0.0
-720000.0,0.0,0.0,105,0.0
-719000.0,0.0,0.0,105,0.0
-718000.0,0.0,0.0,105,0.0
-717000.0,0.0,0.0,105,0.0
-716000.0,0.0,0.0,105,0.0
-715000.0,0.0,0.0,105,0.0
-714000.0,0.0,0.0,105,0.0
-713000.0,0.0,0.0,105,0.0
-712000.0,0.0,0.0,105,0.0
-711000.0,0.0,0.0,105,0.0
-710000.0,0.0,0.0,105,0.0
-709000.0,0.0,0.0,105,0.0
-708000.0,0.0,0.0,105,0.0
-707000.0,0.0,0.0,105,0.0
-706000.0,0.0,0.0,105,0.0
-705000.0,0.0,0.0,105,0.0
-704000.0,0.0,0.0,105,0.0
-703000.0,0.0,0.0,105,0.0
-702000.0,0.0,0.0,105,0.0
-701000.0,0.0,0.0,105,0.0
-700000.0,0.0,0.0,105,0.0
-699000.0,0.0,0.0,105,0.0
-698000.0,0.0,0.0,105,0.0
-697000.0,0.0,0.0,105,0.0
-696000.0,0.0,0.0,105,0.0
-695000.0,0.0,0.0,105,0.0
-694000.0,0.0,0.0,105,0.0
-693000.0,0.0,0.0,105,0.0
-692000.0,0.0,0.0,105,0.0
-691000.0,0.0,0.0,105,0.0
-690000.0,0.0,0.0,105,0.0
-689000.0,0.0,0.0,105,0.0
-688000.0,0.0,0.0,105,0.0
-687000.0,0.0,0.0,105,0.0
-686000.0,0.0,0.0,105,0.0
-685000.0,0.0,0.0,105,0.0
-684000.0,0.0,0.0,105,0.0
-683000.0,0.0,0.0,105,0.0
-682000.0,0.0,0.0,105,0.0
-681000.0,0.0,0.0,105,0.0
-680000.0,0.0,0.0,105,0.0
-679000.0,0.0,0.0,105,0.0
-678000.0,0.0,0.0,105,0.0
-677000.0,0.0,0.0,105,0.0
-676000.0,0.0,0.0,105,0.0
-675000.0,0.0,0.0,105,0.0
-674000.0,0.0,0.0,105,0.0
-673000.0,0.0,0.0,105,0.0
-672000.0,0.0,0.0,105,0.0
-671000.0,0.0,0.0,105,0.0
-670000.0,0.0,0.0,105,0.0
-669000.0,0.0,0.0,105,0.0
-668000.0,0.0,0.0,105,0.0
-667000.0,0.0,0.0,105,0.0
-666000.0,0.0,0.0,105,0.0
-665000.0,0.0,0.0,105,0.0
-664000.0,0.0,0.0,105,0.0
-663000.0,0.0,0.0,105,0.0
-662000.0,0.0,0.0,105,0.0
-661000.0,0.0,0.0,105,0.0
-660000.0,0.0,0.0,105,0.0
-659000.0,0.0,0.0,105,0.0
-658000.0,0.0,0.0,140,0.0
-657000.0,0.0,0.0,140,0.0
-656000.0,0.0,0.0,140,0.0
-655000.0,0.0,0.0,140,0.0
-654000.0,0.0,0.0,140,0.0
-653000.0,0.0,0.0,140,0.0
-652000.0,0.0,0.0,140,0.0
-651000.0,0.0,0.0,140,0.0
-650000.0,0.0,0.0,140,0.0
-649000.0,0.0,0.0,140,0.0
-648000.0,0.0,0.0,140,0.0
-647000.0,0.0,0.0,140,0.0
-646000.0,0.0,0.0,140,0.0
-645000.0,0.0,0.0,140,0.0
-644000.0,0.0,0.0,140,0.0
-643000.0,0.0,0.0,140,0.0
-642000.0,0.0,0.0,140,0.0
-641000.0,0.0,0.0,140,0.0
-640000.0,0.0,0.0,140,0.0
-639000.0,0.0,0.0,140,0.0
-638000.0,0.0,0.0,140,0.0
-637000.0,0.0,0.0,140,0.0
-636000.0,0.0,0.0,140,0.0
-635000.0,0.0,0.0,140,0.0
-634000.0,0.0,0.0,140,0.0
-633000.0,0.0,0.0,140,0.0
-632000.0,0.0,0.0,140,0.0
-631000.0,0.0,0.0,140,0.0
-630000.0,0.0,0.0,175,0.0
-629000.0,0.01796,0.038567206604670716,175,0.002915406783954471
-628000.0,0.03846285714285714,0.08194733059587614,175,0.00619463592463665
-627000.0,0.032388571428571426,0.07036920602076899,175,0.005319411973943538
-626000.0,0.042480000000000004,0.0902638431450287,175,0.006823305181219664
-625000.0,0.05441714285714286,0.1154909696567207,175,0.008730296696725419
-624000.0,0.032325714285714284,0.06996946929787266,175,0.00528919471798115
-623000.0,0.04146285714285714,0.08881265017366767,175,0.006713605303888631
-622000.0,0.042988571428571425,0.09197019685754959,175,0.006952293397563723
-621000.0,0.02293142857142857,0.04921902591798492,175,0.003720608638623733
-620000.0,0.014417142857142858,0.03151888218700903,175,0.0023826035391305575
-619000.0,0.015377142857142857,0.03419644975283055,175,0.0025850086219230237
-618000.0,0.02077714285714286,0.04550674502054099,175,0.00343998658001081
-617000.0,0.021451428571428573,0.04637313289873787,175,0.003505479347571664
-616000.0,0.028925714285714287,0.06274231345905058,175,0.00474287308838596
-615000.0,0.018554285714285714,0.04002407567734632,175,0.003025535734213926
-614000.0,0.02954285714285714,0.0632329859253159,175,0.004779964440412381
-613000.0,0.012228571428571429,0.027240400306658395,175,0.0020591807092933062
-612000.0,0.011097142857142858,0.02385267865767158,175,0.001803093023741056
-611000.0,0.009142857142857144,0.02038782437128633,175,0.0015411746588595834
-610000.0,0.005051428571428571,0.010885120378232123,175,0.0008228377574801009
-609000.0,0.013245714285714286,0.02940467105415321,175,0.002222784199798539
-608000.0,0.006074285714285714,0.013159943202396884,175,0.00099479819946506
-607000.0,0.005228571428571429,0.01133473380702831,175,0.0008568253380146655
-606000.0,0.0164,0.03606937759374287,175,0.00272658865879797
-605000.0,0.01817142857142857,0.03956580849635761,175,0.002990893991501962
-604000.0,0.006188571428571429,0.014045651583576497,175,0.0010617514597715417
-603000.0,0.005697142857142857,0.013300019136497462,175,0.0010053869447877802
-602000.0,0.007834285714285714,0.01772234680720022,175,0.0013396834942940384
-601000.0,0.010280000000000001,0.022455739352892783,175,0.0016974943381097372
-600000.0,0.012525714285714286,0.027113812305428205,175,0.002049611555858454
-599000.0,0.0064457142857142855,0.01427062618657565,175,0.0010787579412241488
-598000.0,0.0078,0.016524798501562476,175,0.0012491573514453458
-597000.0,0.00812,0.018354817088296678,175,0.0013874937535917624
-596000.0,0.005091428571428571,0.011446160110744046,175,0.0008652483748473223
-595000.0,0.007885714285714286,0.019701268647715552,210,0.0013595166969139819
-594000.0,0.012842857142857144,0.030980146002611585,210,0.002137833177979996
-593000.0,0.003947619047619047,0.010235603452459418,210,0.000706323742162794
-592000.0,0.011604761904761904,0.02746953033513663,210,0.0018955776815587824
-591000.0,0.012857142857142859,0.03101471438759492,210,0.002140218623171905
-590000.0,0.005404761904761904,0.013643196814567684,210,0.0009414700241062474
-589000.0,0.008271428571428572,0.020230670799842986,210,0.0013960489161364683
-588000.0,0.008476190476190476,0.020320680411928548,210,0.0014022601694674694
-587000.0,0.005504761904761905,0.013318421828087824,210,0.0009190584208356845
-586000.0,0.007190476190476191,0.017948941533263235,210,0.0012385946378754506
-585000.0,0.0035476190476190477,0.008956573542094459,210,0.0006180622931116343
-584000.0,0.012333333333333333,0.02987923593453985,210,0.002061863165789041
-583000.0,0.0027666666666666664,0.006823673492789949,210,0.0004708782065571692
-582000.0,0.002604761904761905,0.006148946787357744,210,0.00042431764041843937
-581000.0,0.0054476190476190475,0.013293507392766942,210,0.000917339161461144
-580000.0,0.002814285714285714,0.007049977821695456,210,0.0004864946888879467
-579000.0,0.004585714285714286,0.011220912879574064,210,0.0007743165522575103
-578000.0,0.0037523809523809524,0.009000564524964892,210,0.0006210979593316849
-577000.0,0.011971428571428572,0.028395517249440887,210,0.0019594768493550892
-576000.0,0.010722448979591837,0.028720182437161172,245,0.0018348651501625133
-575000.0,0.010420408163265307,0.028039762308630985,245,0.0017913947027152948
-574000.0,0.001142857142857143,0.003387537429470792,245,0.00021642182767490258
-573000.0,0.006228571428571429,0.016922823854579203,245,0.0010811595574312604
-572000.0,0.007608163265306122,0.021937353397153362,245,0.0014015260983563102
-571000.0,0.014771428571428573,0.04023971205450541,245,0.002570820901396909
-570000.0,0.006518367346938775,0.01783199916007263,245,0.0011392446370469015
-569000.0,0.016440816326530612,0.044412023545392004,245,0.00283738010473765
-568000.0,0.010522448979591837,0.028135876878967365,245,0.00179753523736959
-567000.0,0.007383673469387755,0.020115235101077728,245,0.0012851152305542758
-566000.0,0.005236734693877551,0.015026788836498012,245,0.0009600263234841293
-565000.0,0.00866938775510204,0.02282059578180936,245,0.0014579543844334482
-564000.0,0.010175510204081632,0.027094813267277282,245,0.001731024122951291
-563000.0,0.010759183673469388,0.028915705063699903,245,0.0018473566325647964
-562000.0,0.007848979591836735,0.02078277702030725,245,0.0013277629193893584
-561000.0,0.0056326530612244895,0.014973054866351736,245,0.0009565933860570432
-560000.0,0.008820408163265306,0.0231499121868518,245,0.0014789936377986126
-559000.0,0.001763265306122449,0.004839332271611641,245,0.0003091735978580602
-558000.0,0.0019166666666666668,0.005354041237771482,276,0.00032227541093275377
-557000.0,0.004139285714285714,0.011976914451339526,280,0.0007157575401895772
-556000.0,0.019235714285714287,0.048398082060740984,280,0.002892338615795565
-555000.0,0.025217857142857143,0.06091370330124408,280,0.003640290044307691
-554000.0,0.02400714285714286,0.06314641306398096,280,0.0037737199735458577
-553000.0,0.03885,0.10202722421141693,280,0.006097292865423011
-552000.0,0.029339285714285714,0.05958683215103998,280,0.0035609943263264724
-551000.0,0.02727857142857143,0.06473215482988043,280,0.003868486169826832
-550000.0,0.04090714285714286,0.09537767946910541,280,0.005699906559670021
-549000.0,0.024910714285714286,0.05929214372690278,280,0.00354338332455805
-548000.0,0.02250357142857143,0.042790730096380215,280,0.0025572352412749954
-547000.0,0.017282142857142857,0.0375203987870706,280,0.002242272703197113
-546000.0,0.01862857142857143,0.03538459313943888,280,0.002114633902495743
-545000.0,0.023810714285714286,0.053664795527960954,280,0.003207084946454968
-544000.0,0.019025,0.04061361006584671,280,0.0024271274339525647
-543000.0,0.016032142857142856,0.031033841553320125,280,0.0018546267641039367
-542000.0,0.015589285714285715,0.034271934234741924,280,0.0020481398147295196
-541000.0,0.01855357142857143,0.03603110943912544,280,0.0021532706413850623
-540000.0,0.017585714285714288,0.033137486101861284,280,0.001980343571518273
-539000.0,0.028010714285714285,0.05477732596931125,280,0.0032735713570678326
-538000.0,0.01542857142857143,0.029896150687151322,280,0.0017866367305127675
-537000.0,0.01732142857142857,0.033355963900043015,280,0.0019934001172628325
-536000.0,0.011507142857142856,0.02925747680160959,280,0.0017484686655110555
-535000.0,0.005182142857142857,0.013362831712528903,280,0.0007985819382267727
-534000.0,0.02106785714285714,0.04463181559306814,280,0.002667261144168597
-533000.0,0.02279642857142857,0.04500559090830418,280,0.0026895984916802517
-532000.0,0.02417857142857143,0.05205983156396108,280,0.0031111700041187985
-531000.0,0.02094642857142857,0.041436836953768943,280,0.0024763246503734632
-530000.0,0.021410714285714286,0.04058001379005715,280,0.0024251196724530263
-529000.0,0.028732142857142855,0.07427226168366466,280,0.004438616602214333
-528000.0,0.021021428571428573,0.04333432056065563,280,0.0025897209850081625
-527000.0,0.02900357142857143,0.06025486480541548,280,0.003600916913350432
-526000.0,0.02337857142857143,0.04534494915337848,280,0.002709879025846567
-525000.0,0.012321428571428572,0.023651219510456487,280,0.0014134307102272694
-524000.0,0.01557857142857143,0.03284929590842804,280,0.001963120913312222
-523000.0,0.015467857142857144,0.030695621599111853,280,0.0018344142558280618
-522000.0,0.01179642857142857,0.024635362032411835,280,0.0014722444751224459
-521000.0,0.023639285714285713,0.04486309592339849,280,0.002681082787547954
-520000.0,0.008846428571428571,0.02223871760412194,280,0.0013290175757677482
-519000.0,0.003692857142857143,0.007696665412640876,280,0.00045996373488314406
-518000.0,0.018510714285714287,0.03690635091470331,280,0.002205576323969398
-517000.0,0.016475,0.033477956423716246,280,0.00200069056498379
-516000.0,0.01764642857142857,0.03434027471477068,280,0.00205222393957482
-515000.0,0.01722142857142857,0.03409265634399674,280,0.002037425911527531
-514000.0,0.010371428571428571,0.021133758300107264,280,0.0012629836271523204
-513000.0,0.03213928571428572,0.07117663343008979,280,0.0042536174295875065
-512000.0,0.024667857142857144,0.0500318217989743,280,0.002989973239562713
-511000.0,0.012892857142857142,0.02653345664546141,280,0.0015856773243594633
-510000.0,0.01945,0.03683739820902172,280,0.002201455611643315
-509000.0,0.02176785714285714,0.045367156528143264,280,0.0027112061703294214
-508000.0,0.009264285714285714,0.017625987133407173,280,0.0010533542044804086
-507000.0,0.016835714285714287,0.03198927031456917,280,0.0019117245535852255
-506000.0,0.011742857142857143,0.02599141612605176,280,0.0015532842075486187
-505000.0,0.006110714285714286,0.013787632484361101,280,0.0008239686400148314
-504000.0,0.008867857142857143,0.020151230270462655,280,0.0012042663466271108
-503000.0,0.012278571428571429,0.027594235504491103,280,0.0016490709863839325
-502000.0,0.013439285714285714,0.028235883513138677,280,0.0016874167892368336
-501000.0,0.012967857142857144,0.029418785035321027,280,0.0017581086763037111
-500000.0,0.0166,0.03643658014632898,280,0.0021775021508598984
-499000.0,0.05596071428571429,0.14401723024974117,280,0.008606675691579465
-498000.0,0.033900000000000007,0.08902066128826899,280,0.005320002059680293
-497000.0,0.033685714285714284,0.06996123716445526,280,0.004180983610169278
-496000.0,0.028825,0.06972707739881721,280,0.004166989887616997
