Position,pi_value,centromere_distance,nucleosome_distance
71,0.8223044165305159,249929,71
72,0.819877025194836,249928,72
73,0.8170638706726133,249927,73
74,0.8147165732614847,249926,74
75,0.8134062076506781,249925,75
76,0.8127831595697872,249924,76
77,0.80921702780614,249923,77
78,0.8095673319337816,249922,78
79,0.8094084331827002,249921,79
80,0.8041171901549133,249920,80
81,0.7985608203598566,249919,81
82,0.7935073252926684,249918,82
83,0.790144008064802,249917,83
84,0.7868563891998289,249916,84
85,0.7824319783882084,249915,85
86,0.7789139366383404,249914,86
87,0.7767696225573206,249913,87
88,0.7789029275775798,249912,86
89,0.7824103100915281,249911,85
90,0.7868245469238724,249910,84
91,0.790102205521329,249909,83
92,0.7934559082836288,249908,82
93,0.7985006284443272,249907,81
94,0.8040489015643117,249906,80
95,0.8093324953380596,249905,79
96,0.8094819709571022,249904,78
97,0.8091220054402254,249903,77
98,0.8126805861957507,249902,76
99,0.8132946790385414,249901,75
100,0.814596596094448,249900,74
101,0.8169362981879418,249899,73
102,0.8197424389489412,249898,72
103,0.8221627889804735,249897,71
104,0.8256239867291535,249896,70
105,0.8291157769610485,249895,69
106,0.8302644189703834,249894,68
107,0.8290106665492264,249893,67
108,0.8310880187496962,249892,66
109,0.8323282997605416,249891,65
110,0.8314681418048216,249890,64
111,0.8319144771763207,249889,63
112,0.8325529844331405,249888,62
113,0.8357860002876409,249887,61
114,0.8369951264615076,249886,60
115,0.8391502588373765,249885,59
116,0.8403647993858626,249884,58
117,0.8414180341375844,249883,57
118,0.8425803514623408,249882,56
119,0.8416078693301584,249881,55
120,0.8417148107271245,249880,54
121,0.8420161028158759,249879,53
122,0.8425804555926979,249878,52
123,0.8451457257420454,249877,51
124,0.8453345683278227,249876,50
125,0.8477393038377978,249875,49
126,0.8502927275859903,249874,48
127,0.8505770667514098,249873,47
128,0.8505959282084719,249872,46
129,0.8533127074885033,249871,45
130,0.8531972439779079,249870,44
131,0.8539764408823212,249869,43
132,0.8556071239357022,249868,42
133,0.8564072664417708,249867,41
134,0.8596299212814441,249866,40
135,0.8604368124333008,249865,39
136,0.8621919179081963,249864,38
137,0.8637883246203187,249863,37
138,0.8658641444722255,249862,36
139,0.8659411345917889,249861,35
140,0.867704889186449,249860,34
141,0.8671496604547938,249859,33
142,0.867175480001501,249858,32
143,0.8680920880486176,249857,31
144,0.8697377920501583,249856,30
145,0.8706674929392263,249855,29
146,0.8729262603681731,249854,28
147,0.8733890943802158,249853,27
148,0.8733792100430409,249852,26
149,0.8743657536486404,249851,25
150,0.8736406517139371,249850,24
151,0.8746231574466166,249849,23
152,0.8737299327776232,249848,22
153,0.8738395881830902,249847,21
154,0.8737801414136095,249846,20
155,0.8737267674510969,249845,19
156,0.8745835839453344,249844,18
157,0.874263821303764,249843,17
158,0.874727870784766,249842,16
159,0.8749370246723618,249841,15
160,0.874224525513122,249840,14
161,0.8740831472013311,249839,13
162,0.8740284786147485,249838,12
163,0.8738824249757828,249837,11
164,0.8739569745133264,249836,10
165,0.8739747569741619,249835,9
166,0.8744969515679811,249834,8
167,0.87531382827033,249833,7
168,0.8742098831312184,249832,6
169,0.8750305443147753,249831,5
170,0.8759545604452361,249830,4
171,0.873965828028727,249829,3
172,0.873980098467316,249828,2
173,0.874667796167933,249827,1
174,0.8732745247793336,249826,0
175,0.8746615686946773,249825,1
176,0.8739675748693886,249824,2
177,0.8739470400378079,249823,3
178,0.8759299044601699,249822,4
179,0.8749994939835236,249821,5
180,0.874172377116744,249820,6
181,0.8752704541911616,249819,7
182,0.8744470551935545,249818,8
183,0.8739183885916654,249817,9
184,0.8738943325831836,249816,10
185,0.8738134763840065,249815,11
186,0.8739533472086894,249814,12
187,0.8740017881452508,249813,13
188,0.8741370042691784,249812,14
189,0.8748437808023063,249811,15
190,0.8746282418446983,249810,16
191,0.8741575707895108,249809,17
192,0.8744713667146005,249808,18
193,0.8736075037316288,249807,19
194,0.873654650601558,249806,20
195,0.8737078816153652,249805,21
196,0.8735918311086732,249804,22
197,0.8744797961915507,249803,23
198,0.8734898813287141,249802,24
199,0.8742095985140982,249801,25
200,0.8732155293768213,249800,26
201,0.8732191273472543,249799,27
202,0.872749349524866,249798,28
203,0.8704810022725032,249797,29
204,0.8695434790333151,249796,30
205,0.8678887561379676,249795,31
206,0.8669641252414588,249794,32
207,0.8669316530693608,249793,33
208,0.8674812086953645,249792,34
209,0.865707799650311,249791,35
210,0.8656239990137958,249790,36
211,0.8635376826180314,249789,37
212,0.8619314783937018,249788,38
213,0.8601661083052456,249787,39
214,0.8593506638583459,249786,40
215,0.8561144487509426,249785,41
216,0.855305485382356,249784,42
217,0.853664125066426,249783,43
218,0.8528759517063654,249782,44
219,0.8529843634003257,249781,45
220,0.850254062719217,249780,46
221,0.850227716617867,249779,47
222,0.8499352566517617,249778,48
223,0.8473681522749835,249777,49
224,0.8449498512481968,249776,50
225,0.8447528254233321,249775,51
226,0.8421732049243282,249774,52
227,0.8415995219610446,249773,53
228,0.841289549823505,249772,54
229,0.8411744298046202,249771,55
230,0.8421417298858466,249770,56
231,0.840968272423431,249769,57
232,0.839904096119733,249768,58
233,0.8386780350954602,249767,59
234,0.8365084525288866,249766,60
235,0.8352875325379026,249765,61
236,0.8320363576018313,249764,62
237,0.8313875027719199,249763,63
238,0.8309313678284135,249762,64
239,0.8317859076039384,249761,65
240,0.8305331944492746,249760,66
241,0.8284404947780535,249759,67
242,0.8296899659710582,249758,68
243,0.8285289168874045,249757,69
244,0.8250164408253496,249756,70
245,0.8215343167271603,249755,71
246,0.819096424968646,249754,72
247,0.8162710988035828,249753,73
248,0.8139136491436243,249752,74
249,0.8125976252126876,249751,75
250,0.8119718974296799,249750,76
251,0.8083903332226827,249749,77
252,0.80874217582588,249748,78
253,0.8085826091222343,249747,79
254,0.8032684605288636,249746,80
255,0.7976880375846804,249745,81
256,0.7926126693353784,249744,82
257,0.7892348027442642,249743,83
258,0.7859329631970892,249742,84
259,0.7814894074826129,249741,85
260,0.7779561483521602,249740,86
261,0.7758025687584231,249739,87
262,0.7728263337195769,249738,88
263,0.7712379806470541,249737,89
264,0.7670317847820098,249736,90
265,0.7630051717649827,249735,91
266,0.7586980976221578,249734,92
267,0.7550089274590444,249733,93
268,0.751278871759613,249732,94
269,0.7512727071145276,249731,94
270,0.7549907104246992,249730,93
271,0.7586681923555791,249729,92
272,0.7629640506765362,249728,91
273,0.7669798117995029,249727,90
274,0.7711756034536974,249726,89
275,0.7727531252499777,249725,88
276,0.7757192020516216,249724,87
277,0.7778625713356944,249723,86
278,0.7813864830733811,249722,85
279,0.7858215152312412,249721,84
280,0.7891146204317793,249720,83
281,0.7924841268127794,249719,82
282,0.7975526057747393,249718,81
283,0.8031270055911887,249717,80
284,0.8084354795482432,249716,79
285,0.8085856807019678,249715,78
286,0.8082240440823322,249714,77
287,0.8117993876642547,249713,76
288,0.8124163912179656,249712,75
289,0.8137244543802205,249711,74
290,0.8160751839164087,249710,73
291,0.8188945455998038,249709,72
292,0.8213263012630355,249708,71
293,0.8248037997590183,249707,70
294,0.8283120338167099,249706,69
295,0.8294660982580858,249705,68
296,0.8282064690510796,249704,67
297,0.8302936112286381,249703,66
298,0.8315397450097878,249702,65
299,0.8306755614802814,249701,64
300,0.8311240155697195,249700,63
301,0.8317655451499353,249699,62
302,0.835013783855669,249698,61
303,0.8362286150176295,249697,60
304,0.838393900471087,249696,59
305,0.839614170788462,249695,58
306,0.8406723765588564,249694,57
307,0.8418401775520069,249693,56
308,0.8408631414180973,249692,55
309,0.8409706041457903,249691,54
310,0.8412733312916956,249690,53
311,0.8418403558203721,249689,52
312,0.8444177045632529,249688,51
313,0.8446074530473298,249687,50
314,0.8470235115380844,249686,49
315,0.8495889566842277,249685,48
316,0.8498746499935419,249684,47
317,0.8498936175838068,249683,46
318,0.8526231849033303,249682,45
319,0.8525071958037997,249681,44
320,0.8532900724032026,249680,43
321,0.8549284371906734,249679,42
322,0.8557323573738862,249678,41
323,0.8589701756193746,249677,40
324,0.8597808755076286,249676,39
325,0.8615442459576771,249675,38
326,0.8631481713982606,249674,37
327,0.8652337626438474,249673,36
328,0.8653111302497987,249672,35
329,0.8670831889979937,249671,34
330,0.8665253665783266,249670,33
331,0.8665513229757515,249669,32
332,0.8674722536758296,249668,31
333,0.8691257060471023,249667,30
334,0.8700597905942151,249666,29
335,0.8723291862720116,249665,28
336,0.8727942097648502,249664,27
337,0.8727842937754353,249663,26
338,0.8737754872400705,249662,25
339,0.8730469933221213,249661,24
340,0.8740341296812375,249660,23
341,0.873136723335997,249659,22
342,0.8732469086283278,249658,21
343,0.873187197326666,249657,20
344,0.8731335873726893,249656,19
345,0.8739944434839813,249655,18
346,0.8736731934451212,249654,17
347,0.8741394373574913,249653,16
348,0.8743495882910117,249652,15
349,0.8736337571165025,249651,14
350,0.8734917294475161,249650,13
351,0.8734368187920335,249649,12
352,0.8732900938918859,249648,11
353,0.8733650082734769,249647,10
354,0.873382888957948,249646,9
355,0.8739075506450662,249645,8
356,0.8747282782015569,249644,7
357,0.8736191634032462,249643,6
358,0.8744436930541164,249642,5
359,0.8753720627980464,249641,4
360,0.8733740063147741,249640,3
361,0.8733883584652476,249639,2
362,0.8740792999452704,249638,1
363,0.8726795012462293,249637,0
364,0.8740730724720147,249636,1
365,0.8733758348673202,249635,2
366,0.873355218323855,249634,3
367,0.8753474068129802,249633,4
368,0.8744126427228646,249632,5
369,0.8735816573887718,249631,6
370,0.8746849041223885,249630,7
371,0.8738576542706396,249629,8
372,0.8733265205754515,249628,9
373,0.8733023663433339,249627,10
374,0.8732211453001096,249626,11
375,0.8733616873859744,249625,12
376,0.8734103703914358,249624,13
377,0.8735462358725589,249623,14
378,0.8742563444209562,249622,15
379,0.8740398084174237,249621,16
380,0.8735669429308681,249620,17
381,0.8738822262532474,249619,18
382,0.8730143236532212,249618,19
383,0.8730617065146146,249617,20
384,0.8731152020606028,249616,21
385,0.8729986216670469,249615,22
386,0.8738907684261716,249614,23
387,0.8728962229368983,249613,24
388,0.8736193321055282,249612,25
389,0.8726206131092158,249611,26
390,0.8726242427318887,249610,27
391,0.8721522754287044,249609,28
392,0.8698732999274921,249608,29
393,0.868931393030259,249607,30
394,0.8672689217651796,249606,31
395,0.8663399682157094,249605,32
396,0.8663073591928936,249604,33
397,0.8668595085069093,249603,34
398,0.8650777953083207,249602,35
399,0.8649936171854178,249601,36
400,0.8628975293959733,249600,37
401,0.8612838064431827,249599,38
402,0.8595101713795734,249598,39
403,0.8586909181962764,249597,40
404,0.855439539683058,249596,41
405,0.8546267986373272,249595,42
406,0.8529777565873073,249594,43
407,0.8521859035322572,249593,44
408,0.8522948408151528,249592,45
409,0.8495517520945519,249591,46
410,0.849525299859999,249590,47
411,0.8492314857499991,249589,48
412,0.8466523599752701,249588,49
413,0.8442227359677039,249587,50
414,0.8440248042445396,249586,51
415,0.8414331051520023,249585,52
416,0.8408567504368643,249584,53
417,0.8405453432421708,249583,54
418,0.8404297018925591,249582,55
419,0.8414015559755127,249581,56
420,0.840222614844703,249580,57
421,0.8391534675223324,249579,58
422,0.8379216767291706,249578,59
423,0.8357419410850084,249577,60
424,0.8345153161059307,249576,61
425,0.831248918318626,249575,62
426,0.8305970411653187,249574,63
427,0.8301387875038734,249573,64
428,0.8309973528531848,249572,65
429,0.8297387869282166,249571,66
430,0.8309890083584678,249570,65
431,0.8301220133171106,249569,64
432,0.8305719471460615,249568,63
433,0.8312155875553158,249567,62
434,0.834474458093657,249566,61
435,0.8356932736917463,249565,60
436,0.8378656501835196,249564,59
437,0.8390899222442456,249563,58
438,0.8401515998372051,249562,57
439,0.841323230693996,249561,56
440,0.8403430139874515,249560,55
441,0.8404508408191442,249559,54
442,0.8407545702271887,249558,53
443,0.8413234607412874,249557,52
444,0.843909245327271,249556,51
445,0.8440996265022236,249555,50
446,0.8465235931065386,249554,49
447,0.8490974341496633,249553,48
448,0.849384073210269,249552,47
449,0.8494031149253105,249551,46
450,0.8521416135740032,249550,45
451,0.852025257396486,249549,44
452,0.852810703941596,249548,43
453,0.8544544337497008,249547,42
454,0.8552609923106017,249546,41
455,0.8585094008712626,249545,40
456,0.8593227608293813,249544,39
457,0.8610919036430288,249543,38
458,0.8627010802590453,249542,37
459,0.8647934959700596,249541,36
460,0.8648711272172975,249540,35
461,0.8666489856917711,249539,34
462,0.8660893518074605,249538,33
463,0.8661154037831645,249537,32
464,0.8670393534789618,249536,31
465,0.8686982174100472,249535,30
466,0.8696353635596041,249534,29
467,0.871912182141359,249533,28
468,0.8723787347953886,249532,27
469,0.8723687966996473,249531,26
470,0.8733632376848788,249530,25
471,0.872632374762758,249529,24
472,0.873622745210179,249528,23
473,0.8727224183291469,249527,22
474,0.8728329737011922,249526,21
475,0.872773077646896,249525,20
476,0.8727193028734841,249524,19
477,0.8735829803046237,249523,18
478,0.8732606914486089,249522,17
479,0.8737284679797122,249521,16
480,0.8739393152627672,249520,15
481,0.8732211569664825,249519,14
482,0.873078675778185,249518,13
483,0.8730235960587088,249517,12
484,0.8728764023412278,249516,11
485,0.8729515715345342,249515,10
486,0.8729695208196399,249514,9
487,0.8734959055560463,249513,8
488,0.8743193225979693,249512,7
489,0.8732065972440275,249511,6
490,0.8740338286815926,249510,5
491,0.8749652390444536,249509,4
492,0.872960670514553,249508,3
493,0.8729750797336443,249507,2
494,0.8736682867103949,249506,1
495,0.8722639292548547,249505,0
496,0.8736620592371392,249504,1
497,0.8729625561357169,249503,2
498,0.8729418825236338,249502,3
499,0.8749405830593874,249501,4
500,0.8740027783503408,249500,5
501,0.8731690912295531,249499,6
502,0.874275948518801,249498,7
503,0.8734460091816196,249497,8
504,0.8729131524371433,249496,9
505,0.8728889296043914,249495,10
506,0.8728074537494515,249494,11
507,0.8729484646526497,249493,12
508,0.8729973167221046,249492,13
509,0.8731336357225389,249491,14
510,0.8738460713927116,249490,15
511,0.8736288390396444,249489,16
512,0.8731544409343557,249488,17
513,0.8734707630738897,249487,18
514,0.872600039154016,249486,19
515,0.8726475868348446,249485,20
516,0.8727012671334672,249484,21
517,0.8725843166601968,249483,22
518,0.8734793839551132,249482,23
519,0.872481604377535,249481,24
520,0.8732070825503364,249480,25
521,0.8722051160334278,249479,26
522,0.8722087677624271,249478,27
523,0.8717352712980518,249477,28
524,0.8694488728928811,249476,29
525,0.8685039043932039,249475,30
526,0.8668360215683117,249474,31
527,0.8659040490231223,249473,32
528,0.8658713444220275,249472,33
529,0.8664253052006866,249471,34
530,0.8646377922758196,249470,35
531,0.8645533505116298,249469,36
532,0.8624504382567582,249468,37
533,0.8608314641285343,249467,38
534,0.8590520567013261,249466,39
535,0.8582301434481644,249465,40
536,0.8549681746197735,249464,41
537,0.8541527951963546,249463,42
538,0.8524983881257008,249462,43
539,0.8517039651249436,249461,44
540,0.8518132694858257,249460,45
541,0.8490612494360555,249459,46
542,0.8490347230767262,249458,47
543,0.8487399632154348,249457,48
544,0.8461524415437242,249456,49
545,0.8437149094225976,249455,50
546,0.8435163450085575,249454,51
547,0.8409162100729177,249453,52
548,0.8403379893723574,249452,53
549,0.8400255799155247,249451,54
550,0.8399095744619132,249450,55
551,0.8408846091175017,249449,56
552,0.8397018381230517,249448,57
553,0.8386292189781162,249447,58
554,0.8373934264416033,249446,59
555,0.8352065997591253,249445,60
556,0.8339759903439186,249444,61
557,0.8306989607240064,249443,62
558,0.8300449727416608,249442,63
559,0.8295852393407024,249441,64
560,0.8304466162018647,249440,65
561,0.8291839626277949,249439,66
562,0.8270746355351694,249438,67
563,0.8283340879358863,249437,68
564,0.8271638293247976,249436,69
565,0.8236234248601995,249435,70
566,0.8201136153657973,249434,71
567,0.8176563521375714,249433,72
568,0.8148085713900267,249432,73
569,0.8124323925813647,249431,74
570,0.8111059300253605,249430,75
571,0.8104752586539645,249429,76
572,0.8068652242497529,249428,77
573,0.8072199050750961,249427,78
574,0.8070591061141333,249426,79
575,0.801702700701496,249425,80
576,0.7960779038442689,249424,81
577,0.7909621833452056,249423,82
578,0.7960678718583474,249422,81
579,0.8016831896756098,249421,80
580,0.8070306294223932,249420,79
581,0.8071819668632386,249419,78
582,0.8068177130667957,249418,77
583,0.8104193095408537,249417,76
584,0.8110408716682808,249416,75
585,0.8123585604785729,249415,74
586,0.8147265605070235,249414,73
587,0.8175666279736415,249413,72
588,0.8200162464251431,249412,71
589,0.8235192741338331,249411,70
590,0.8270532614848357,249410,69
591,0.8282158182007311,249409,68
592,0.8269469851386381,249408,67
593,0.8290494597670868,249407,66
594,0.8303047597916762,249406,65
595,0.8294342716598376,249405,64
596,0.829886043953032,249404,63
597,0.830532306907455,249403,62
598,0.8338043866923692,249402,61
599,0.8350281526504976,249401,60
600,0.8372093392201784,249400,59
601,0.8384385831438558,249399,58
602,0.8395045742133352,249398,57
603,0.8406809633855581,249397,56
604,0.8396967950584672,249396,55
605,0.839805074261796,249395,54
606,0.8401100489046195,249394,53
607,0.8406812577642429,249393,52
608,0.8432775232462023,249392,51
609,0.8434686904916371,249391,50
610,0.8459024823279513,249390,49
611,0.8484867546370228,249389,48
612,0.8487745687219603,249388,47
613,0.8487937025314213,249387,46
614,0.8515432976799908,249386,45
615,0.8514264854358842,249385,44
616,0.8522151249438423,249384,43
617,0.8538655203836439,249383,42
618,0.8546753569289453,249382,41
619,0.8579369231539113,249381,40
620,0.8587535880473165,249380,39
621,0.8605299025854354,249379,38
622,0.8621456033891114,249378,37
623,0.8642464979814141,249377,36
624,0.864324456782978,249376,35
625,0.8661095209779792,249375,34
626,0.8655476364860815,249374,33
627,0.8655738072105564,249373,32
628,0.8665015077798229,249372,31
629,0.8681670951640091,249371,30
630,0.8691080451226633,249370,29
631,0.8713940861002452,249369,28
632,0.871862538621209,249368,27
633,0.8718525730600319,249367,26
634,0.87285104884358,249366,25
635,0.8721172426132459,249365,24
636,0.8731116311703792,249364,23
637,0.8722076757448785,249363,22
638,0.8723186909129328,249362,21
639,0.8722585653174848,249361,20
640,0.872204585768411,249360,19
641,0.8730717684757248,249359,18
642,0.8727481889680935,249358,17
643,0.8732178696618653,249357,16
644,0.8734295821064635,249356,15
645,0.8727085325376698,249355,14
646,0.8725654878859856,249354,13
647,0.8725101981173053,249353,12
648,0.8723624219298041,249352,11
649,0.872437907707363,249351,10
650,0.87245594222356,249350,9
651,0.8729844677181731,249349,8
652,0.8738112262419968,249348,7
653,0.8726940150462104,249347,6
654,0.8735246032490631,249346,5
655,0.8744597913505958,249345,4
656,0.8724471320960965,249344,3
657,0.8724616122186221,249343,2
658,0.8731576339034284,249342,1
659,0.8717476125382986,249341,0
660,0.8731514064301727,249340,1
661,0.8724490886206947,249339,2
662,0.8724283441051772,249338,3
663,0.8744351353655296,249337,4
664,0.8734935529178114,249336,5
665,0.872656509031736,249335,6
666,0.8737678521628285,249334,7
667,0.8729345713437464,249333,8
668,0.8723995738410635,249332,9
669,0.8723752657772201,249331,10
670,0.8722934733380276,249330,11
671,0.8724350667112464,249329,12
672,0.8724841288299053,249328,13
673,0.8726210112937262,249327,14
674,0.8733363382364079,249326,15
675,0.8731182407217976,249325,16
676,0.8726419384538402,249324,17
677,0.8729595512449908,249323,18
678,0.8720853220489427,249322,19
679,0.8721330745054333,249321,20
680,0.8721869843452078,249320,21
681,0.8720695740759284,249319,22
682,0.8729682699153133,249318,23
683,0.8719664722280228,249317,24
684,0.8726948937090376,249316,25
685,0.8716888923938124,249315,26
686,0.8716925715882474,249314,27
687,0.8712171752569381,249313,28
688,0.8689215544559403,249312,29
689,0.8679727821471659,249311,30
690,0.8662981758691729,249310,31
691,0.8653624524505142,249309,32
692,0.8653296291006485,249308,33
693,0.8658858404868948,249307,34
694,0.8640911218415,249306,35
695,0.8640063525229844,249305,36
696,0.8618949613868241,249304,37
697,0.8602694630709409,249303,38
698,0.8584828839192613,249302,39
699,0.8576576657308131,249301,40
700,0.854382539238117,249300,41
701,0.8535638818302979,249299,42
702,0.8519028091279471,249298,43
703,0.8511051931643419,249297,44
704,0.8512149535918132,249296,45
705,0.8484518370421663,249295,46
706,0.8484252185884176,249294,47
707,0.8481292837027943,249293,48
708,0.8455313307651369,249292,49
709,0.8430839734120112,249291,50
710,0.842884622927489,249290,51
711,0.8402740070958731,249289,52
712,0.8396934680497882,249288,53
713,0.8393798133581765,249287,54
714,0.839263355532929,249286,55
715,0.8402423418090639,249285,56
716,0.8390548124991819,249284,57
717,0.8379778798777262,249283,58
718,0.8367371154782621,249282,59
719,0.8345414787178765,249281,60
720,0.8333059189426307,249280,61
721,0.8300156800761458,249279,62
722,0.8293590695486311,249278,63
723,0.8288974976834295,249277,64
724,0.8297623676350732,249276,65
725,0.8284946354666651,249275,66
726,0.8263768133674652,249274,67
727,0.8276413652014059,249273,68
728,0.8276371412822932,249272,68
729,0.8263640483278121,249271,67
730,0.8284736193946796,249270,66
731,0.8297331619035637,249269,65
732,0.8288597557632132,249268,64
733,0.8293130638466597,249267,63
734,0.8299615175857666,249266,62
735,0.8332446319242203,249265,61
736,0.8344725332440885,249264,60
737,0.8366610794520213,249263,59
738,0.8378944767002373,249262,58
739,0.8389640711007122,249261,57
740,0.8401444352071679,249260,56
741,0.8391569658312059,249259,55
742,0.8392656229303527,249258,54
743,0.8395716377997904,249257,53
744,0.8401447833261019,249256,52
745,0.8427498041906756,249255,51
746,0.8429416280925496,249254,50
747,0.8453836275921801,249253,49
748,0.8479766138246341,249252,48
749,0.8482654094847757,249251,47
750,0.8482846202267698,249250,46
751,0.8510434850124315,249249,45
752,0.8509262917858693,249248,44
753,0.8517175985859626,249247,43
754,0.853373562266877,249246,42
755,0.8541861371284152,249245,41
756,0.8574586948168557,249244,40
757,0.8582781205403478,249243,39
758,0.8600604260922019,249242,38
759,0.8616815769794713,249241,37
760,0.8637895545396796,249240,36
761,0.8638677869689426,249239,35
762,0.8656588705768239,249238,34
763,0.8650951060041978,249237,33
764,0.8651213759273412,249236,32
765,0.8660522098482253,249235,31
766,0.8677234137755505,249234,30
767,0.8686675413064382,249233,29
768,0.8709612863585832,249232,28
769,0.8714313259635101,249231,27
770,0.8714213374586459,249230,26
771,0.872423183774934,249229,25
772,0.8716869188054217,249228,24
773,0.8726846639542049,249227,23
774,0.8717776773665568,249226,22
775,0.8718890766324966,249225,21
776,0.8718287592862084,249224,20
777,0.8717746086745388,249223,19
778,0.8726447195698761,249222,18
779,0.8723200618959555,249221,17
780,0.8727913332622005,249220,16
781,0.8730037684332097,249219,15
782,0.8722803035940885,249218,14
783,0.8721367882443314,249217,13
784,0.8720813230077183,249216,12
785,0.8719330602446512,249215,11
786,0.8720088104858846,249214,10
787,0.8720269162012251,249213,9
788,0.8725572300121448,249212,8
789,0.8733867798958492,249211,7
790,0.8722658213809606,249210,6
791,0.8730992137109135,249209,5
792,0.8740375576063366,249208,4
793,0.872018139636776,249207,3
794,0.8720326789896096,249206,2
795,0.8727310519854137,249205,1
796,0.8713162991836145,249204,0
797,0.872724824512158,249203,1
798,0.8720201553916822,249202,2
799,0.8719993516458568,249201,3
800,0.8740129016212704,249200,4
801,0.8730681633796618,249199,5
802,0.8722283153664863,249198,6
803,0.8733434058166808,249197,7
804,0.872507333637718,249196,8
805,0.8719705478187284,249195,9
806,0.8719461685557418,249194,10
807,0.8718641116528749,249193,11
808,0.8720061916016593,249192,12
809,0.8720554291882511,249191,13
810,0.8721927823501449,249190,14
811,0.8729105245631541,249189,15
812,0.8726917043221328,249188,16
813,0.8722138113817023,249187,17
814,0.8725325023391423,249186,18
815,0.8716553449550707,249185,19
816,0.8717032684741569,249184,20
817,0.8717573700647716,249183,21
818,0.8716395756976067,249182,22
819,0.8725413026991391,249181,23
820,0.8715361484201987,249180,24
821,0.8722670286403917,249179,25
822,0.8712576567924264,249178,26
823,0.8712613589305486,249177,27
824,0.870784375515276,249176,28
825,0.8684810506397153,249175,29
826,0.8675291007587073,249174,30
827,0.8658488779375753,249173,31
828,0.864910021167299,249172,32
829,0.8648770986187648,249171,33
830,0.8654351900857395,249170,34
831,0.8636344520274648,249169,35
832,0.86354940908125,249168,36
833,0.861430934977184,249167,37
834,0.8597999865777074,249166,38
835,0.8580074164122925,249165,39
836,0.8571794373937576,249164,40
837,0.853893319437587,249163,41
838,0.8530719237135309,249162,42
839,0.8514052827700674,249161,43
840,0.8506049995143269,249160,44
841,0.850715140924254,249159,45
842,0.8479427547375149,249158,46
843,0.8479160593512329,249157,47
844,0.8476191428904055,249156,48
845,0.8450124760293658,249155,49
846,0.8425569110129237,249154,50
847,0.8423569038719622,249153,51
848,0.8397375326577322,249152,52
849,0.8391550569449591,249151,53
850,0.8388403620267332,249150,54
851,0.8387235263056678,249149,55
852,0.8397058136306736,249148,56
853,0.8385143093865589,249147,57
854,0.8374337734341079,249146,58
855,0.8361888557101052,249145,59
856,0.8339858593114675,249144,60
857,0.8327461641744818,249143,61
858,0.8294448907544574,249142,62
859,0.828786089442259,249141,63
860,0.8283229817868052,249140,64
861,0.8291907697469607,249139,65
862,0.8279187950942579,249138,66
863,0.8257938765566393,249137,67
864,0.827062688282968,249136,68
865,0.8258837939467768,249135,69
866,0.8223172011670212,249134,70
867,0.8187814312232109,249133,71
868,0.8163060034704267,249132,72
869,0.8134371671798073,249131,73
870,0.8110434261475947,249130,74
871,0.8097071753481473,249129,75
872,0.8090718684001006,249128,76
873,0.8054351376427378,249127,77
874,0.8057924798539561,249126,78
875,0.8056305254118331,249125,79
876,0.8002344960035592,249124,80
