Bin_Center,mean_of_means,sd_of_means,n_datasets,se_of_means
40000.0,13.272918743194372,8.255314605058011,688,0.3147309187293044
50000.0,12.771318482076783,7.776248723848397,688,0.29646670323440555
60000.0,12.504153446264171,7.505782114544708,688,0.28615526042402556
70000.0,11.977637978898287,7.550678321453053,688,0.28786691226574546
80000.0,12.300358493853725,7.619397100019899,688,0.29048679113735715
90000.0,12.596048438278913,7.650655159507932,602,0.31181742562984005
100000.0,12.266058927672146,7.423318271484613,602,0.3025518657926496
110000.0,12.7254424492722,7.93171031962806,602,0.32327237878894666
120000.0,12.326046258500236,7.9097794486733415,602,0.32237854321796006
130000.0,12.246498443968978,7.54837607003501,559,0.31926229058136185
140000.0,12.984154319712939,7.758406312390286,559,0.3281456233198952
150000.0,12.004470206857851,7.460569633350442,559,0.3155484740142479
160000.0,11.126815126514776,7.814973265193638,559,0.33053815050132407
170000.0,12.346770008828443,7.786892363701759,516,0.34279882195406464
180000.0,12.582290768705148,7.614826640118491,516,0.33522405084024154
190000.0,12.517043048720199,7.705307583323107,516,0.3392072522627266
200000.0,11.436120660680736,7.474223168799442,516,0.32903432815247224
210000.0,11.520110109498866,7.388345916436527,473,0.33971650717191104
220000.0,11.502800178534692,7.146206214714119,473,0.3285829118249759
230000.0,11.832008518570802,7.380771836323586,473,0.33936825059728526
240000.0,13.351947273001837,10.139490334155338,430,0.48896964341126853
250000.0,11.33415331365579,7.392175526108357,430,0.3564823587689545
260000.0,11.628436826710775,7.540106773381468,430,0.36361623698617196
270000.0,12.107903441182469,7.43761974893423,430,0.3586738737956435
280000.0,11.240143459024702,6.846797383271423,430,0.3301818892937804
290000.0,10.705923965109015,7.048380542400924,430,0.3399030924498442
300000.0,12.204440473665157,9.683697004321992,430,0.4669893372407403
310000.0,13.39690987945145,10.61616451503829,430,0.5119569136357449
320000.0,12.22482799387863,8.80529186576312,387,0.4475981402967296
330000.0,10.434752732316765,6.699324295094849,387,0.3405457923988163
340000.0,11.563966951161603,7.74640772214642,387,0.3937720342802592
350000.0,11.294667180339825,6.993548944267301,387,0.3555020718506201
360000.0,11.687274947919866,7.101858037458718,387,0.361007732472524
370000.0,11.22412256329902,7.615533927854602,387,0.3871193454390907
380000.0,10.995672344960042,7.0777676314549645,387,0.35978314831442254
390000.0,11.554513404525236,7.130959319268944,387,0.362487033762826
400000.0,11.738430617954632,7.514587207272119,344,0.40515938901961707
410000.0,11.801101572356089,7.603571382666929,344,0.4099570942216388
420000.0,11.330821838423633,6.980585343552499,344,0.3763679380892714
430000.0,10.493028117612692,7.405086894549857,301,0.4268221128285748
440000.0,10.652297093094095,6.561517071362503,301,0.37819955655361015
450000.0,10.635777940817176,6.925641945669909,301,0.39918736539346494
460000.0,10.770475299237354,6.937870343688155,301,0.3998921985376239
470000.0,11.282665231685415,7.394760360704979,258,0.4603776710158469
480000.0,11.575091949807836,7.193379026302142,258,0.4478402167649828
490000.0,12.191770868718253,7.916450013688644,258,0.49285665014679303
500000.0,11.022056583138847,7.052478019046943,258,0.43906810321433476
510000.0,12.739550973536591,7.616621103964083,258,0.4741901175711445
520000.0,11.633641158523702,7.896466173060264,258,0.4916125105725975
530000.0,11.859964538590699,7.505212858458594,258,0.46725414316549263
540000.0,10.25944413709793,7.199780113260298,258,0.44823873103211515
550000.0,11.833528496923106,7.6394058412247805,258,0.47560863335301196
560000.0,12.117104466826168,7.4308363442777905,258,0.462623663649376
570000.0,11.267126180154177,6.7232680070077135,258,0.4185723831064731
580000.0,11.392869308298494,7.1312919909038195,215,0.48635007709075284
590000.0,10.005201719849707,6.603238032833977,215,0.45033709605689165
600000.0,11.176746876913791,7.341945628539544,172,0.5598181059059986
610000.0,11.151040138611283,7.065819775655376,172,0.5387637070076451
620000.0,10.313235253135108,7.381879438873835,172,0.5628630303979548
630000.0,12.066895703381267,7.931339605148204,172,0.6047589753037331
640000.0,12.167445159847228,7.711458854995633,172,0.5879932252827693
650000.0,9.012687707312876,5.35057607288449,172,0.40797760078536355
660000.0,10.686066179913485,7.159626450379699,172,0.5459163988992026
670000.0,11.044677870532057,8.31124959544947,129,0.7317647239011961
680000.0,12.783127057832623,8.101972743982097,129,0.713338924546454
690000.0,11.040206489796063,7.3464966459198875,129,0.6468229630218321
700000.0,11.267910062436355,7.700027996609382,129,0.6779496628347408
710000.0,11.283741315867216,7.6109516780241036,129,0.6701069302916849
720000.0,13.21503619166644,8.459084447939993,129,0.7447808568873756
730000.0,11.882037122828866,7.361984290687156,129,0.6481865741090511
740000.0,11.144885561689009,7.789452694269146,129,0.6858230684449842
750000.0,11.877751019176554,7.980408567274834,129,0.7026357955905901
760000.0,8.965797309008368,5.841176202965586,129,0.5142868881908715
770000.0,11.096954918955117,7.529308605293756,86,0.8119062272133388
780000.0,11.416033608513759,7.485358655179352,86,0.8071669822103499
790000.0,8.888588940441757,5.306420460302452,86,0.5722060340178796
800000.0,10.232637821425113,5.947066103368621,86,0.6412886303504047
810000.0,11.613804458889781,7.820777440104001,86,0.8433361199733025
820000.0,10.33035834402085,7.237893510400161,86,0.7804821293776193
830000.0,9.55955847022074,6.1188898627755774,86,0.6598168628294973
840000.0,10.82558498527274,7.894774505733505,86,0.8513154287690486
850000.0,9.945082206934485,6.964111666326523,86,0.7509594738784074
860000.0,10.832207971648826,6.506712988520566,86,0.7016369059910051
870000.0,11.74556856073006,7.71506867334242,86,0.8319372505014856
880000.0,11.132583307750629,7.487631396637575,86,0.8074120582245644
890000.0,11.563241852905403,8.536496113785093,86,0.9205140493898214
900000.0,10.347816437353442,6.709172996383454,86,0.7234687301016504
910000.0,11.164849767091205,6.1752344216337045,86,0.6658926528660934
920000.0,9.572906065509857,5.398871206592135,86,0.5821752543750236
930000.0,8.783451571455972,6.0505768956495505,86,0.6524504861385424
940000.0,11.71900776069378,7.695677491620897,43,1.1735798152129922
950000.0,9.995660522408889,6.940130096713604,43,1.058359917671106
960000.0,11.479017960255574,6.755654513361973,43,1.030227654948709
970000.0,11.557242614048942,7.997058386113988,43,1.21953997074875
980000.0,11.319549599085267,6.338682016448503,43,0.9666399453013884
990000.0,10.338445189169066,6.412825652774897,43,0.9779467438404241
1000000.0,11.473000157061875,7.091411935891506,43,1.081430181863023
1010000.0,11.334806225425883,6.385859248016951,43,0.9738344056678269
1020000.0,11.262363766370749,6.668460463400199,43,1.0169306869880288
1030000.0,11.145114252345358,6.264964756550745,43,0.9553981685581432
1040000.0,11.961520865295068,6.909037365881994,43,1.0536183206715488
1050000.0,12.195855959689403,7.68882274158575,43,1.1725344756326448
1060000.0,11.637577623924393,7.34693502216909,43,1.1203970872073294
1070000.0,10.99467339391987,6.246876888883733,43,0.9526397945985586
1080000.0,8.328736212319948,3.467137529436839,43,0.5287335163856369
