distance,mean_of_means,sd_of_means,n_datasets,se_of_means
91,14.026632170716951,9.745901325744676,688,0.3715590046946749
92,14.296978291609072,10.106557728464695,688,0.3853089011437007
93,14.360048191535682,10.2353722651119,688,0.3902199093128896
94,14.442640986762182,10.348274947806745,688,0.39452428373730947
95,14.398512628694544,10.332828547973737,688,0.39393539526447957
96,14.567874334663953,10.428651807603062,688,0.3975886227890001
97,14.506829499060544,10.138331062320946,688,0.3865202481406454
98,14.655826172987592,10.316852535498283,688,0.3933263154989489
99,14.463257302716686,9.824279458376694,688,0.3745471429876054
100,14.504832725590761,10.157669694187696,688,0.38725752656861234
101,14.595034073503907,10.194318544559284,688,0.38865475089011253
102,14.628059442256228,10.160763406294103,688,0.38737547323692423
103,14.71090789564925,10.37132195767379,688,0.3954029427511008
104,14.788831716761347,10.430503608599697,688,0.39765922204013193
105,14.754047259351,10.556846559713874,688,0.4024760018942604
106,14.974843620968446,10.604268343490372,688,0.4042839404513949
107,14.851189191939323,10.178241350160798,688,0.38804181359993034
108,14.71049553829349,10.212393293822407,688,0.38934384424554913
109,14.882931157383172,10.166409531982374,688,0.38759072976076914
110,14.756660052493004,10.3070969282149,688,0.39295438645808833
111,14.755242261038791,10.062247991521525,688,0.38361960825978886
112,14.840633500118239,10.300653063383253,688,0.3927087164145277
113,14.847462277567063,10.503977134109796,688,0.4004603739395285
114,14.966478878435971,10.594879834068214,688,0.4039260068852866
115,15.005650486830046,10.387272249205903,688,0.39601104191485975
116,14.828568395671228,10.143940235501335,688,0.3867340958633346
117,15.00686536821534,10.495739944259638,688,0.4001463340206017
118,15.071344017346474,10.42659644742658,688,0.39751026291689207
119,15.071995427908773,10.715865619174297,688,0.4085385467000979
120,14.957395138896818,10.32087459406515,688,0.39347965504425925
121,15.143390884050412,10.60962117013504,688,0.40448801505403237
122,15.181935218732212,10.970792985288265,688,0.418257561417857
123,15.072548119125193,10.660297600050045,688,0.40642003583193215
124,14.972609181406078,10.798976522485084,688,0.4117071201835845
125,14.940676204292858,10.240659326665652,688,0.3904214766449415
126,14.72794395681703,10.038998554759694,688,0.3827332317929844
127,15.108143646781091,10.86979233553892,688,0.41440694774549724
128,14.623359264143017,10.262491185914499,688,0.3912538084757294
129,14.839378358401634,10.2202533133297,688,0.3896435046799613
130,14.919278285738946,10.69218974834774,688,0.4076359125869906
131,14.716361111224012,10.510912215125858,688,0.40072477142455104
132,14.828573459587568,10.668933203781583,688,0.4067492651376867
133,14.955723044702706,10.858332636615842,688,0.4139700508199444
134,14.651853923129751,10.772448920611133,688,0.41069576484355197
135,14.63835230954884,10.147669892688644,688,0.3868762877105585
136,14.354367431636131,10.189140919984412,688,0.3884573558037658
137,14.616548212391109,10.404342629065779,688,0.39666184404577615
138,14.674330111261957,10.522788003850005,688,0.40117753162505215
139,14.455403224877436,10.204235160675427,688,0.3890328183351748
140,14.172991306905207,9.963253697546897,688,0.3798454861842347
141,14.30582204649579,10.33237928678449,688,0.3939182673422131
142,14.16083863031045,9.985232536744164,688,0.38068342157302315
143,14.12221869689472,10.383045750262363,688,0.39584990815325927
144,13.621455207521443,9.048861213326195,688,0.34498459954260075
145,14.087438854440908,9.671866436802132,688,0.3687364510150571
146,14.315088372283705,10.806642538105667,688,0.4119993842891561
147,13.841973192342927,9.836514631923514,688,0.3750136046060207
148,14.217019292216603,10.266381510689857,688,0.39140212571732236
149,14.08116003495228,9.673909132956089,688,0.36881432807583264
150,14.45155004231882,10.321654679394339,688,0.3935093955186189
151,13.889225818928756,9.999477582476805,688,0.38122650885016063
152,14.073426015373219,10.27828221184259,688,0.39185583569525917
153,14.274506888155008,10.616340507930186,688,0.4047441874058678
154,14.094310112998862,10.251044691745587,688,0.3908174149767095
155,13.82789296783873,9.986248355060457,688,0.3807221492832612
156,13.744148069199941,9.380852279122273,688,0.35764164026687567
157,13.997681145673733,9.976897965238669,688,0.3803656690132924
158,13.856412166571069,10.045219649040765,688,0.3829704087889264
159,14.1404495418366,11.440994998423198,688,0.43618384511050456
160,14.244728277843317,10.331803141707391,688,0.39389630201707265
161,14.057191451420538,10.322825294329283,688,0.39355402479461615
162,14.434736672345416,11.24519984066364,688,0.42871922470140966
163,14.19233381118834,10.803982441102166,688,0.4118979690416611
164,13.74912866087891,10.48573089584605,688,0.39976474262723616
165,13.326016398512262,9.055329114332494,688,0.3452311859567291
166,13.943084632796287,10.502306938548767,688,0.4003966983307202
167,13.844346332781935,10.173468486871377,688,0.38785984989292294
168,14.256773085979587,10.788789636739207,688,0.4113187488054875
169,13.964842639096462,10.130817276848743,688,0.38623378775507117
170,14.692121557120815,11.231527617841586,688,0.4281979760930017
171,14.161468238139626,10.46792033091767,688,0.39908572120513763
172,13.976918011885415,10.4974154387542,688,0.40021021164935683
173,14.208467118188358,10.821263978259717,688,0.41255682146908024
174,13.927042224180408,11.623323991923748,688,0.44313507282025877
175,14.473708439097122,11.203552689986132,688,0.4271314419672231
176,14.642988194220775,10.725695680691883,688,0.4089133142820263
177,14.292813586011395,10.676549719043903,688,0.4070396420597919
178,13.72447091137057,10.155521933740214,688,0.38717564396919785
179,14.792832878239345,10.851737367842505,688,0.4137186085552211
180,14.85797220393781,11.684589528155126,688,0.44547079949174506
181,14.394519671417417,10.89260031821117,688,0.4152764939329195
182,14.527034481287398,10.280772238620305,688,0.39195076707618204
183,14.254868338004018,11.226697070302592,688,0.42801381319459664
184,14.397908841966359,10.525689860853655,688,0.40128816388614374
185,14.376378329619138,10.42978804201216,688,0.39763194131973756
186,14.521405535516049,10.896506779165424,688,0.4154254263605655
187,14.52718217671901,11.38825925399597,688,0.4341733137028601
188,14.391763072096463,11.174189377043469,688,0.4260119761562268
189,14.634419770644957,11.304894837366884,688,0.4309950751147233
190,14.601608460283318,11.141774225922456,688,0.4247761601054594
191,14.685385483663431,11.336844549238567,688,0.4322131464604659
192,14.313012445638687,10.471548169562228,688,0.3992240312568108
193,14.38939626049809,10.474565746992543,688,0.3993390753178085
194,14.337771234979678,10.935987153070776,688,0.41693060150475625
195,14.433229953728809,11.978446025822198,688,0.45667397343603877
196,14.968264336157544,11.460951902845027,688,0.4369446949586529
197,15.103367411392354,11.545652915543638,688,0.44017389079421837
198,14.715418190230576,11.514355028165754,688,0.4389806700243289
199,14.168180359367932,11.45151849523947,688,0.4365850496653499
200,14.886454406992303,11.89239920240098,688,0.4533934690476894
201,14.874602366926101,12.009362282075154,688,0.45785264465569186
202,14.694317670390012,11.903525619786897,688,0.4538176597337584
203,14.58334499564772,10.890825069502457,688,0.41520881321040365
204,15.12413100534142,11.978732981214938,688,0.45668491350782436
205,15.083332937852658,11.821426774115206,688,0.4506876705860359
206,14.65648960772719,10.743636200046307,688,0.4095972901701699
207,15.123425345691139,11.82243869604611,688,0.4507262497479737
208,14.640268287616733,10.706211325375431,688,0.4081704801996235
209,14.558359680537135,11.225514127242368,688,0.4279687139132294
210,15.04450673726893,11.814141988673514,688,0.4504099407447764
211,14.434676353606955,10.766865699409667,688,0.4104829065307835
212,14.560323576490566,11.170011958349338,688,0.42585271356159293
213,14.636052465594428,11.478038415583859,688,0.4375961121498133
214,14.999874585981013,11.840491658777045,688,0.4514145124996575
215,15.306953623408377,12.305757270339967,688,0.4691525976467252
216,14.513898794992024,10.97935784890475,688,0.418584093782009
217,14.71578789232505,11.535273746382924,688,0.4397781886796561
218,14.566447756856459,12.19310020400242,688,0.46485758725813986
219,14.37829245897998,11.002678665710757,688,0.4194731915874852
220,14.497436272306102,11.741623621092765,688,0.4476452039000468
221,14.204902925839136,10.784255946187058,688,0.41114590347360425
222,14.869986090349672,12.776789163631483,688,0.4871105202237292
223,14.731721406698473,11.935900100127888,688,0.45505192522557397
224,14.885790802136555,11.238809403705684,688,0.4284755915764375
225,15.172821185013332,13.670381009893681,688,0.5211783899776936
226,14.596183246243083,11.272193867240933,688,0.4297483623165491
227,14.53054260063735,11.151388689131831,688,0.42514270807894566
228,14.927439657578848,12.500362920828987,688,0.47657186851628075
229,15.15501645314964,12.51784557254385,688,0.4772383883643156
230,13.852197532289306,10.57736644619702,688,0.40325831523227723
231,14.848351595991364,11.890787185605163,688,0.45333201148351077
232,14.898791008723004,12.193675069201445,688,0.4648795037883862
233,14.65325002391165,11.714739576885174,688,0.4466202593234428
234,15.204730213539046,12.533349095457808,688,0.4778294546341899
235,14.897656060147456,12.027873056903543,688,0.4585583613299614
236,14.829147031489306,11.919015466931643,688,0.4544082046198195
237,14.88939266598946,11.632857848051476,688,0.4434985476775675
238,15.282993144243035,12.784613636286672,688,0.48740882544710995
239,14.526489090386708,12.158399060524754,688,0.46353461856582723
240,14.78288854920418,12.054722161126037,688,0.4595819738321218
241,13.985943369998019,11.191021862086242,688,0.42665370863226876
242,14.489102965246655,11.275153881678765,688,0.4298612118090325
243,14.948962595625586,12.06050490523048,688,0.45980243888425354
244,14.97199575321669,12.725744256833208,688,0.48516445139635467
245,14.480911892940979,12.49043411291305,688,0.47619333626320887
246,14.95036524228175,11.93322676204308,688,0.45495000516658674
247,14.693331280796619,12.712895160150396,688,0.4846745841778062
248,14.990249869417323,13.333832041492277,688,0.5083475808456619
249,15.231125485425483,11.902288121274715,688,0.4537704805452843
250,14.167183835947542,11.79647257612726,688,0.44973630070679627
251,15.24350190519849,12.908175748948832,688,0.49211958682917384
252,15.461291253433085,14.310665391738178,688,0.545589003187089
253,15.14763542978343,13.006338025049436,688,0.495861988520658
254,15.075056909808952,14.24810040736536,688,0.5432037355196548
255,14.555892871368611,11.72481622452558,688,0.44700442791316963
256,14.750352913217268,13.661774255587071,688,0.5208502605459532
257,14.352251799892514,13.547963452561648,688,0.5165112643585076
258,14.400439635685569,11.554862621351713,688,0.44052500753644724
259,15.063841766776207,11.96965696941237,688,0.45633889380177095
260,15.639836762068086,13.949108112136527,688,0.5318047611289396
261,14.543059932022755,12.747529726140058,688,0.48599501462718464
262,15.57587101482489,12.174827688325163,688,0.46416095412884933
263,15.367870143802655,14.498581396495595,688,0.5527532337041193
264,15.221352101972988,13.798601989886489,688,0.5260667690115809
265,14.78098879863498,13.498611294696293,688,0.5146297309791836
266,14.322443802302177,12.079994584180083,688,0.46054547592826744
267,15.190184960889642,13.367468626048806,688,0.5096299636095976
268,15.649525952861593,17.95944481516428,688,0.6846974145699656
269,14.738048102648458,13.569373316905791,688,0.5173275077843817
270,15.946785484319337,14.279048589731081,688,0.5443836239109462
271,15.986867563217503,14.522865987856411,688,0.5536790750700283
272,15.854389052788665,16.443154435582912,688,0.6268893857961553
273,15.539675533620324,15.101420424604969,688,0.5757362561859634
274,15.652195125992268,12.82582319540048,688,0.4889799251593331
275,15.364421261467434,13.352242865765277,688,0.5090494869407313
276,14.533286638350269,13.888902229018333,688,0.5295094333536555
277,16.386637543527446,15.724246406638402,688,0.5994812741424882
278,13.878107450906212,14.175861689706823,688,0.5404496602282579
279,15.084388146594799,12.66325318617785,688,0.48278200166298074
280,16.216982484274837,15.725868658106416,688,0.5995431218998861
281,14.7820208923051,14.822833789887241,688,0.5651152403089071
282,15.637897607749244,13.711813618405367,688,0.5227579933684894
283,15.870326294135971,16.519813475243975,688,0.629811984284001
284,14.629751882153316,14.049877345695249,688,0.535646552141744
285,15.315987973565818,14.5786221516227,688,0.5558047588854257
286,14.645333207727331,14.15586121268491,688,0.539687149190305
287,15.956111628249984,16.907913213990046,688,0.6446081481103092
288,14.69566032890419,15.475144134764857,688,0.5899843390606584
289,13.805231400430795,13.611074142264076,688,0.5189173368465888
290,14.647238769250478,15.658024137951118,688,0.59695657381774
291,14.345372912083787,13.508760447574272,688,0.5150166638051783
292,14.110645736339153,13.11924693215695,688,0.5001666002485862
293,15.286064308193486,14.731493077988768,688,0.5616329083144872
294,15.209001793078459,15.668420434965235,688,0.5973529289255916
295,15.358803214186986,17.06332772444044,688,0.650533270773466
296,14.529405939784368,14.189328008971454,688,0.5409630588371326
297,13.98009155274196,14.550205294311153,688,0.5547213763570866
298,14.937347618298944,17.143074862935975,688,0.6535736019256373
299,15.082487826824137,15.099201277794153,688,0.5756516520069614
300,13.39402518154346,12.655190217453375,688,0.48247460386220103
301,15.695445813935033,16.37465833255504,688,0.6242779963498789
302,14.485985432715731,16.33114661844679,688,0.6226191278013218
303,14.912570033037404,16.330083524057507,688,0.6225785977076981
304,14.996384979423858,15.40455124094274,688,0.5872930102147796
305,16.303210413102832,19.82708165124529,688,0.7559004014206813
306,15.081834927132258,17.264788892126763,688,0.6582139057858912
307,13.638542853480983,13.641561891398455,688,0.5200796713855017
308,14.44581673264784,14.98248009633899,688,0.5712016986821004
309,13.853835682992033,14.13632201199707,688,0.5389422241477206
310,15.52967928123114,17.96640543828443,688,0.6849627858385773
311,14.000544502324672,14.723704882247299,688,0.5613359861354761
312,14.704402303193751,13.877217616359227,688,0.5290639616723045
313,14.81895549510317,16.136611635846787,688,0.615202551119777
314,13.939699084062038,14.966861600162733,688,0.5706062490976941
315,14.662889846721939,15.843671956326855,688,0.6040343305396567
316,14.093643586223493,16.137238322349802,688,0.6152264433187161
317,14.911283901565957,18.70847100389901,688,0.7132537703008971
318,14.303876188653645,15.414952602574624,688,0.5876895584093734
319,15.000011770612824,16.88231260148095,688,0.6436321339084903
320,15.953850907485823,18.494060307787617,688,0.7050794391456455
321,14.076561343771393,15.965925974133063,688,0.6086952212728727
322,15.441152763306587,17.669886319592013,688,0.6736581004193579
323,15.38042004029855,17.599725908210594,688,0.6709832598119545
324,15.088212723352619,17.928483254157033,688,0.6835170161227477
325,14.61598242894536,17.816433569665822,688,0.6792451619499655
326,15.67541285521579,17.62050905242676,688,0.6717756097569497
327,14.663005334700832,15.782085502866842,688,0.6016863690135299
328,15.82329221937978,18.571581100165737,688,0.7080348916478241
329,14.958515265982392,15.502027581149402,688,0.5910092608454725
330,15.42782932099579,18.663666247745045,688,0.711545604986502
331,14.670792522656864,17.10601929848782,688,0.6521608717753343
332,16.2153303500697,18.315031872916386,688,0.6982540440539589
333,15.15622125913397,16.29445398350139,688,0.6212202342085943
334,16.04375642253635,16.719950304654745,688,0.6374421293730117
335,15.444351389405863,16.08597133421255,688,0.6132719077196689
336,14.823057380629924,16.503488294129273,688,0.6291895925888977
337,13.863021306215684,14.522693892370803,688,0.5536725139911493
338,14.928696802528142,15.378315733277379,688,0.5862927908620503
339,14.272139433388231,14.6880691010438,688,0.5599773847139213
340,15.251278317128188,16.29084953125032,688,0.6210828157548142
341,14.04236002765979,14.012023942275617,688,0.5342034046658147
342,16.002290474426378,18.08905095122702,688,0.6896386021839407
343,15.772975757819204,18.16128079081342,688,0.6923923390020106
344,15.367277718539532,16.059130931191742,688,0.6122486269477128
345,16.25922247976946,17.682964090096032,688,0.674156685745608
346,15.321306958240637,17.20522236510546,688,0.6559429532332844
347,14.114849735098325,14.084062734748509,688,0.5369498578809655
348,15.027018781805621,16.715099188610203,688,0.637257182307684
349,14.302019115839862,15.7550373262905,688,0.6006551669490309
350,14.28437173450526,17.055555734092742,688,0.6502369664193003
351,15.635133163162687,17.489474103662793,688,0.6667799491694221
352,14.992445434667317,16.377218178980982,688,0.6243755895799357
353,15.153023818472423,17.90744392191335,688,0.6827148991007692
354,16.166795574260266,18.293989350084694,688,0.6974518053919528
355,14.166642483573952,15.844293576370708,688,0.6040580295816512
356,16.741610761239833,20.359263482656743,688,0.7761896435324899
357,16.45006846951905,19.037302077070475,688,0.7257903374357932
358,14.65872300459148,15.544905061052914,688,0.59264394944166
359,16.50069069871719,17.03484520527232,688,0.6494473849103135
360,14.619811543379958,17.86000506045751,688,0.6809063094632137
361,14.89023946220264,25.1917756792549,688,0.9604274438065132
362,15.955359276059946,16.938947330480318,688,0.6457913127093846
363,13.594240947162474,15.197071366291183,688,0.5793829141504921
364,15.800764374683967,17.78811067720877,688,0.6781653617981195
365,16.569145380238275,19.47587956826516,688,0.7425109475326057
366,15.69928764999967,17.937650502841525,688,0.6838665142023149
367,14.711497201471365,16.214018017599976,688,0.6181536417577723
368,14.392613140665288,16.45952475235139,688,0.6275134982719264
369,14.686511225564882,17.594123535561906,688,0.6707696713571055
370,16.012830583499344,22.079411437967387,688,0.8417696695188464
371,15.749764212080732,17.11879335999112,688,0.6526478783044829
372,16.146481752856808,22.08257795908749,688,0.8418903920047823
373,15.47397042257039,19.868694556624238,688,0.7574868785651002
374,14.475899686818435,19.018206404380706,688,0.7250623217396109
375,14.72794159227379,18.119193993876948,688,0.6907877949113379
376,14.064517526209313,19.003572182190144,688,0.7245043972491133
377,13.93949920021744,16.44346622842834,688,0.6269012727869471
378,14.127157942771168,19.16350188707497,688,0.730601660086276
379,13.041614653319686,14.590748171283094,688,0.5562670590509344
380,14.292419234869868,18.617987819357854,688,0.7098041312304801
381,14.531897554386342,19.313421421602904,688,0.7363172887563859
382,14.263577160156993,17.952501319819156,688,0.6844326962916548
383,14.515409940490176,18.953107863463593,688,0.7225804631344612
384,14.00111312669183,17.458066753003692,688,0.6655825551510601
385,13.841174309151109,17.447166465519793,688,0.665166985586683
386,12.895154945141664,19.579243202811288,688,0.7464516491557722
387,14.92412066337824,20.59197482011963,688,0.7850616800983095
388,13.85362781336803,20.669611764627962,688,0.7880215608589376
389,13.884070888197957,16.25382458754467,688,0.619671253009375
390,14.538604062056836,19.069608133416494,688,0.7270219942872563
391,11.80633308550971,14.069785266912717,688,0.5364055345227334
392,13.547569818305458,15.11568856127691,688,0.5762802237969087
393,13.630836387374854,19.557740185956266,688,0.7456318543237151
394,12.642152965435129,16.546784412036036,688,0.6308402416093309
395,15.893386651495046,20.276386791957233,688,0.7730299993210966
396,14.265548913875728,17.416471745737788,688,0.663996760365804
397,14.114816149063142,18.59018681291187,688,0.7087442277962751
398,14.888667896656612,19.054992230416634,688,0.7264647682093567
399,13.045022671046917,16.657692157696193,688,0.6350685597723275
400,13.864367961261532,15.803946956341738,688,0.6025198291136086
401,14.433243778747899,16.86511272268582,688,0.6429763946769523
402,12.7341025335806,18.990091990100797,688,0.7239904697437548
403,13.367640439466033,17.800129078248933,688,0.6786235590421966
404,12.476661449035786,16.45180487903854,688,0.6272191808610869
405,14.803672764855262,21.985288209609863,688,0.8381812550789435
406,14.457989791517045,18.978454474638248,688,0.7235467936261891
407,13.541047214792435,16.566950763534873,688,0.6316090765524304
408,13.667141839520744,18.932220166454044,688,0.7217841271515871
409,13.169963328000302,15.184967174619212,688,0.5789214461692402
410,12.421750270188488,16.73580634426275,688,0.638046635215851
411,14.078695001333195,20.030256659346094,688,0.7636463759863533
412,13.13791890972015,17.834202567152833,688,0.6799225986282187
413,13.52341662100716,19.954695671430432,688,0.760765640328839
414,13.564332296169741,17.739006874048762,688,0.6762932968531707
415,15.06881609818224,20.167314940040292,688,0.7688716739508809
416,13.975979041045328,15.855223470237759,688,0.6044747278788043
417,13.320510120847032,17.082837606454994,688,0.6512770780521103
418,12.355932598031002,19.437746379140275,688,0.7410571333266637
419,12.248873938719294,20.246412140191488,688,0.7718872264359732
420,12.260149397723485,15.83182437581444,688,0.6035826457671458
421,14.643952899076167,19.952375118133006,688,0.7606771700637794
422,15.61462438376496,21.104892597465387,688,0.8046164870341608
423,13.659632942358977,20.24996786205518,688,0.7720227870611515
424,13.646432371836259,16.926028819298615,688,0.6452987990878759
425,16.306015984565434,27.471185524771546,688,1.0473291294673512
426,14.512646594731164,19.89581640174496,688,0.7585208892165232
427,13.736159240176042,19.216539966406582,688,0.7326237179040908
428,12.20116840970233,18.673705323251678,688,0.7119283411520575
429,12.97545909233578,21.112573106789252,688,0.8049093037069897
430,13.613389846304974,23.979664894996237,688,0.9142161533854687
431,13.562873563102471,20.59907270202426,688,0.7853322843090209
432,12.467171916500131,18.756901530211174,688,0.7151001668066622
433,14.159786946642573,19.405445252568686,688,0.7398256644210889
434,12.236168181973854,18.14723359918159,688,0.6918567948417501
435,13.423481177547949,18.59260477202359,688,0.7088364116231902
436,11.729645185157473,17.073272168356617,688,0.6509123991434583
437,12.779486945868717,16.476475185024558,688,0.6281597274592207
438,13.57706673983325,18.175578818948726,688,0.692937446214313
439,12.390290999253603,19.786153004670453,688,0.7543400113986036
440,12.127199948857493,18.234382450218956,688,0.6951793136390819
441,12.553288448733436,18.419553782267986,688,0.7022389044900972
442,12.262326303613458,16.832593147044907,688,0.6417365974786868
443,12.664722038186007,18.620751649741724,688,0.7099095012760256
444,11.529506155542984,17.187321931593768,688,0.6552605056035676
445,13.828798505823842,21.509694317967714,688,0.8200494079453566
446,13.792516819589954,18.128576317624017,688,0.6911454926507943
447,12.296261378792504,16.425224789231198,688,0.6262058244373538
448,12.85374362491037,21.576673874697438,688,0.8226029796060551
449,15.599262205675304,21.629120058516033,688,0.8246024716189894
450,14.417784764315163,24.416326082531405,688,0.9308637050901812
451,13.294766803161679,21.4805376079515,688,0.8189378187970878
452,12.736994794140635,19.479409656537733,688,0.7426455308862845
453,11.558005422088737,20.12516917262178,688,0.7672648816316575
454,13.210090110839161,18.359384460253324,688,0.6999449705938177
455,12.317537189089533,20.108543018127214,688,0.7666310154340199
456,14.07372151973511,19.779165640032893,688,0.7540736206191985
457,15.14028860915604,22.046174653206613,688,0.8405025289792287
458,13.596616248998851,28.41404594977092,688,1.0832753461762503
